Dates,Temperature,HeatIndex,Precipitation,WindSpeed,WindDirection,Visibility,CloudCover,RelativeHumidity
1/11/2012 15:00,30,35.1,0,25.9,300,10.5,27.5,70.29
1/11/2012 16:00,30,35.3,0,18.4,300,6.5,51.6,70.58
1/11/2012 18:00,28,31.3,0,24.1,320,10.5,89,74.3
1/12/2012 8:00,27,30.1,0,16.6,270,10.5,27.5,83.68
1/12/2012 9:00,28,31.9,0,14.8,270,10.5,27.5,78.92
1/12/2012 10:00,29.1,33.7,0,13,260,10.3,48.3,73.74
1/12/2012 11:00,30,35.1,0,16.6,260,10.5,27.5,70.29
1/12/2012 12:00,31,36.5,0,13,270,10.5,27.5,66.38
1/12/2012 13:00,31.1,36.5,0,14.8,290,10.5,65,65.41
1/12/2012 14:00,29,34.5,0,16.6,310,10.5,50,79.06
1/13/2012 10:00,29.9,34.9,0,11.2,280,9,45,70.55
1/13/2012 11:00,30.1,35.2,0,16.6,310,11,50,70.3
1/13/2012 12:00,31,36.5,0,20.5,280,10.5,27.5,66.38
1/13/2012 13:00,31.2,35.8,0,22.3,257,10.3,53.3,61.79
1/13/2012 14:00,30,34.1,0,20.5,330,10.5,50,66.18
1/14/2012 10:00,27.1,30.3,0,5.4,270,8,90,84.19
1/14/2012 12:00,29,33.6,0,14.8,280,10.5,50,74.47
1/14/2012 13:00,30,35.1,0,10.3,305,10.5,70,70.71
1/14/2012 15:00,29.1,32.9,0,20.5,350,5,50,70.12
1/15/2012 9:00,27,30.1,0,5.4,110,10.5,50,83.68
1/15/2012 10:00,28,31.9,0,11.2,70,10.3,48.3,79.23
1/15/2012 11:00,29.1,34.7,0,11.2,80,11,30,79.07
1/15/2012 12:00,28,31.3,0,9.4,60,10.5,27.5,74.3
1/15/2012 14:00,30,34.1,0,9.4,100,10.5,27.5,66.18
1/15/2012 15:00,30,34.1,0,11.2,120,10.5,27.5,66.18
1/15/2012 16:00,27.8,30.7,0,7.6,120,10.3,89.3,73.97
1/16/2012 9:00,28,31.3,0,9.4,110,10.5,27.5,74.3
1/16/2012 10:00,28.2,32.3,0,13,110,10.3,48.3,78.63
1/16/2012 11:00,29.1,34.7,0,11.2,100,11,30,79.07
1/16/2012 12:00,28,32.7,0,11.2,80,10.5,27.5,83.79
1/16/2012 13:00,29,33.9,0,11.2,60,10.3,48.3,75.52
1/16/2012 15:00,29,33.6,0,11.2,60,10.5,27.5,74.47
1/16/2012 16:00,29.2,34,0,10.6,87,10.3,45,74.2
1/16/2012 17:00,28,31.9,0,9.4,80,10.5,27.5,78.92
1/16/2012 18:00,28.1,32.1,0,5.4,220,11,30,78.93
1/17/2012 8:00,27,30.6,0,9.4,120,10.5,50,88.84
1/17/2012 9:00,28.1,32.1,0,7.6,120,11,90,78.93
1/17/2012 13:00,27.9,32.6,20,7.6,120,10.5,65,85.54
1/17/2012 14:00,28,32.7,0,7.6,110,10.5,27.5,83.79
1/17/2012 19:00,27.2,31.3,0,0,0,10.3,48.3,89.21
1/18/2012 8:00,28,32.7,0,0,0,8,27.5,83.79
1/18/2012 11:00,30,36.2,0,7.6,70,8,27.5,74.63
1/18/2012 12:00,30,36.2,0,9.4,50,9,27.5,74.63
1/18/2012 13:00,31,36.6,0,14.8,330,8.7,45,66.52
1/18/2012 14:00,32,36.8,0,20.5,330,10.5,27.5,59.04
1/18/2012 15:00,30,34.1,0,13,340,10.5,27.5,66.18
1/19/2012 8:00,27.1,30.2,0,7.6,250,2,30,83.68
1/19/2012 9:00,28.1,32.1,0,5.4,160,5,30,78.93
1/19/2012 10:00,28.8,33.4,0,5.4,170,5,48.3,76.24
1/19/2012 11:00,30,35.1,0,5.4,90,5,27.5,70.29
1/19/2012 12:00,30,33.3,0,11.2,40,7,27.5,62.28
1/19/2012 13:00,30.9,36.1,0,11.2,70,10.3,45,65.96
1/19/2012 14:00,28,30.7,0,22.3,290,8,50,69.92
1/20/2012 10:00,28,30.7,0,14.8,310,10.3,48.3,69.64
1/20/2012 11:00,29,32,0,13,250,10.5,27.5,65.98
1/20/2012 12:00,30.1,35.2,0,9.4,150,11,30,70.3
1/20/2012 13:00,30,34.5,0,7.6,200,10.3,45,67.4
1/20/2012 14:00,30,34.1,0,7.6,210,10.5,27.5,66.18
1/20/2012 15:00,31.1,34.7,0,7.6,180,11,50,58.83
1/20/2012 16:00,30.3,34.6,0,20.5,300,10.5,55,65.45
1/20/2012 17:00,29,32.7,0,9.4,280,10.5,27.5,70.11
1/20/2012 18:00,28.1,31.4,0,9.4,290,11,50,74.31
1/20/2012 19:00,28.1,32.2,0,24.1,310,10.3,46.7,78.62
1/21/2012 8:00,27.1,30.2,0,7.6,290,11,30,83.68
1/21/2012 9:00,29,32.7,0,18.4,270,10.5,27.5,70.11
1/21/2012 10:00,29,33.4,0,18.4,300,10.3,51.6,74.16
1/21/2012 11:00,29,33.6,0,16.6,290,10.5,27.5,74.47
1/21/2012 12:00,30.1,34.3,0,22.3,300,11,30,66.19
1/21/2012 13:00,31,35.5,0,16.6,270,10.5,75,62.87
1/21/2012 14:00,31,35.5,0,18.4,280,10.5,27.5,62.5
1/22/2012 8:00,27,29.6,0,14.8,270,10.5,27.5,78.78
1/22/2012 9:00,28,31.3,0,16.6,270,10.5,27.5,74.3
1/22/2012 10:00,29.2,33.1,0,20.5,270,10.5,60,69.72
1/22/2012 11:00,30,34.1,0,27.7,280,10.5,50,66.18
1/22/2012 12:00,30,34.1,0,24.1,280,10.5,50,66.18
1/22/2012 13:00,31,35.5,0,22.3,280,10.3,63.3,62.25
1/22/2012 14:00,31,34.6,0,24.1,270,10.5,27.5,58.81
1/22/2012 15:00,31,35.5,0,22.3,280,10.5,27.5,62.5
1/22/2012 16:00,30.5,35.2,0,21.4,280,10.5,60,65.3
1/22/2012 17:00,30,35.1,0,22.3,290,10.5,27.5,70.29
1/22/2012 18:00,29.1,33.7,0,16.6,310,11,30,74.47
1/22/2012 19:00,28.2,32.5,0,18.4,310,10.3,48.3,79.27
1/22/2012 20:00,27,29.6,0,13,240,10.5,50,78.78
1/23/2012 9:00,28,31.9,0,14.8,280,10.5,27.5,78.92
1/23/2012 10:00,29.9,34.7,0,18.4,280,10.3,48.3,69.98
1/23/2012 12:00,30.1,34.3,0,24.1,280,11,50,66.19
1/23/2012 13:00,31.2,35.7,0,27.7,280,10.3,60,61.3
1/23/2012 14:00,32,36.8,0,24.1,290,10.5,50,59.04
1/23/2012 15:00,31,35.5,0,24.1,290,10.5,89,62.5
1/23/2012 16:00,30,34.3,0,25.9,310,10.3,45,67.24
1/24/2012 9:00,29,33.6,0,24.1,280,10.5,27.5,74.47
1/24/2012 10:00,29.3,33.1,0,28.3,290,10.3,53.3,68.22
1/24/2012 12:00,31,36.5,0,22.3,290,10.5,50,66.38
1/24/2012 13:00,30.8,35.2,0,29.5,310,9,70,63.02
