Date,WindDirection
2012-12-01 10:00:00,208.02741560339928
2012-12-01 11:00:00,104.72779425233603
2012-12-01 13:00:00,88.76414859294891
2012-12-01 14:00:00,86.12524639070034
2012-12-01 15:00:00,96.07243886590004
2012-12-01 16:00:00,98.09813880175352
2012-12-01 17:00:00,89.52310967445374
2012-12-01 18:00:00,104.84306600689888
2012-12-01 19:00:00,103.47212333232164
2012-12-01 20:00:00,102.5905217975378
2012-12-01 21:00:00,112.18770108371973
2012-12-01 22:00:00,119.36187359690666
2012-12-01 23:00:00,211.90600088238716
2012-12-02 00:00:00,193.00612230598927
2012-12-02 01:00:00,237.37919041514397
2012-12-02 06:00:00,218.38674907386303
2012-12-02 07:00:00,198.88635876774788
2012-12-02 09:00:00,197.3464049398899
2012-12-02 10:00:00,108.49840204417706
2012-12-02 12:00:00,103.77616775035858
2012-12-02 13:00:00,85.7895165681839
2012-12-02 14:00:00,73.25197342783213
2012-12-02 15:00:00,72.340606816113
2012-12-02 16:00:00,84.43774739652872
2012-12-02 18:00:00,115.5527773797512
2012-12-03 07:00:00,215.61626721918583
2012-12-03 09:00:00,173.06951992213726
2012-12-03 10:00:00,126.36795790493488
2012-12-03 11:00:00,107.24873028695583
2012-12-03 13:00:00,106.13181419670582
2012-12-03 15:00:00,96.09700863808393
2012-12-03 16:00:00,236.1660197675228
2012-12-03 17:00:00,247.92229476571083
2012-12-03 20:00:00,211.8341300189495
2012-12-03 21:00:00,204.3719455897808
2012-12-04 07:00:00,213.382985830307
2012-12-04 08:00:00,186.05032378435135
2012-12-04 09:00:00,138.98124977946281
2012-12-04 10:00:00,100.50916957855225
2012-12-04 11:00:00,98.48395344614983
2012-12-04 13:00:00,97.86258606612682
2012-12-04 14:00:00,246.82809510827065
2012-12-04 16:00:00,225.70050260424614
2012-12-05 09:00:00,242.19738154113293
2012-12-05 10:00:00,151.5708129554987
2012-12-05 12:00:00,123.19711008667946
2012-12-05 13:00:00,108.05764965713024
2012-12-05 14:00:00,105.84229132533073
2012-12-05 15:00:00,94.87428845465183
2012-12-05 16:00:00,111.47399423271418
2012-12-05 17:00:00,111.2224983125925
2012-12-06 10:00:00,229.34007409214973
2012-12-06 11:00:00,114.6130673289299
2012-12-06 12:00:00,111.01068916171789
2012-12-06 13:00:00,108.00026312470436
2012-12-06 14:00:00,124.36007682234049
2012-12-06 15:00:00,134.96222752332687
2012-12-06 16:00:00,120.1040653064847
2012-12-06 18:00:00,113.46995142102242
2012-12-06 19:00:00,116.78639430552721
2012-12-06 20:00:00,128.2123208642006
2012-12-06 22:00:00,127.66836203634739
2012-12-07 07:00:00,197.0711877644062
2012-12-07 08:00:00,176.43217720091343
2012-12-07 09:00:00,157.83215256035328
2012-12-07 10:00:00,133.8562677204609
2012-12-07 11:00:00,165.69270819425583
2012-12-07 12:00:00,134.64483757317066
2012-12-07 13:00:00,187.1213901937008
2012-12-07 15:00:00,126.59473519027233
2012-12-07 16:00:00,231.30861823260784
2012-12-07 17:00:00,242.51581352949142
2012-12-07 19:00:00,216.73150116205215
2012-12-07 20:00:00,184.4767865538597
2012-12-07 21:00:00,133.80898895859718
2012-12-07 22:00:00,133.96069483458996
2012-12-07 23:00:00,133.78755274415016
2012-12-08 07:00:00,192.13277520239353
2012-12-08 09:00:00,172.84676192700863
2012-12-08 10:00:00,104.16198239475489
2012-12-08 11:00:00,103.15541070699692
2012-12-08 13:00:00,93.39003901183605
2012-12-08 14:00:00,97.83870106190443
2012-12-08 15:00:00,105.1612821444869
2012-12-08 16:00:00,99.8102819994092
2012-12-08 17:00:00,100.02360210567713
2012-12-08 18:00:00,109.6936496347189
2012-12-08 19:00:00,111.75366239994764
2012-12-08 22:00:00,106.36443433910608
2012-12-08 23:00:00,193.03716015815735
2012-12-09 00:00:00,179.51835197210312
2012-12-09 01:00:00,193.0677216500044
2012-12-09 02:00:00,214.55666323006153
2012-12-09 11:00:00,197.9333999454975
2012-12-09 12:00:00,235.42118574678898
2012-12-09 13:00:00,236.76173812150955
2012-12-09 14:00:00,100.62930169701576
2012-12-09 15:00:00,97.6360469609499
2012-12-09 16:00:00,89.577935770154
2012-12-09 18:00:00,89.75822326540947
2012-12-09 19:00:00,103.95321004092693
2012-12-09 20:00:00,206.44536343216896
2012-12-10 07:00:00,166.74604506790638
2012-12-10 08:00:00,186.09410427510738
2012-12-10 09:00:00,118.00686666369438
2012-12-10 10:00:00,99.80944092571735
2012-12-10 11:00:00,99.40553203225136
2012-12-10 12:00:00,104.16562952846289
2012-12-10 13:00:00,88.64747008681297
2012-12-10 14:00:00,81.63651797175407
2012-12-10 15:00:00,86.81456954777241
2012-12-10 16:00:00,97.40809366106987
2012-12-10 17:00:00,98.20346653461456
2012-12-10 18:00:00,244.91527023911476
2012-12-10 19:00:00,224.24641272425652
2012-12-11 08:00:00,201.3809535652399
2012-12-11 09:00:00,182.3760375380516
2012-12-11 10:00:00,225.72801241278648
2012-12-11 11:00:00,105.78163725882769
2012-12-11 12:00:00,101.41203613579273
2012-12-11 13:00:00,105.93996007740498
2012-12-11 14:00:00,98.60567095130682
2012-12-11 15:00:00,92.23624965548515
2012-12-11 16:00:00,91.48988234996796
2012-12-11 17:00:00,100.85614597052336
2012-12-11 18:00:00,113.70270553976297
2012-12-11 19:00:00,136.57595765590668
2012-12-11 22:00:00,183.72431588172913
2012-12-12 07:00:00,196.45180025696754
2012-12-12 08:00:00,191.9796700179577
2012-12-12 09:00:00,211.09606924653053
2012-12-12 10:00:00,232.95910254120827
2012-12-12 11:00:00,194.9885850995779
