Date,MaxTemp,MinTemp,Temp,HeatIndex,Precipitation,WindSpeed,Visibility,CloudCover,RelativeHumidity,Conditions
1/1/2000 0:00,32.1,24.7,29.1,38.2,2,18.4,9.2,53.1,73.8,"Rain, Partially cloudy"
1/2/2000 0:00,33.1,25,28,39.4,0.7,27.7,8.6,41.9,78.65,"Rain, Partially cloudy"
1/3/2000 0:00,29.1,23.1,25.3,32.9,0,22.3,6.8,40.7,87.89,Partially cloudy
1/4/2000 0:00,31.1,27.1,29.4,36.7,0,14.8,10.4,30,71.41,Partially cloudy
1/5/2000 0:00,32.1,23.4,27.8,38.4,4.13,11.2,8.4,44.3,80.54,"Rain, Partially cloudy"
1/6/2000 0:00,33.1,25.4,28.3,39.9,7.9,22.3,8.1,47.4,78.94,"Rain, Partially cloudy"
1/7/2000 0:00,33.4,23.1,26.8,39.5,82.7,13,7.1,64.3,84.49,"Rain, Partially cloudy"
1/8/2000 0:00,26.9,23.6,24.6,28.7,11.7,18.3,6.5,79,91.4,"Rain, Overcast"
1/9/2000 0:00,31.6,23.6,27,38.4,84,13,8.1,67.1,83.24,"Rain, Partially cloudy"
1/10/2000 0:00,29.2,20.7,24.9,33.5,58.2,21.9,7.1,84.2,88.1,"Rain, Overcast"
1/11/2000 0:00,29.9,24.2,26.1,35.2,1,14.8,7.6,72.9,86.76,"Rain, Partially cloudy"
1/12/2000 0:00,30.1,23.1,25.5,35.2,17.7,13,7.8,53.9,87.69,"Rain, Partially cloudy"
1/13/2000 0:00,32.1,22.7,27.5,36.8,6.9,14.8,9.2,48.3,74.96,"Rain, Partially cloudy"
1/14/2000 0:00,33.1,24.1,29.1,37.1,0,16.6,9.4,42,71.38,Partially cloudy
1/15/2000 0:00,32.1,22.7,27.5,36.9,20,14.8,9.1,47.2,79.24,"Rain, Partially cloudy"
1/16/2000 0:00,32.2,24.4,28,38,15.9,18.4,8.8,56.2,77.78,"Rain, Partially cloudy"
1/17/2000 0:00,32.1,21.7,26.5,36.9,59.7,18.4,7.5,57.9,83.85,"Rain, Partially cloudy"
1/18/2000 0:00,29.2,24.1,25.6,33.7,44,13,6.8,56,90.38,"Rain, Partially cloudy"
1/19/2000 0:00,30.1,19.7,25.4,34.3,9.1,14.8,8.1,53.7,85.54,"Rain, Partially cloudy"
1/20/2000 0:00,31.1,22.1,26.9,36.2,13.5,18.4,8.7,60.5,80.42,"Rain, Partially cloudy"
1/21/2000 0:00,31.1,24.1,27.5,35.6,2,25.9,9.5,47.4,77.93,"Rain, Partially cloudy"
1/22/2000 0:00,32.1,24.4,27.4,35.9,0,38.9,9.2,58.3,75.57,Partially cloudy
1/23/2000 0:00,31.1,24.6,27.1,35.6,25.9,27.7,7.8,61.2,79.66,"Rain, Partially cloudy"
1/24/2000 0:00,29.1,21.1,26.1,33.7,8.5,29.5,8.6,57.7,82.58,"Rain, Partially cloudy"
1/25/2000 0:00,30.1,23.9,27.1,34.3,4.7,36.5,7.8,72.2,82.12,"Rain, Partially cloudy"
1/26/2000 0:00,29.2,24.1,26.2,34.4,5,18.4,8.4,69,84.15,"Rain, Partially cloudy"
1/27/2000 0:00,30.2,24.1,26.6,34.3,13,25.9,7.9,60.6,80.71,"Rain, Partially cloudy"
1/28/2000 0:00,31.1,23.7,26.7,36.7,6.4,27.7,8.9,67.6,82.86,"Rain, Partially cloudy"
1/29/2000 0:00,32.1,24.1,26.9,38,0,18.4,7.2,39.3,84.89,Partially cloudy
1/30/2000 0:00,31.1,20.7,25.4,36.7,33.7,45.5,7.6,50.9,85.84,"Rain, Partially cloudy"
1/31/2000 0:00,31.7,23.1,26.5,36.7,28.3,18.4,8.3,62.2,81.2,"Rain, Partially cloudy"
2/1/2000 0:00,30.1,21.9,26,34.3,24.4,22.3,8.1,56.2,84.12,"Rain, Partially cloudy"
2/2/2000 0:00,32.1,24.1,26.6,36.9,0,27.5,9,60,80.71,Partially cloudy
2/3/2000 0:00,30.4,25,27.2,35,0,27.7,8.5,71.3,78.77,Partially cloudy
2/4/2000 0:00,30.2,22,27,34.3,3.7,22.3,9.1,70.6,77.87,"Rain, Partially cloudy"
2/5/2000 0:00,32.1,22.2,27.5,36.7,21.9,18.4,8.7,59,77.81,"Rain, Partially cloudy"
2/6/2000 0:00,32.1,21.9,26.9,38,5.7,18.4,8.7,56.8,81.75,"Rain, Partially cloudy"
2/7/2000 0:00,29.1,22.2,25.7,33.7,6.95,18.4,6.7,66.7,86.44,"Rain, Partially cloudy"
2/8/2000 0:00,29.7,23.1,25.5,34.7,61,22.3,7.1,67.4,88.13,"Rain, Partially cloudy"
2/9/2000 0:00,30.1,20.6,25.4,34.7,62,22.3,6.7,67.8,86.45,"Rain, Partially cloudy"
2/10/2000 0:00,29.9,24.1,26.6,34.3,0,25.9,8.8,54.4,80.36,Partially cloudy
2/11/2000 0:00,32.1,22.2,27.9,37,0.7,18.4,10.2,45.7,74.76,"Rain, Partially cloudy"
2/12/2000 0:00,32.1,23.6,28.4,38,11.7,22.3,7.8,71.6,75.49,"Rain, Partially cloudy"
2/13/2000 0:00,31.7,24.1,27.6,37.9,22.2,11.2,7.7,58.1,80.53,"Rain, Partially cloudy"
2/14/2000 0:00,31.2,24.1,26.9,36.7,12,22.3,5.5,48.5,83.38,"Rain, Partially cloudy"
2/15/2000 0:00,30.1,21.2,26.7,35.6,3,10.9,6.5,43.9,84,"Rain, Partially cloudy"
2/16/2000 0:00,33.1,21.3,27.4,39.4,4,18.4,8,47.4,81.01,"Rain, Partially cloudy"
2/17/2000 0:00,32.2,22.2,27.4,37.4,12.6,22.3,8.8,54.8,82.38,"Rain, Partially cloudy"
2/18/2000 0:00,30.1,22.4,26.6,36.3,10,27.7,6.1,61.4,84.38,"Rain, Partially cloudy"
2/19/2000 0:00,33.1,21.2,28.2,38.2,5.1,18.4,9.3,45.6,73.93,"Rain, Partially cloudy"
2/20/2000 0:00,32.2,25,27.6,37,0,27.7,10.5,45.2,76.99,Partially cloudy
2/21/2000 0:00,31.1,24.7,28,44.5,0,24.1,9.5,57.6,77.47,Partially cloudy
2/22/2000 0:00,31.1,25,27.7,37.9,0.7,27.3,7.9,49.5,80.95,"Rain, Partially cloudy"
2/23/2000 0:00,32.4,21,27.2,39.2,14.66,18.4,7.4,52.9,80.01,"Rain, Partially cloudy"
2/24/2000 0:00,32.4,25,27.3,38.6,3.2,13,7.3,56.7,80.77,"Rain, Partially cloudy"
2/25/2000 0:00,31.1,22.1,26.3,36.7,45,18.4,6.4,56.1,84.53,"Rain, Partially cloudy"
2/26/2000 0:00,30.1,21.2,25.5,34.3,76.7,27.6,7.4,64.2,87.13,"Rain, Partially cloudy"
2/27/2000 0:00,32.1,24.1,27.7,36.4,13,22.3,8,51.9,78.49,"Rain, Partially cloudy"
2/28/2000 0:00,31.1,21.7,27,36.7,0.7,14.8,8.2,53.8,81.08,"Rain, Partially cloudy"
2/29/2000 0:00,31.1,25.7,27.6,35.6,0.7,18.4,9.2,56.8,78.28,"Rain, Partially cloudy"
3/1/2000 0:00,31.1,25.9,28.3,36.7,2,27.7,8.7,56,75.23,"Rain, Partially cloudy"
3/2/2000 0:00,30.1,22,26.4,35.2,4.4,33.5,8.8,54.8,82.83,"Rain, Partially cloudy"
3/3/2000 0:00,30.1,25,25.6,34.3,0,16.6,7.6,30,85.4,Partially cloudy
3/4/2000 0:00,30.1,23.1,26.1,35.2,0,18.4,9.8,45,86.15,Partially cloudy
3/5/2000 0:00,32.1,25,27,36.9,18,27.7,7.6,52.8,80.59,"Rain, Partially cloudy"
3/6/2000 0:00,32.1,24.1,26.9,36.9,0,24.1,7.9,46.7,81.7,Partially cloudy
3/7/2000 0:00,31.7,24.1,26.4,36.5,5,27.7,7.5,40,83.6,"Rain, Partially cloudy"
3/8/2000 0:00,32.1,21.2,27.2,36.9,7.1,18.4,9.6,42.4,78.32,"Rain, Partially cloudy"
3/9/2000 0:00,31.7,25,27.4,36.4,0,18.4,9.7,40,79.54,Partially cloudy
3/10/2000 0:00,32.1,24.1,27.8,36.9,0,14.8,9.3,46.7,78.21,Partially cloudy
3/11/2000 0:00,30.2,25,27.7,35.3,5,14.8,7.1,46.3,81.45,"Rain, Partially cloudy"
3/12/2000 0:00,30.1,21.2,27,35.2,2,14.8,9.7,49.4,84.55,"Rain, Partially cloudy"
3/13/2000 0:00,31.1,21.5,26.5,35.6,35.69,29.5,7.7,60,82.57,"Rain, Partially cloudy"
3/14/2000 0:00,33.2,22.1,27.8,37.1,10.9,24.1,9.5,48.3,74.47,"Rain, Partially cloudy"
3/15/2000 0:00,31.2,22.4,27.7,34.8,0.7,27,9.3,62.2,72.03,"Rain, Partially cloudy"
3/16/2000 0:00,33.1,24.7,29.2,39.4,0,27.7,9.9,50,69.76,Partially cloudy
3/17/2000 0:00,33.1,21.8,28.6,38.2,0,37.1,10.2,47.8,72.22,Partially cloudy
3/18/2000 0:00,33.1,20.2,27.3,38.2,14.9,27.7,9.5,45.8,78.46,"Rain, Partially cloudy"
3/19/2000 0:00,31.1,24.6,27.8,36.7,6,14.8,8.3,59.3,80.37,"Rain, Partially cloudy"
3/20/2000 0:00,31.6,24.9,28.4,36.7,0,14.8,8.7,45.8,76.05,Partially cloudy
3/21/2000 0:00,32.2,24.1,27.3,36.9,0.2,14.8,7.7,45.7,79.73,"Rain, Partially cloudy"
3/22/2000 0:00,31.1,23.1,27,36.7,78,14.8,8.5,44.7,82.27,"Rain, Partially cloudy"
3/23/2000 0:00,30.1,23.1,27.4,35.2,0,14.8,9.4,23.9,80.4,Clear
3/24/2000 0:00,31.1,25,27.6,35.6,0,14.8,9.4,35,83.05,Partially cloudy
3/25/2000 0:00,30.4,24.7,27.3,35.5,0.7,18.4,9.6,56,79.47,"Rain, Partially cloudy"
3/26/2000 0:00,32.1,24.1,27.9,35.9,11,16.6,9.1,43.5,76.95,"Rain, Partially cloudy"
3/27/2000 0:00,30.1,24.1,26,35.2,5.7,27.3,7.4,58.9,86.02,"Rain, Partially cloudy"
3/28/2000 0:00,31.2,19.2,26.2,36.4,23.8,32.6,9,44.9,84.14,"Rain, Partially cloudy"
3/29/2000 0:00,32.1,20.2,27.1,38,0.6,16.6,9,46.3,82.09,"Rain, Partially cloudy"
3/30/2000 0:00,32.1,22.2,28.3,38,0,14.8,7.2,44.7,76.8,Partially cloudy
3/31/2000 0:00,32.1,25.9,28.9,38,0.2,14.8,8.5,55.6,75.49,"Rain, Partially cloudy"
4/1/2000 0:00,30.1,22.4,27.4,35.2,15,36.4,7.4,48.3,83.11,"Rain, Partially cloudy"
4/2/2000 0:00,32.2,24.9,28.9,39.3,13,18.4,7.5,43.9,76.47,"Rain, Partially cloudy"
4/3/2000 0:00,32.1,21.8,28.4,37.1,31,18.4,8.8,48.9,76.77,"Rain, Partially cloudy"
4/4/2000 0:00,32.1,21.6,26.5,39.3,39.28,11.2,7.1,55.4,84.69,"Rain, Partially cloudy"
4/5/2000 0:00,31.7,21.2,28,37.3,0,11.2,8.5,49.4,77.59,Partially cloudy
4/6/2000 0:00,30.1,24.7,27.6,36.3,4.5,18.4,7.5,60,82.37,"Rain, Partially cloudy"
4/7/2000 0:00,30.6,24.1,27.7,35.2,1,18.4,8.2,58,81.64,"Rain, Partially cloudy"
4/8/2000 0:00,31.7,22.5,27.8,36.7,2.83,22.3,8.4,57.5,82.34,"Rain, Partially cloudy"
4/9/2000 0:00,31.4,23.7,28,37.1,5.7,18.4,9.1,50,81.3,"Rain, Partially cloudy"
4/10/2000 0:00,32.1,25,28.5,37,64,22.3,7.3,46.7,78.93,"Rain, Partially cloudy"
4/11/2000 0:00,31.1,22.2,26.8,36.7,24.4,11.2,7.4,56.3,83.8,"Rain, Partially cloudy"
4/12/2000 0:00,31.1,24.1,26.9,37.9,16,18.4,5.9,43.8,85.77,"Rain, Partially cloudy"
4/13/2000 0:00,31.1,25,28,36.7,0,18.4,7.4,49.4,80.72,Partially cloudy
4/14/2000 0:00,30.1,21.9,27.2,36.3,0.7,14.8,7.6,53.1,82.9,"Rain, Partially cloudy"
4/15/2000 0:00,31.1,24.7,26.9,36.7,0.1,14.8,7.9,47.6,84.03,"Rain, Partially cloudy"
4/16/2000 0:00,31.1,24.7,27.2,37.9,21,18.4,9.1,55.7,82.7,"Rain, Partially cloudy"
4/17/2000 0:00,32.4,22.1,27.8,37.1,1.8,25.9,9.5,54,79.22,"Rain, Partially cloudy"
4/18/2000 0:00,32.1,24.9,28.1,38.4,0,18.4,8.9,53.3,77.24,Partially cloudy
4/19/2000 0:00,32.9,25,28,39.8,7,27.7,8.9,50,79.4,"Rain, Partially cloudy"
4/20/2000 0:00,32.1,24.1,28.2,37.2,0,18.4,7.6,48.3,77.08,Partially cloudy
4/21/2000 0:00,31.1,25,27.5,36.7,0,18.4,8.9,47.3,79.97,Partially cloudy
4/22/2000 0:00,30.2,21.7,26.8,34.3,43.81,14.8,8.9,61.8,83.45,"Rain, Partially cloudy"
4/23/2000 0:00,31.6,25,28.7,37.9,0,18.4,9.8,43,79.22,Partially cloudy
4/24/2000 0:00,28.1,25,26.3,32.1,8,29.5,8.5,55.3,88.03,"Rain, Partially cloudy"
4/25/2000 0:00,31.1,24.7,27.7,36.7,2,33.5,8.1,53.5,81.19,"Rain, Partially cloudy"
4/26/2000 0:00,29.9,22.1,26.1,35.6,6.8,11.2,7.5,54.7,87.59,"Rain, Partially cloudy"
4/27/2000 0:00,32.1,24.9,28.5,36.9,0,14.8,7.1,44.4,76.25,Partially cloudy
4/28/2000 0:00,32.1,24.2,28.6,38,0,18.4,8.1,47.1,77.96,Partially cloudy
4/29/2000 0:00,32.1,25,29.1,36.9,0,18.4,9.7,38.3,71.52,Partially cloudy
4/30/2000 0:00,32.1,20.3,28,38,36.6,16.6,6.9,45.6,76.62,"Rain, Partially cloudy"
5/1/2000 0:00,30.1,21.9,27.2,34.3,0.3,18.4,8.4,55.9,80.12,"Rain, Partially cloudy"
5/2/2000 0:00,27.1,24.1,25.7,30.2,0,24.1,7.1,53.3,85.69,Partially cloudy
5/3/2000 0:00,30.4,21.2,26.9,35,13.73,18.4,8.9,47.5,81.51,"Rain, Partially cloudy"
5/4/2000 0:00,30.1,22.1,27.3,35.2,17.7,18.4,9,53.4,81.18,"Rain, Partially cloudy"
5/5/2000 0:00,32.1,21.2,28.6,35.9,17,14.8,9.3,45.4,73.14,"Rain, Partially cloudy"
5/6/2000 0:00,32.9,21.7,28.3,37.5,0.6,24.1,9.3,58.8,74.5,"Rain, Partially cloudy"
5/7/2000 0:00,31.6,20.9,28.3,35.9,0.7,37.1,8.6,42,71,"Rain, Partially cloudy"
5/8/2000 0:00,32.1,24.1,28.2,38,0,18.4,8.3,46.2,73.88,Partially cloudy
5/9/2000 0:00,32.1,25,28.8,36.9,0,18.4,8.5,32.2,71.84,Partially cloudy
5/10/2000 0:00,32.1,20.5,28.2,38,0,18.4,10.2,24.6,72.88,Clear
5/11/2000 0:00,32.1,22.2,28.5,38,0.7,36.6,9.6,35.5,72.26,"Rain, Partially cloudy"
5/12/2000 0:00,32.1,24.1,29.2,36.9,0.7,18.4,9.8,39.4,71.33,"Rain, Partially cloudy"
5/13/2000 0:00,31.1,22,27.9,36,7.1,25.9,7.1,44.1,80.62,"Rain, Partially cloudy"
5/14/2000 0:00,32.1,21.8,28.2,36.9,3,18.4,8.9,56,77.89,"Rain, Partially cloudy"
5/15/2000 0:00,32.1,23,29.1,44.3,9.73,27.7,9.8,48.2,80.02,"Rain, Partially cloudy"
5/16/2000 0:00,31.1,23.7,28.7,37.9,5.7,24.1,10.6,43.6,77.93,"Rain, Partially cloudy"
5/17/2000 0:00,32.2,21.8,28.9,40.3,0.7,20.5,10.2,45.3,76.86,"Rain, Partially cloudy"
5/18/2000 0:00,32.1,25,28.7,38,12,24,8.5,43.5,75.72,"Rain, Partially cloudy"
5/19/2000 0:00,31.1,24.1,27.7,37.9,60,18.4,9,56.7,82.01,"Rain, Partially cloudy"
5/20/2000 0:00,30.1,21.2,25.8,35.3,6.3,12.8,7,50.7,88.91,"Rain, Partially cloudy"
5/21/2000 0:00,31.1,25.9,27.9,36.7,0,25.9,10,43.3,81.75,Partially cloudy
5/22/2000 0:00,31.1,22.9,27.7,36.7,8.7,36.7,9.2,60,82.42,"Rain, Partially cloudy"
5/23/2000 0:00,32.1,21.2,28.3,40,0.7,14.8,10.2,47.6,79.89,"Rain, Partially cloudy"
5/24/2000 0:00,32.1,25,29.3,38.4,1.7,14.8,9.1,48.6,74.5,"Rain, Partially cloudy"
5/25/2000 0:00,32.2,25,28.9,39.2,0.7,20.5,8.5,50.5,74.14,"Rain, Partially cloudy"
5/26/2000 0:00,32.1,25.9,29.2,39.3,0,24.1,7.6,57.1,75.96,Partially cloudy
5/27/2000 0:00,32.1,21.4,28.7,36.7,1.4,24.1,9.7,26.4,72.79,"Rain, Partially cloudy"
5/28/2000 0:00,30.1,20.5,27.6,36.3,1,24.1,8.7,40.6,80.95,"Rain, Partially cloudy"
5/29/2000 0:00,32.1,25,28.9,38,0,29.5,9.5,37.5,76.6,Partially cloudy
5/30/2000 0:00,32.1,26.3,29.4,36.9,1,25.9,10.2,44.9,70.04,"Rain, Partially cloudy"
5/31/2000 0:00,32.1,24.9,29.3,35,0,27.7,10.4,30.6,64.92,Partially cloudy
6/1/2000 0:00,31.1,23.1,26.1,32.7,0,16.6,9.3,41.5,77.76,Partially cloudy
6/2/2000 0:00,31.4,26.1,29.2,34.7,0.7,33.5,10.1,44.7,69.19,"Rain, Partially cloudy"
6/3/2000 0:00,31.1,21.2,26.7,36.7,1,24.1,8.4,62,81.72,"Rain, Partially cloudy"
6/4/2000 0:00,30.1,24.6,27.6,35.3,33.7,16.6,9.8,58.6,83.02,"Rain, Partially cloudy"
6/5/2000 0:00,31.1,26.1,28.5,36.7,0,22.3,9.8,56.9,77.87,Partially cloudy
6/6/2000 0:00,31.4,25,28.4,35.6,0,31.3,8.6,38.1,76.75,Partially cloudy
6/7/2000 0:00,31.1,25,27.9,34.7,0.1,24.1,9,41.8,76.36,"Rain, Partially cloudy"
6/8/2000 0:00,32.1,20.2,28.1,35,0,18.4,9.1,37,69.87,Partially cloudy
6/9/2000 0:00,32.1,23.3,27.4,34.3,0,22.3,9.8,17.6,70.31,Clear
6/10/2000 0:00,30.1,20.4,27,34.3,0.7,14.8,7.7,43.1,74.12,"Rain, Partially cloudy"
6/11/2000 0:00,31.4,21.8,27.2,34.2,0,18.4,7.8,26.5,74,Partially cloudy
6/12/2000 0:00,31.1,22.7,27.3,36.3,12.1,18.3,7.9,33.3,74.49,"Rain, Partially cloudy"
6/13/2000 0:00,31.6,20.2,26.2,37,0.7,16.6,7,47.7,79.68,"Rain, Partially cloudy"
6/14/2000 0:00,31.4,17.7,26.8,32.8,0.7,14.8,9.1,50.1,70.62,"Rain, Partially cloudy"
6/15/2000 0:00,31.2,23.9,28.4,33.8,0,31.3,9.5,25.5,65.46,Partially cloudy
6/16/2000 0:00,31.1,23.1,27.4,32.6,0.7,24.1,8.8,35.9,69.36,"Rain, Partially cloudy"
6/17/2000 0:00,29.1,25,27.3,32.9,0.3,37.1,9.4,58.7,76.64,"Rain, Partially cloudy"
6/18/2000 0:00,31.1,20.2,28.8,36.7,3,37.1,9.7,32.5,68.87,"Rain, Partially cloudy"
6/19/2000 0:00,28.2,20.2,26,30.2,2.9,27.7,9.5,60,81.11,"Rain, Partially cloudy"
6/20/2000 0:00,31.1,21.3,28.1,35.6,3,18.2,8,51.8,72.18,"Rain, Partially cloudy"
6/21/2000 0:00,31.1,24.6,28.5,34.7,0,18.4,9.2,38.7,69.8,Partially cloudy
6/22/2000 0:00,31.1,20.3,27.4,34.7,0.7,27.4,9.5,45.6,75.1,"Rain, Partially cloudy"
6/23/2000 0:00,31.1,19.8,28,34.7,0,31.3,8.3,21.4,72.04,Clear
6/24/2000 0:00,31.1,19.8,27,31.9,0,24.1,9.4,36.2,68.69,Partially cloudy
6/25/2000 0:00,31.6,17.3,27.7,33.8,0.7,22.3,9.4,34.3,63.74,"Rain, Partially cloudy"
6/26/2000 0:00,31.1,18.3,27,33.1,0.7,27.4,8.9,17.9,66.71,Rain
6/27/2000 0:00,31.2,17,25.1,33.1,0.7,18.4,9.5,25.2,73.61,"Rain, Partially cloudy"
6/28/2000 0:00,31.1,18.3,26.7,33.8,0,20.5,8.4,24,69.07,Clear
6/29/2000 0:00,31.2,18.5,27,34,0.7,16.6,7.3,40,70.94,"Rain, Partially cloudy"
6/30/2000 0:00,31.1,18,27.4,33.8,0.7,22.3,9.3,25,66.97,Rain
7/1/2000 0:00,30.2,16.2,25.6,33.5,0,25.9,9.1,25,78.41,Clear
7/2/2000 0:00,30.2,24.1,27.9,32.6,0,18.4,8.5,40,69.99,Partially cloudy
7/3/2000 0:00,31.2,18.5,28,33.8,0.7,18.4,9,27.2,67.44,"Rain, Partially cloudy"
7/4/2000 0:00,31.9,18.5,28.1,33.8,0.7,14.8,9.1,20.7,70.19,Rain
7/5/2000 0:00,31.7,24.1,28.2,34.8,0,14.8,9.2,20,70.86,Clear
7/6/2000 0:00,32.1,23.1,28.8,33.8,0,25.9,9.8,15.6,64.5,Clear
7/7/2000 0:00,31.1,24.1,27.9,34.7,0,18.4,8.9,23,70.75,Clear
7/8/2000 0:00,31.1,25,29,35.6,0,18.4,10.1,14.4,67.56,Clear
7/9/2000 0:00,31.1,23.1,27.6,35.2,0,18.4,8.5,13.8,68.53,Clear
7/10/2000 0:00,31.1,22.6,27.5,31.5,0,24.1,10,11.9,63.38,Clear
7/11/2000 0:00,31.4,22.1,27.4,31.9,0,18.4,8.5,5,65,Clear
7/12/2000 0:00,31.4,23.1,28.1,34.2,0,25.9,8.5,28.8,68.91,Partially cloudy
7/13/2000 0:00,31.2,24.1,28.7,34,0,37.1,9.4,26.5,66.25,Partially cloudy
7/14/2000 0:00,30.9,24.7,27.8,32,0,33.5,9.7,20,67.38,Clear
7/15/2000 0:00,30.2,21.1,26.9,31.4,0,37.1,9.3,22.7,66.34,Clear
7/16/2000 0:00,31.1,17.9,27.8,33,0.7,37.1,10.1,39.3,66.73,"Rain, Partially cloudy"
7/17/2000 0:00,30.4,20.3,27.8,33.4,4.7,37.1,10.1,28.5,69.57,"Rain, Partially cloudy"
7/18/2000 0:00,31.1,25,28.7,33.8,0,27.7,9.9,20.6,65.38,Clear
7/19/2000 0:00,31.1,20.5,27.9,34.7,0.7,33.5,9.1,37.7,69.52,"Rain, Partially cloudy"
7/20/2000 0:00,31.1,19.9,28,34.7,7.9,18.4,8,55.9,69.47,"Rain, Partially cloudy"
7/21/2000 0:00,30.4,19.7,25.9,31.5,0.7,36,8.2,40.6,70.81,"Rain, Partially cloudy"
7/22/2000 0:00,30.6,22.6,27.6,30.5,0,25.9,9.8,13.5,57.74,Clear
7/23/2000 0:00,31.1,22.1,27.3,30.9,0,27.7,8.9,7.6,61.71,Clear
7/24/2000 0:00,30.4,17.2,27.2,32.6,0,24.1,9.8,16.3,67.63,Clear
7/25/2000 0:00,32.1,22.2,27.4,34.7,0,22.3,9.2,22,70.9,Clear
7/26/2000 0:00,31.7,25.2,28.7,33.9,0,18.4,8.6,22.5,66.88,Clear
7/27/2000 0:00,31.1,20,27.1,34.7,0.7,27.7,9,41.7,71.91,"Rain, Partially cloudy"
7/28/2000 0:00,31.1,24.4,28.3,34.7,0,33.5,10.1,43.3,70.73,Partially cloudy
7/29/2000 0:00,30.6,24.1,28.2,34.1,3,31.3,9.6,40.6,72.47,"Rain, Partially cloudy"
7/30/2000 0:00,31.1,24.1,28.4,33.8,0,27.7,9.3,19.4,68.86,Clear
7/31/2000 0:00,32.1,21.1,27,35,0.7,18.4,8.8,30.4,72.78,"Rain, Partially cloudy"
8/1/2000 0:00,31.2,20.5,27.7,33.8,0.7,33.5,9.6,36.3,70.24,"Rain, Partially cloudy"
8/2/2000 0:00,31.6,20.2,27.1,33.9,0,29.5,9.5,32.4,68.69,Partially cloudy
8/3/2000 0:00,31.1,23.1,27.9,34,0,29.5,8.9,27.1,69.24,Partially cloudy
8/4/2000 0:00,30.9,22.1,27.6,32.6,0,27.7,8.3,2.7,65.56,Clear
8/5/2000 0:00,31.1,23.1,27.9,31.9,0,31.3,9.7,16,64.58,Clear
8/6/2000 0:00,31.1,22.1,27.2,34.1,0,22.3,9.7,27.6,70.5,Partially cloudy
8/7/2000 0:00,32.1,23.1,27.9,36.5,0,27.7,8.9,23.2,72.16,Clear
8/8/2000 0:00,31.1,22.9,27.5,33.1,0,27.7,8.6,25.7,67.32,Partially cloudy
8/9/2000 0:00,31.4,23.1,27.7,33.7,0,24.1,9.6,17.6,69.02,Clear
8/10/2000 0:00,32.1,19.9,27.9,36.9,0,27.7,8.6,17,67.28,Clear
8/11/2000 0:00,31.2,22.1,27.1,32.5,0,25.9,9.2,16.9,66.43,Clear
8/12/2000 0:00,31.1,19.1,27.9,32.5,0.7,35.3,9.5,30,60.78,"Rain, Partially cloudy"
8/13/2000 0:00,30.6,26.1,28.2,43.5,0,27.7,10,21,69.85,Clear
8/14/2000 0:00,31.1,22.1,27.8,31.9,0,27.7,8,4.6,61.9,Clear
8/15/2000 0:00,31.4,22.1,28.2,31.9,0,22.3,9.3,32,63.67,Partially cloudy
8/16/2000 0:00,32.6,19,27,35.6,0,18.4,7.4,30.5,68.74,Partially cloudy
8/17/2000 0:00,31.1,23.1,27.6,33.1,0,22.3,9.4,32.8,64.13,Partially cloudy
8/18/2000 0:00,31.1,22.6,26.2,33.8,0.7,27.5,9.2,32.4,68.68,"Rain, Partially cloudy"
8/19/2000 0:00,31.1,18.9,26.9,33.1,0,18.4,9.4,49.3,66.16,Partially cloudy
8/20/2000 0:00,31.1,17.8,25.5,32.5,0.7,18.4,8.9,31.5,67.04,"Rain, Partially cloudy"
8/21/2000 0:00,31.1,18.2,27.2,32.5,0.7,29.5,8.4,17.9,62.88,Rain
8/22/2000 0:00,30.6,16.3,26.8,30.5,0,20.5,9.5,30.6,57.56,Partially cloudy
8/23/2000 0:00,30.1,22.1,27.2,32.4,0,27.7,9.3,34.7,68.07,Partially cloudy
8/24/2000 0:00,31.1,17.3,26.9,34.1,0.7,27.7,9.7,42.9,71.8,"Rain, Partially cloudy"
8/25/2000 0:00,31.1,18.2,28.6,34.8,0,22.3,9.6,37.7,69.2,Partially cloudy
8/26/2000 0:00,32.1,21.6,28.4,35.6,12,25.9,9,22.6,66.57,Rain
8/27/2000 0:00,31.1,25,28.8,35.6,0,27.7,10,26,69.77,Partially cloudy
8/28/2000 0:00,33.1,24.1,29.3,35.9,0,25.9,8.9,24.4,64.15,Clear
8/29/2000 0:00,32.1,24.1,28.1,34.4,0,20.5,9.4,19.3,69.89,Clear
8/30/2000 0:00,32.1,21.1,28.2,34.3,0.7,22.3,9.1,35.4,64.32,"Rain, Partially cloudy"
8/31/2000 0:00,31.1,27.2,29.4,35.2,0,27.7,10.1,25.7,64.52,Partially cloudy
9/1/2000 0:00,31.7,26.1,29.1,33.8,0,27.7,9.4,26,64.9,Partially cloudy
9/2/2000 0:00,32.1,25,29.3,35.6,0,27.7,9.2,31.8,68.44,Partially cloudy
9/3/2000 0:00,31.1,26.6,29,35.8,0,29.3,10.7,33,66.33,Partially cloudy
9/4/2000 0:00,33.1,19.1,28.3,34.7,0,18.4,7.5,5.4,66.84,Clear
9/5/2000 0:00,33.1,24.1,28.4,36.2,0,27.7,8.9,1.1,69.36,Clear
9/6/2000 0:00,32.1,24.1,29.3,34.3,0,27.7,9.5,7.7,62.66,Clear
9/7/2000 0:00,33.1,22.1,28.6,35,0,35.3,10.1,11.5,66.62,Clear
9/8/2000 0:00,33.2,24.9,29.5,34.7,0,27.7,9.7,21.9,58.66,Clear
