Date,MaxTemp,MinTemp,Temp,HeatIndex,Precipitation,WindSpeed,Visibility,CloudCover,RelativeHumidity,Conditions
5/31/2012 0:00,30,25,27.9,35.1,0,14.8,8.2,37.4,74.37,Partially cloudy
6/1/2012 0:00,31,25,27.8,34.6,0,27.1,8.5,42.5,72.41,Partially cloudy
6/2/2012 0:00,30.4,23,27.2,33.3,0,27.7,9.3,27.4,71.16,Partially cloudy
6/3/2012 0:00,30.2,23.7,27.6,31.8,0,20.5,10.2,35.2,66.43,Partially cloudy
6/4/2012 0:00,30,22,26.9,31.9,0,18.4,9.5,22.6,65.1,Clear
6/5/2012 0:00,30.2,22,26.8,33,0,20.5,8.7,24.3,69.99,Clear
6/6/2012 0:00,30.1,25.4,28,36.2,0,18.4,9.9,49.9,77.58,Partially cloudy
6/7/2012 0:00,30.4,26,28.2,36.7,0,25.9,10.5,35.5,79.72,Partially cloudy
6/8/2012 0:00,30.4,27,28.6,37.4,2,27.7,10.5,37.9,79.3,"Rain, Partially cloudy"
6/9/2012 0:00,31,26,28.5,37.7,1,20.5,10.3,29.1,76.63,"Rain, Partially cloudy"
6/10/2012 0:00,31.1,23,26.9,36.5,56,25.9,7.6,46.5,82.54,"Rain, Partially cloudy"
6/11/2012 0:00,28,24,26.1,31.3,1.2,11.2,3.7,57.8,84.31,"Rain, Partially cloudy"
6/12/2012 0:00,31,25,27.6,35.5,0,16.6,8,35,76.98,Partially cloudy
6/13/2012 0:00,31.1,23,27.2,33.3,0,22.3,8.5,25.2,73.44,Partially cloudy
6/14/2012 0:00,30,23,26.8,32.9,0,16.6,8.7,32.4,73.74,Partially cloudy
6/15/2012 0:00,29.9,22.3,27.1,32.1,0,28.8,10,28.6,67.74,Partially cloudy
6/16/2012 0:00,30.4,21,27,32.8,0,20.5,8.7,24.7,71.83,Clear
6/17/2012 0:00,30.2,23,27.6,34.1,0,31.3,8.7,25.2,70.11,Partially cloudy
6/18/2012 0:00,30.4,24,27.6,33.3,0,33.5,9.3,24,69.55,Clear
6/19/2012 0:00,30,23.2,27.1,32.7,0,16,9.2,26.6,72.38,Partially cloudy
6/20/2012 0:00,30.1,24,27.4,35.1,0,18.4,8.6,36.9,78.99,Partially cloudy
6/21/2012 0:00,31,24.1,27.6,35.5,5.5,22.3,9.1,40.7,78.92,"Rain, Partially cloudy"
6/22/2012 0:00,31,24,27.4,34.3,0,16.6,8.4,27.1,73.54,Partially cloudy
6/23/2012 0:00,30,22,26.5,31.9,0,20.5,8.3,24,70.19,Clear
6/24/2012 0:00,30.1,21,26.2,30.5,0,20.5,8.5,21.6,68.16,Clear
6/25/2012 0:00,30,21,26.6,31.2,0,20.5,9.7,33.9,66.76,Partially cloudy
6/26/2012 0:00,30.4,22,26.3,31.3,0,18.4,8.3,16.8,68.8,Clear
6/27/2012 0:00,31,21,26.5,33,0,18.4,8.9,8.3,69.26,Clear
6/28/2012 0:00,31.1,22.1,26.7,32.6,0,18.4,8.6,15.6,69.31,Clear
6/29/2012 0:00,30.3,22,26.5,33.2,0,22.3,8.3,19.2,69.69,Clear
6/30/2012 0:00,30,21.1,26.1,31.8,0,18.4,8,26,69.55,Partially cloudy
7/1/2012 0:00,30.2,21,26.6,31.4,0,20.5,8.3,24.5,64.76,Clear
7/2/2012 0:00,30.1,23.7,27.8,31.7,0,22.3,10,24.8,63.05,Clear
7/3/2012 0:00,30.2,22,27.1,32.9,0,22.3,10.2,19,70.15,Clear
7/4/2012 0:00,29.3,22,26.2,31.6,0,24.1,9.7,13,70.23,Clear
7/5/2012 0:00,29.3,20,25.5,30.9,0,20.5,7.7,14,69.42,Clear
7/6/2012 0:00,32,21,26.3,33.4,0,18.4,8.1,23.2,66.86,Clear
7/7/2012 0:00,29.9,23,26.6,33.4,0,20.5,9,29.8,73.09,Partially cloudy
7/8/2012 0:00,30.2,23.1,27,32.7,0,20.5,9.1,35.9,71.93,Partially cloudy
7/9/2012 0:00,30.2,23,27,32.6,0,16.6,10.1,11.3,70.47,Clear
7/10/2012 0:00,31,22,27.2,33,0,18.4,9,22.8,70.76,Clear
7/11/2012 0:00,30.9,22,26.9,33.6,0,14.8,7.7,25.2,71.03,Partially cloudy
7/12/2012 0:00,30,22,26.7,32.6,0,16.6,8.8,24.4,68.35,Clear
7/13/2012 0:00,31,23,26.9,32.5,0,20.5,8.8,27.2,67.25,Partially cloudy
7/14/2012 0:00,31,22,26.9,34.5,0,29.5,9.4,28.4,72.73,Partially cloudy
7/15/2012 0:00,31.1,23,27.2,34.5,0,22.3,9.8,20.9,71.45,Clear
7/16/2012 0:00,31.4,22,26.6,33.3,0,16.6,8.4,20.5,71.28,Clear
7/17/2012 0:00,31,21,26.4,32.2,0,22.3,9.1,26.9,67.63,Partially cloudy
7/18/2012 0:00,31.1,22,26.5,33.8,0,22.3,7.9,26.4,71.37,Partially cloudy
7/19/2012 0:00,29,23.1,26.4,31.4,0,14.8,6.8,43.7,76.01,Partially cloudy
7/20/2012 0:00,31.2,23,27,34,0,22.3,8.5,28.9,74.26,Partially cloudy
7/21/2012 0:00,29.3,22.1,26.4,32,0,22.3,9.6,23.5,72.31,Clear
7/22/2012 0:00,30,21,25.8,31.8,0,22.3,8.6,25.7,71.01,Partially cloudy
7/23/2012 0:00,29.1,21,25.6,30.6,0,20.5,8.6,24.7,68.72,Clear
7/24/2012 0:00,30,2,24.8,30.8,0,27.7,9,18.1,68.28,Clear
7/25/2012 0:00,30.1,21,25.4,32.6,0,17.6,8.1,21.9,72.17,Clear
7/26/2012 0:00,29.9,20,25,31.1,0,14.8,7.5,26.5,70.51,Partially cloudy
7/27/2012 0:00,30,21.1,25.9,31.3,0,22.3,8.5,18.4,69.41,Clear
7/28/2012 0:00,29.9,21,26.4,31.1,0,24.1,9.4,23.9,65.56,Clear
7/29/2012 0:00,31.2,22,26.5,31.9,0,22.3,10,27,66.3,Partially cloudy
7/30/2012 0:00,32,22,26.4,34.2,0,20.5,9.4,19,68.8,Clear
7/31/2012 0:00,30.2,21,25.7,32.3,0,20.5,9.5,18.2,67.7,Clear
8/1/2012 0:00,29.9,21,25.6,31.3,0,29.5,9.7,9.7,68.18,Clear
8/2/2012 0:00,29.4,20,25.3,31,0,22.3,9,14.4,69.36,Clear
8/3/2012 0:00,30.1,21,26.6,32,0,25.9,9.6,21.1,66.95,Clear
8/4/2012 0:00,30.1,21,26.3,32.6,0,22.3,8.4,20,69.97,Clear
8/5/2012 0:00,31.2,22,26.7,33.7,0,27.7,8.2,32.3,70.1,Partially cloudy
8/6/2012 0:00,30,23,26.6,32.1,0,32.4,9.7,25.1,74.05,Partially cloudy
8/7/2012 0:00,29.4,22,26,31.6,0,22.3,8.5,19.6,72.75,Clear
8/8/2012 0:00,30.2,21,26.2,30.5,0,20.5,9.9,7.1,64.19,Clear
8/9/2012 0:00,30,21.3,26.4,31.1,0,29.5,9.7,15.6,66.31,Clear
8/10/2012 0:00,31,21,26.6,32.4,0,25.9,8,18.8,67.49,Clear
8/11/2012 0:00,30.6,22,27,32.1,0,22.3,8.7,27.1,66.88,Partially cloudy
8/12/2012 0:00,30.9,22,26.2,32.8,0,22.3,9.2,17.8,70.47,Clear
8/13/2012 0:00,30.2,22,26.1,31.1,0,24.1,8.9,9.7,66.58,Clear
8/14/2012 0:00,30,21,25.7,30.8,0,22.3,9.6,18.5,66.19,Clear
8/15/2012 0:00,30.1,21.6,26.5,30,0,22.3,9.2,24.1,59.04,Clear
8/16/2012 0:00,30,19.1,25.5,31.4,0,24.1,8.1,27.2,68.25,Partially cloudy
8/17/2012 0:00,31,22,27,31.5,0,24.1,8.2,21.7,64.01,Clear
8/18/2012 0:00,32.1,21,26.6,33,0,22.3,9.2,17.2,66.19,Clear
8/19/2012 0:00,30.2,21,26.3,31.9,0,24.1,8.5,16.9,67.65,Clear
8/20/2012 0:00,30.9,21,26.4,32.1,0,22.3,10.1,15.5,68.16,Clear
8/21/2012 0:00,30,21,26.5,30.9,0,27.7,10.4,24.9,63.75,Clear
8/22/2012 0:00,31,20,26.1,31.3,0,24.1,9.5,18.2,64.22,Clear
8/23/2012 0:00,31,21.4,26.4,32.4,0,22.3,10.3,23.2,63.99,Clear
8/24/2012 0:00,30.3,20.1,26.6,31.1,0,181.4,9.9,16.1,61.63,Clear
8/25/2012 0:00,31,20,26.3,31.9,0,20.5,9.6,12.2,66.34,Clear
8/26/2012 0:00,31.3,21.1,26.8,33.7,0,24.1,9.5,19.3,67.47,Clear
8/27/2012 0:00,33,23.1,27.8,35.3,0,29.5,9.5,31.4,67.64,Partially cloudy
8/28/2012 0:00,32,23,27.4,34.2,0,29.5,8.2,30.7,68.91,Partially cloudy
8/29/2012 0:00,32,22,27.3,33.5,0,20.5,8.7,28,67.21,Partially cloudy
8/30/2012 0:00,31.1,21,27.1,32.1,0,20.5,9.2,25.2,64.88,Partially cloudy
8/31/2012 0:00,32.1,22,26.8,33.6,0,24.1,8.5,19.1,63.34,Clear
9/1/2012 0:00,32,21,26.4,32,0,24.1,8.2,11.1,64.42,Clear
9/2/2012 0:00,30,21,26.4,31.9,0,31.3,9.3,16.9,67.91,Clear
9/3/2012 0:00,30.2,20,26,31.6,0,25.9,8.1,18.5,68.08,Clear
9/4/2012 0:00,31,20,26.8,32.4,0,29.5,8.7,24.2,65.98,Clear
9/5/2012 0:00,32,22.1,27.2,34.3,0,25.9,8.4,15.2,68.26,Clear
9/6/2012 0:00,33,22,28,34.9,0,22.3,9.4,17.4,67.52,Clear
9/7/2012 0:00,32,22,27.2,34.6,0,20.5,10,10.7,72.32,Clear
9/8/2012 0:00,31.2,23,27.9,34.6,0,24.1,9.1,20.7,71,Clear
9/9/2012 0:00,32.1,22.1,27.9,33.5,0,24.1,8.6,14.1,63.57,Clear
9/10/2012 0:00,32.1,21,27.9,33.5,0,22.3,9.7,23.6,65.46,Clear
9/11/2012 0:00,32,23,27.5,34.3,0,25.9,9.2,14.8,66.97,Clear
9/12/2012 0:00,33,21,27.4,33.5,0,27.7,7.5,17.5,62.03,Clear
9/13/2012 0:00,32.1,21,26.7,33.5,0,18.4,7.4,17.3,66.55,Clear
9/14/2012 0:00,32,22,27.4,34.9,0,25.2,8.4,22.7,67.34,Clear
9/15/2012 0:00,32.1,24,28.1,35.5,0,22.3,8.7,20.9,67.43,Clear
9/16/2012 0:00,31.4,23.1,28.1,34.6,0,27.7,9.4,22.4,68.9,Clear
9/17/2012 0:00,33,22,28.1,34.6,0,25.9,9.4,24.4,65.4,Clear
9/18/2012 0:00,33,22,28.3,34.9,0,25.9,7.8,22.4,64.13,Clear
9/19/2012 0:00,33,24,27.9,37,0,24.1,7.9,16.3,73.18,Clear
9/20/2012 0:00,32.7,24,28.8,35.1,0,33.5,8.8,24.6,63.78,Clear
9/21/2012 0:00,32,23.1,28.3,34.2,0,22.3,7.9,19.6,65,Clear
9/22/2012 0:00,33,23,27.9,34.9,0,29.5,8,22.5,67.49,Clear
9/23/2012 0:00,33,22,27.9,35.3,0,25.9,9.6,22.2,64.22,Clear
9/24/2012 0:00,33,22,27.7,34,0,22.3,9.3,9.8,64.33,Clear
9/25/2012 0:00,33,22.1,28,33.7,0,18.4,9.8,6.6,62.11,Clear
9/26/2012 0:00,33.1,23,28,34,0,22.3,9.5,19.2,62.72,Clear
9/27/2012 0:00,32,22,28.1,34.3,0,22.3,7.2,27.8,66.65,Partially cloudy
9/28/2012 0:00,33,24,28.1,35.3,0,20.5,7.8,30.9,65.26,Partially cloudy
9/29/2012 0:00,33,23,28.1,35.3,0,22.3,9.2,27.4,66.51,Partially cloudy
9/30/2012 0:00,33,23,28.1,34.6,0,24.1,8.6,11.2,68.72,Clear
10/1/2012 0:00,33,24,28.9,35.5,0,22.3,9.1,7.9,65.93,Clear
10/2/2012 0:00,33.7,23.3,29.4,36.2,0,20.5,9.4,23.9,64.53,Clear
10/3/2012 0:00,33,24,29.2,36.2,0,22.3,9,24.5,64.96,Clear
10/4/2012 0:00,33.7,23,28.4,35,0,25.9,8.7,30.5,64.23,Partially cloudy
10/5/2012 0:00,33,24,28.9,34,0,22.3,9.8,28.6,63.18,Partially cloudy
10/6/2012 0:00,34,25,29.6,35.8,0,24.1,9.6,31.3,62.91,Partially cloudy
10/7/2012 0:00,33,25.4,29.2,35.9,0,22.3,9.1,23.3,63.13,Clear
10/8/2012 0:00,34,24,28.9,39.4,0,25.9,9.4,25.4,68.81,Partially cloudy
10/9/2012 0:00,34,2,28,37,0,18.4,7.8,23.7,66.71,Clear
10/10/2012 0:00,35,24,29.5,38.6,0,27.7,9,27.9,61.06,Partially cloudy
10/11/2012 0:00,34,24,29,37,1,20.5,9,34.6,65.29,"Rain, Partially cloudy"
10/12/2012 0:00,32.7,24,28.6,35.6,0,24.1,8.2,24,68.11,Clear
10/13/2012 0:00,32.2,26,29.5,36.6,0,35.3,10.3,22.4,68.14,Clear
10/14/2012 0:00,34.1,26,29.8,37.1,0,29.5,9.9,22.8,67.64,Clear
10/15/2012 0:00,33.2,26,30,37.1,0,37.1,8.5,29,67.1,Partially cloudy
10/16/2012 0:00,33,0,27.8,37,0,27.7,9,28.7,71.37,Partially cloudy
10/17/2012 0:00,33.3,24,28.2,38.2,1,24.1,9.2,30.1,73.18,"Rain, Partially cloudy"
10/18/2012 0:00,33,25,29.1,36.5,0,25.3,9.3,28.8,67.81,Partially cloudy
10/19/2012 0:00,33,25,29.4,36.4,0,31.3,8.9,15.1,65.63,Clear
10/20/2012 0:00,33.1,25,29.5,37,0,20.5,8.7,24.3,66.14,Clear
10/21/2012 0:00,35,25,30,39.4,0,20.5,7.8,21.7,62.51,Clear
10/22/2012 0:00,34,24,29.5,37.3,0,21.6,8.6,23.8,58.36,Clear
10/23/2012 0:00,33.1,23.1,29,34.6,0,22.3,9.9,25.3,60.05,Partially cloudy
10/24/2012 0:00,34.3,23.1,29.1,37.3,0,20.5,8.9,21.2,63.2,Clear
10/25/2012 0:00,33.1,24,29.1,35.5,0,20.5,10.1,25.8,64.91,Partially cloudy
10/26/2012 0:00,32.6,25,29.5,36.3,0,25.9,9.6,37.2,64.29,Partially cloudy
10/27/2012 0:00,33.1,25,29.1,37.1,0,20.5,9.6,30.9,70.43,Partially cloudy
10/28/2012 0:00,33.6,28,30.3,37.6,0,29.5,9.9,36,65.4,Partially cloudy
10/29/2012 0:00,32,26,29.1,37,0,20.5,9.2,41.7,71.88,Partially cloudy
10/30/2012 0:00,34,26,30.2,36.1,0,22.3,9.7,33.4,63.52,Partially cloudy
10/31/2012 0:00,35.1,26,30.2,37.8,0,22.3,9.7,22,63.22,Clear
11/1/2012 0:00,35,25,30.6,39.1,0,25.9,8.2,32,59.79,Partially cloudy
11/2/2012 0:00,33.2,26,29.6,38.1,0,22.3,7.9,36.3,67.84,Partially cloudy
11/3/2012 0:00,34.1,27,29.9,39.5,0,24.1,9.9,42.5,67.86,Partially cloudy
11/4/2012 0:00,34.1,26,29.8,37.6,0,20.5,8.4,33.2,64.65,Partially cloudy
11/5/2012 0:00,34,26,30.5,38,0,22.3,9.2,32.7,59.41,Partially cloudy
11/6/2012 0:00,34,26,30.2,37.8,0,29.5,9.2,28.9,63.07,Partially cloudy
11/7/2012 0:00,34,26,30.3,37.3,0,24.1,9.4,33.2,62.81,Partially cloudy
11/8/2012 0:00,34.9,24.9,29.8,35.9,0,18.6,7.9,29,61.93,Partially cloudy
11/9/2012 0:00,34,25,30.9,37.2,0,21.8,9.2,25.2,60.24,Partially cloudy
11/10/2012 0:00,35,26,30.6,38.9,0,24.1,9.6,40.3,63.63,Partially cloudy
11/11/2012 0:00,34.1,26,30.3,36.8,0,22.3,8.8,27.9,61.31,Partially cloudy
11/12/2012 0:00,35,25,30.2,36.9,0,24.1,10.2,29,59.43,Partially cloudy
11/13/2012 0:00,34.1,25,30.1,37.2,0,24.1,9.3,30.1,62.16,Partially cloudy
11/14/2012 0:00,34.9,25,29.9,37.2,0,19.4,7.6,33.5,64.73,Partially cloudy
11/15/2012 0:00,34.9,27,31.4,38.3,0,24.1,9.1,31.8,58.19,Partially cloudy
11/16/2012 0:00,34,27,30,37.3,0,20.5,9.4,38.8,67.26,Partially cloudy
11/17/2012 0:00,34.1,26,29.1,39.5,4.2,29.5,8.9,38.5,71.95,"Rain, Partially cloudy"
11/18/2012 0:00,33.7,26.1,28.9,39.9,4,20.5,9.8,44.6,70.38,"Rain, Partially cloudy"
11/19/2012 0:00,34,25,28.9,38.6,0,22.3,7.1,40.4,69.26,Partially cloudy
11/20/2012 0:00,34.1,25,29.2,38.4,0,24.1,6,34.4,66.76,Partially cloudy
11/21/2012 0:00,33.6,25.3,28.9,38.4,0.3,14.8,6.8,47.9,70.01,"Rain, Partially cloudy"
11/22/2012 0:00,30.1,25,27.3,34.8,1.7,22.3,5.7,41,79.36,"Rain, Partially cloudy"
11/23/2012 0:00,32,24,28.3,36.8,0,24.1,9.6,33.6,73.17,Partially cloudy
11/24/2012 0:00,32.7,25,28.1,37.4,0,20.5,8.9,34.5,73.06,Partially cloudy
11/25/2012 0:00,34,25,29.2,36.8,2.2,22.3,8.8,41.8,69.98,"Rain, Partially cloudy"
11/26/2012 0:00,33,25,29.3,37,14,22.3,8.9,37.1,71.22,"Rain, Partially cloudy"
11/27/2012 0:00,32,25,29,38.5,32,25.9,8.8,38.4,72.75,"Rain, Partially cloudy"
11/28/2012 0:00,34.1,26,28.6,59.7,0,22.3,8.5,37.7,75.45,Partially cloudy
11/29/2012 0:00,33.1,25,28.3,38.2,0,22.3,8.7,40,74.64,Partially cloudy
11/30/2012 0:00,33.7,25,29.1,39.4,0,14.8,9.7,46.2,75.29,Partially cloudy
12/1/2012 0:00,34,26,29.9,41.3,0.2,20.5,8.9,41.1,72.56,"Rain, Partially cloudy"
12/2/2012 0:00,34,25,29.2,41.7,15,23.4,8.4,48.9,75.25,"Rain, Partially cloudy"
12/3/2012 0:00,33,24,28.5,39.3,0.1,16.6,8.5,39.8,76.05,"Rain, Partially cloudy"
12/4/2012 0:00,32,25,27.6,38.1,1,16.6,8.7,46.4,78.8,"Rain, Partially cloudy"
12/5/2012 0:00,32,24,27.1,37.9,4.3,16.6,8.7,42,78.89,"Rain, Partially cloudy"
12/6/2012 0:00,32,24,27.6,37.9,0,18.4,8.5,41.1,78.54,Partially cloudy
12/7/2012 0:00,32.1,25.6,28,39,0,11.2,8.3,45.4,79.85,Partially cloudy
12/8/2012 0:00,33.2,25,29.1,39.4,0,16.6,8.2,37.1,75.27,Partially cloudy
12/9/2012 0:00,33.2,22,27.8,38.7,23.5,22.3,9.5,40.4,76.81,"Rain, Partially cloudy"
12/10/2012 0:00,33.9,24.1,28.8,39.7,2,25.9,9.6,50.2,74.16,"Rain, Partially cloudy"
12/11/2012 0:00,32,24,28.3,37.7,5,29.5,6.9,48,77.19,"Rain, Partially cloudy"
12/12/2012 0:00,32.8,25,27.4,37.1,7.2,24.1,8.6,56.9,78.86,"Rain, Partially cloudy"
12/13/2012 0:00,32.1,25,27.6,37.9,0,22.3,6.2,42.1,79.14,Partially cloudy
12/14/2012 0:00,30.9,25,27.5,37.5,1,14.8,6.4,40.7,80.75,"Rain, Partially cloudy"
12/15/2012 0:00,31.6,25,27.2,37.7,5,14.8,8.6,46.2,83.29,"Rain, Partially cloudy"
12/16/2012 0:00,32,25,27.5,37.9,0,18.4,5.8,40,79.5,Partially cloudy
12/17/2012 0:00,33,24,27,40.8,61.5,18.4,6.9,46.9,80.89,"Rain, Partially cloudy"
12/18/2012 0:00,32.2,24,27.4,38.3,1,24.1,8.7,42.4,79.2,"Rain, Partially cloudy"
12/19/2012 0:00,33,24.3,28.8,38.3,2.5,24.1,8.6,44.4,74.42,"Rain, Partially cloudy"
12/20/2012 0:00,32.6,25,28.5,38.7,0,14.8,7.2,38.5,73.75,Partially cloudy
12/21/2012 0:00,31.4,25,27.2,37.7,0,31.3,7.6,53.4,79.78,Partially cloudy
12/22/2012 0:00,32,25,28.5,36.8,0,18.4,9.2,40,72.77,Partially cloudy
12/23/2012 0:00,32.9,25,28.7,38.6,0,18.4,8.7,35.1,74.07,Partially cloudy
12/24/2012 0:00,31.5,25,27.7,36.8,0,20.5,7.4,43.4,78.98,Partially cloudy
12/25/2012 0:00,32.3,25,28.2,37.9,0.8,16.6,7.5,42.3,76.83,"Rain, Partially cloudy"
12/26/2012 0:00,32.2,24,26.9,38.8,24,20.5,6.2,53.8,81.45,"Rain, Partially cloudy"
12/27/2012 0:00,30.1,24,26.6,35.3,3.4,14.8,7.5,55.3,84.29,"Rain, Partially cloudy"
12/28/2012 0:00,29,24.9,26.8,33,3,22.2,8.6,48.8,83.85,"Rain, Partially cloudy"
12/29/2012 0:00,30.9,25,27.5,36.6,4,13,8.5,45.2,82.93,"Rain, Partially cloudy"
12/30/2012 0:00,32,25,28.3,37.5,7.9,27.7,10.5,42.4,76.79,"Rain, Partially cloudy"
12/31/2012 0:00,32.1,25,27.5,38,2,25.9,7.1,36.2,80.52,"Rain, Partially cloudy"
1/1/2013 0:00,32,24,27,38.1,33,16.6,7.2,56,82.64,"Rain, Partially cloudy"
1/2/2013 0:00,30.9,24,26.1,37,41.9,18.4,7.1,57.6,86.91,"Rain, Partially cloudy"
1/3/2013 0:00,30.2,24.1,27,35.8,1,16.6,10.2,44.4,82.48,"Rain, Partially cloudy"
1/4/2013 0:00,31.9,25,26.9,37.5,2,925.9,10.2,49.4,81.89,"Rain, Partially cloudy"
1/5/2013 0:00,30.1,25,27.1,34.3,0.9,27.7,8.7,48.7,79.81,"Rain, Partially cloudy"
1/6/2013 0:00,32,13.5,26.3,37.6,12,27.7,7,48,82.79,"Rain, Partially cloudy"
1/7/2013 0:00,31,24,27.9,35.8,0.1,27.7,8.6,46,73.88,"Rain, Partially cloudy"
1/8/2013 0:00,32,25,28.4,36,0,35.3,10.4,32.1,65.75,Partially cloudy
1/9/2013 0:00,31.2,25,27.6,35.5,0,38.9,10.4,42.7,71.76,Partially cloudy
1/10/2013 0:00,33,26,29.2,38.1,0,38.3,9.9,46.1,69.05,Partially cloudy
1/11/2013 0:00,32.1,26,29.1,38,0,40.7,9.3,54.5,69.06,Partially cloudy
1/12/2013 0:00,32.1,26.1,29,36.8,0,35.3,9.4,49.5,70.81,Partially cloudy
1/13/2013 0:00,32,26,28.1,37.9,0.2,31.3,10.2,43.8,73.79,"Rain, Partially cloudy"
1/14/2013 0:00,32.3,24,26.9,37.5,17.5,31.3,9.3,72.1,79.11,"Rain, Partially cloudy"
1/15/2013 0:00,30,24,26.3,35.1,29.6,22.3,8.2,50.1,84.76,"Rain, Partially cloudy"
1/16/2013 0:00,32,24,27.3,36.8,15.7,24.7,9.5,49.4,77.36,"Rain, Partially cloudy"
1/17/2013 0:00,32,25,27.8,36.8,3,22.3,8.5,38,74.78,"Rain, Partially cloudy"
1/18/2013 0:00,30.2,25,27.6,35.2,1,35.3,7.3,37.3,76.84,"Rain, Partially cloudy"
1/19/2013 0:00,32.9,23.3,27,39.3,11.2,35.3,8.7,56.6,78.28,"Rain, Partially cloudy"
1/20/2013 0:00,31,24,26.6,36.1,11.8,31.6,7.6,53.6,82.35,"Rain, Partially cloudy"
1/21/2013 0:00,32.6,24,27.2,38.6,19,31.3,5.7,49.5,79.87,"Rain, Partially cloudy"
1/22/2013 0:00,31.1,24.1,26.9,36.5,2.5,20.5,8.7,49.4,81.42,"Rain, Partially cloudy"
1/23/2013 0:00,32.2,25,28.1,37.4,0,54,9.7,41.2,74.97,Partially cloudy
1/24/2013 0:00,29,24,26,32.7,13,22.8,9.6,48.5,83.1,"Rain, Partially cloudy"
1/25/2013 0:00,33.1,24,27.2,38.5,3,22.3,7.6,49.2,78.73,"Rain, Partially cloudy"
1/26/2013 0:00,32,24,26.6,36.8,40.9,29.5,6.8,46.1,81.28,"Rain, Partially cloudy"
1/27/2013 0:00,32,23,26.7,38.1,19.3,16.6,9.4,50.3,79.55,"Rain, Partially cloudy"
1/28/2013 0:00,32,23,26.4,39.3,19.7,16.6,9,47.9,80.11,"Rain, Partially cloudy"
1/29/2013 0:00,32.1,24,27.1,38,0.4,18.4,10.3,41.9,76.49,"Rain, Partially cloudy"
1/30/2013 0:00,32.3,24,26.6,38.6,69,25.9,7.4,45.7,81.39,"Rain, Partially cloudy"
1/31/2013 0:00,31.4,24,27.2,37.7,1.1,18.4,6.7,41.3,80.06,"Rain, Partially cloudy"
2/1/2013 0:00,30.6,25,26.8,37,5,16.7,7.6,55.7,84.01,"Rain, Partially cloudy"
2/2/2013 0:00,29.2,25,27,35.6,9,13,6.8,55.6,85.26,"Rain, Partially cloudy"
2/3/2013 0:00,31,24,27,36.5,15,18.4,9,42.3,83.32,"Rain, Partially cloudy"
2/4/2013 0:00,31.1,25,28.5,37.9,0,14.8,10.5,43,77.84,Partially cloudy
2/5/2013 0:00,33,25,28.5,39.3,0,24.1,8.3,38.3,75.98,Partially cloudy
2/6/2013 0:00,33.1,25,29.1,39.2,0,16.6,8,34,71.18,Partially cloudy
2/7/2013 0:00,32.4,25,28.7,37.6,0,22.3,8.8,34.7,72.71,Partially cloudy
2/8/2013 0:00,33,25,29,37.5,0,14.8,9.6,35.2,71.8,Partially cloudy
2/9/2013 0:00,33,25,28.7,38,0,14.8,9,33.5,71.96,Partially cloudy
2/10/2013 0:00,31.6,24.1,28,36.9,3,16.6,9.3,30.2,73.99,"Rain, Partially cloudy"
2/11/2013 0:00,31,24,27.3,35,36,24.1,9,46.4,78.32,"Rain, Partially cloudy"
2/12/2013 0:00,32,24.1,28.2,37.1,0.7,16.6,8.1,41.3,75.72,"Rain, Partially cloudy"
2/13/2013 0:00,31,24,26.7,35.8,4,16.6,9.4,41.7,81.04,"Rain, Partially cloudy"
2/14/2013 0:00,32,24.1,27.8,35.8,0,21.1,6.9,46.9,75.45,Partially cloudy
2/15/2013 0:00,32.1,10,27,36.9,0,25.9,7.2,46.3,76.73,Partially cloudy
2/16/2013 0:00,30.9,23.1,26.1,35.1,104.9,16.6,6.4,55.3,83.94,"Rain, Partially cloudy"
2/17/2013 0:00,32,24.1,26.9,36.3,0.4,18.4,7.4,35.4,80.35,"Rain, Partially cloudy"
2/18/2013 0:00,31.1,24.1,27.1,36.5,0,24.1,7,44.5,79.35,Partially cloudy
2/19/2013 0:00,31.1,25,27.2,34.7,0,25.9,8.8,45.7,75.71,Partially cloudy
2/20/2013 0:00,29.1,25,26.7,32.3,0,25.3,10,46.3,78.42,Partially cloudy
2/21/2013 0:00,30,25,27.2,34.1,0.3,29.5,9.6,38.8,75.61,"Rain, Partially cloudy"
2/22/2013 0:00,32.1,25,28.2,37.1,0,33.5,10.4,51.4,74.15,Partially cloudy
2/23/2013 0:00,30.1,25,27.1,34.3,23.3,25.9,8.7,53.1,79.9,"Rain, Partially cloudy"
2/24/2013 0:00,31.1,24.1,27.3,37.9,15.2,33.5,7,50.5,82.03,"Rain, Partially cloudy"
2/25/2013 0:00,33.1,24,27.7,39.4,9.8,25.9,8.6,40.6,79.75,"Rain, Partially cloudy"
2/26/2013 0:00,32.1,24,27.3,37.9,47,27.7,6.7,41.2,82.56,"Rain, Partially cloudy"
2/27/2013 0:00,32,24,26.7,37.9,13,31.3,8.5,45.2,83.68,"Rain, Partially cloudy"
2/28/2013 0:00,33,23.1,27.4,39.3,38,35.3,8.8,54.1,78.97,"Rain, Partially cloudy"
3/1/2013 0:00,31.1,25,28.1,37.7,0,21,7.8,57.4,79.81,Partially cloudy
3/2/2013 0:00,30.2,25,27.5,36.3,0.2,22.3,7.4,44.7,79.32,"Rain, Partially cloudy"
3/3/2013 0:00,32.9,23.1,27,38.7,17.5,33.2,9,47.9,80.58,"Rain, Partially cloudy"
