Temperature,Relative_Humidity,Heat_Index,Precipitation,Wind_Speed,Cloud_Cover,Condition
24.7,89.47,36.6,3,27.2,71.2,"Rain, Partially cloudy"
27.4,81.83,38,2,20.5,62.9,"Rain, Partially cloudy"
27,82.3,37.9,7.4,24.1,56.3,"Rain, Partially cloudy"
27,84.24,40.8,45.2,18.3,55.2,"Rain, Partially cloudy"
28.6,73.89,38,31,29.5,58.7,"Rain, Partially cloudy"
25.1,88.55,33.4,71,25.9,71,"Rain, Partially cloudy"
27.3,80.72,37.3,72,14.8,55,"Rain, Partially cloudy"
27.2,79.88,36.7,18.9,18.1,43.8,"Rain, Partially cloudy"
27.6,78.15,37.9,0,18.4,56.5,Partially cloudy
27,81.72,37.9,14.87,13,46.1,"Rain, Partially cloudy"
27,81.26,36.1,0.7,18.4,38.2,"Rain, Partially cloudy"
25.1,90.34,34.3,69.9,14.8,61.7,"Rain, Partially cloudy"
26.3,83.91,36.7,42.3,16.6,52.8,"Rain, Partially cloudy"
27.7,77.36,38,0,30.8,42.8,Partially cloudy
27.2,74.97,36.9,12.76,29.5,57,"Rain, Partially cloudy"
26.3,82.32,35.6,22,18.1,67.1,"Rain, Partially cloudy"
27.2,80.26,36.3,45,14.8,60.6,"Rain, Partially cloudy"
27.3,82.75,36.3,7.1,18.1,62.3,"Rain, Partially cloudy"
26.5,82.13,36.9,7.4,27.3,66.7,"Rain, Partially cloudy"
26.3,83.49,38,23.7,25.9,54.8,"Rain, Partially cloudy"
27.7,76.09,35.9,11.5,22.3,37.6,"Rain, Partially cloudy"
28.3,73.97,38.2,7.1,27.7,60,"Rain, Partially cloudy"
28.1,71.99,35.9,9.6,13,51.8,"Rain, Partially cloudy"
28.3,79.19,37,2,33.5,59.4,"Rain, Partially cloudy"
26.7,86.91,35.2,44,14.8,59.3,"Rain, Partially cloudy"
26.8,86.08,37.9,1,16.6,56.3,"Rain, Partially cloudy"
25.9,85.88,34.3,70.4,18.4,55.5,"Rain, Partially cloudy"
27.5,79.07,36.7,35.51,18.4,58.1,"Rain, Partially cloudy"
26.7,84.58,35.2,0,9.4,53.7,Partially cloudy
27.3,83.23,36.3,44.1,27.2,57.9,"Rain, Partially cloudy"
26.3,87.01,37.4,11.4,36.1,58,"Rain, Partially cloudy"
26.6,86.71,36.7,43.9,13,67.3,"Rain, Partially cloudy"
26.6,83.33,37.9,54.09,13,59.3,"Rain, Partially cloudy"
27.1,83.29,36.7,0,18.4,41.2,Partially cloudy
28,80.41,36.7,0,14.8,42.8,Partially cloudy
27,84.04,37.9,11.24,14.8,55.3,"Rain, Partially cloudy"
27.1,81.18,37.4,39.1,18.4,53.5,"Rain, Partially cloudy"
27.9,81.4,37.9,0.3,13,43.7,"Rain, Partially cloudy"
27.9,81.22,39.3,13.9,13,59.9,"Rain, Partially cloudy"
27.4,83.41,36.7,30.7,22.3,64.3,"Rain, Partially cloudy"
27.6,83.02,37.9,0,36.5,52.9,Partially cloudy
27.5,81.63,35.6,3.4,13,52.3,"Rain, Partially cloudy"
28.2,78.45,37,2,13,58.6,"Rain, Partially cloudy"
27.6,81.76,38.2,3,18.4,46.3,"Rain, Partially cloudy"
26.4,86.03,34.7,3.7,14.8,62.2,"Rain, Partially cloudy"
27.2,83,36.7,4.1,14.8,63.1,"Rain, Partially cloudy"
26.9,83.93,34.7,26.9,27.5,64.3,"Rain, Partially cloudy"
27.3,81.6,33.7,28,20.5,56.6,"Rain, Partially cloudy"
26.1,85.87,35.2,37.8,24.1,63.5,"Rain, Partially cloudy"
27.6,74.63,35.6,51.1,117.4,41.2,"Rain, Partially cloudy"
26.9,74.19,35.6,0,17.5,25.5,Partially cloudy
27.7,70.55,34.7,21.1,11.2,33.8,"Rain, Partially cloudy"
28.5,69.12,34.7,0,27.5,15.8,Clear
29,67.95,35.9,0,27.3,28.5,Partially cloudy
28.7,74.32,38.2,3,14.8,47,"Rain, Partially cloudy"
28.2,81.34,39.3,7,22.3,64.1,"Rain, Partially cloudy"
28.4,80.82,37.9,7.13,14.8,48.3,"Rain, Partially cloudy"
28.7,75.9,38,5,18.2,41.1,"Rain, Partially cloudy"
28.3,74.98,37.9,0,14.7,41.1,Partially cloudy
27.6,74.25,35.6,0,14.8,27.6,Partially cloudy
28.6,65.23,35.9,0,27.3,12.9,Clear
29.1,75,38.2,0,13,42,Partially cloudy
28.4,79.68,39.3,8.69,14.8,49.9,"Rain, Partially cloudy"
27.6,81.57,37.9,7.1,13,53.2,"Rain, Partially cloudy"
28.6,79.13,38,3.1,14.8,43.8,"Rain, Partially cloudy"
29.6,72.92,37.8,8,14.8,37.1,"Rain, Partially cloudy"
28.9,73.37,40.7,0,13,31.1,Partially cloudy
29,71.22,35.9,0,22.3,33.8,Partially cloudy
28.9,70.73,35.9,0,27.3,31.5,Partially cloudy
28.6,70.4,36.9,0,18.2,21.9,Clear
28.8,73.15,38,32,11.2,32.8,"Rain, Partially cloudy"
27.5,72.37,36.7,0,18.4,41.8,Partially cloudy
27.3,68.87,32.6,0,18.4,28.5,Partially cloudy
27.8,68.34,32.6,0,18.1,29.4,Partially cloudy
26.7,72.88,33.5,0,16.4,35.1,Partially cloudy
29,66.13,35.7,0,13,27.4,Partially cloudy
29,68.82,36.9,0,18.4,11.2,Clear
27.7,74.43,35.6,0,33,22.3,Clear
27.9,73.33,36.9,0,18.4,22.9,Clear
28.8,75.18,38.2,0,27.7,32.7,Partially cloudy
27.5,82.17,36.7,24,36.4,48.9,"Rain, Partially cloudy"
27.6,80.65,35.7,2.9,9.4,48.8,"Rain, Partially cloudy"
29,70.63,36.9,47,14.8,35,"Rain, Partially cloudy"
30.1,66.39,36.9,0,14.8,23.1,Clear
29.4,66.41,38,0,11.2,20.8,Clear
29.4,64.82,35.2,0,13,10.7,Clear
26.8,73.91,35.9,0,14.8,14,Clear
28.6,71.4,35.9,0,27.3,23.6,Clear
29.5,74.57,38,0,14.8,37.3,Partially cloudy
28.2,75.95,36.7,0,16.6,33.1,Partially cloudy
29.9,69.1,35.6,0,14.8,30,Partially cloudy
29.5,72.93,36.7,0,9.4,30,Partially cloudy
29.7,71.74,38,0,16.6,37.3,Partially cloudy
28.6,77.16,36.7,0,27.3,34.6,Partially cloudy
29,76.98,37.9,0,13,42,Partially cloudy
28.9,73.61,36.7,13,18.4,31.9,"Rain, Partially cloudy"
26.8,80.16,36.7,8.1,36,53.7,"Rain, Partially cloudy"
27.9,76.75,35.6,0,24.1,27.5,Partially cloudy
28.5,75.57,36.7,0,13,20.9,Clear
28.7,72.71,35.6,4.1,14.8,36.8,"Rain, Partially cloudy"
28.5,73.99,36.9,0,13,21.3,Clear
26,88.67,35.2,0,18.4,42,Partially cloudy
25,91.19,29.7,0,13,38.6,Partially cloudy
28.5,78.16,36.7,0,18.1,43.1,Partially cloudy
26.3,85.78,35.2,36,14.8,56.9,"Rain, Partially cloudy"
28.7,76.02,36.7,1.03,11.2,33.7,"Rain, Partially cloudy"
28.2,78.02,38,19.1,18.1,40.6,"Rain, Partially cloudy"
28.1,77.94,35.6,4,14.8,47.5,"Rain, Partially cloudy"
28.8,70.64,35,0,18.4,10,Clear
28.1,68.12,33.8,0,18.4,10.8,Clear
27.1,68.19,33.8,0,18.2,16.5,Clear
27.5,64.02,31.9,0,18.4,21.9,Clear
26.9,69.82,33.6,0,18.4,34,Partially cloudy
27.4,71.04,34,0,14.8,31.1,Partially cloudy
27.7,75.04,36.7,0.7,22.3,45.7,"Rain, Partially cloudy"
27.1,78.01,35.2,6,18.4,47.6,"Rain, Partially cloudy"
28.4,73.51,35.6,0,18.4,29.2,Partially cloudy
27.1,77.03,33.4,0,13,15,Clear
27.4,68.97,33.2,0,14.7,39.8,Partially cloudy
26.4,73.88,34.7,0,18.4,23.8,Clear
27.5,72.34,33.8,0,11.2,12.5,Clear
27.2,72.59,33.8,0,13,31.1,Partially cloudy
27.4,73.47,35.6,0.7,18.3,42.9,"Rain, Partially cloudy"
27.1,61.98,30.9,0,27.7,24.7,Clear
25.8,66.2,30.9,0,54.3,31.1,Partially cloudy
25.7,63.24,29.8,0,33.1,20,Clear
24.5,64.65,29.5,0,24.1,24.4,Clear
26,58.63,30.1,0,14.8,11,Clear
28.3,61.7,32.5,0,14.8,17.1,Clear
26.5,73.59,33.4,0,18.4,25.7,Partially cloudy
25.8,78.35,32.6,0,14.8,34.4,Partially cloudy
28.1,72.35,33.4,0,14.8,26,Partially cloudy
29.1,71.63,35.2,0,14.8,30,Partially cloudy
27.9,75.85,35.6,0,22.3,33.4,Partially cloudy
27,78.61,33.5,1,22.2,40,"Rain, Partially cloudy"
25,92.27,30.2,86.9,17.9,62,"Rain, Partially cloudy"
26.9,77.44,34.3,0,27.5,30.7,Partially cloudy
28.4,73.65,35,0,36,29.2,Partially cloudy
27.5,75.87,34.3,1,18.4,44.9,"Rain, Partially cloudy"
28,75.14,35.6,4.1,14.8,35.5,"Rain, Partially cloudy"
27.2,75.97,33.8,0,14.8,38.8,Partially cloudy
27.3,75.6,34.3,2,32.9,44.4,"Rain, Partially cloudy"
26.1,82.24,32.9,4,18.1,61.3,"Rain, Partially cloudy"
28.1,73.59,35.6,0,18.4,39.9,Partially cloudy
28.1,75.45,35.9,0.7,14.8,29.4,"Rain, Partially cloudy"
27.8,74.51,34.3,0,33,33.5,Partially cloudy
27.8,72.24,34.7,0,18.4,27.5,Partially cloudy
28.2,67.36,33.4,0,20.5,34,Partially cloudy
28,68.36,33.1,0,18.4,18.1,Clear
28.2,64.83,33.1,0,25.2,29.4,Partially cloudy
28.1,70.03,34.7,0,25.9,23.8,Clear
27.2,73.83,33.4,0,27.3,24.5,Clear
27.4,69.45,33.8,0,14.8,22.9,Clear
26.1,70.94,31.4,0,30.9,7.3,Clear
26.6,67.45,31.4,0,16.6,20,Clear
26.9,66.52,32,0,11.2,21.3,Clear
26.3,66.64,31.4,0,13,27.2,Partially cloudy
25,68.86,30.4,0,27.3,16.5,Clear
25,66.66,30.5,0,27.3,12.1,Clear
26.7,62.8,30.7,0,14.8,25,Clear
26.6,69.22,32.6,0,20.5,16.2,Clear
26.7,72.04,32.6,0,50.9,16.8,Clear
27.8,69.83,33.8,0,18.3,30.9,Partially cloudy
27.7,72.88,35.9,0,16.6,15.2,Clear
27.1,73.44,33.8,0,14.8,14.5,Clear
27.3,68.5,34.7,0,18.4,29.3,Partially cloudy
26.2,65.64,31.4,0,18.3,26.2,Partially cloudy
28,65.1,32.9,0,14.8,19,Clear
27.4,69.59,33.8,0,27.4,21.6,Clear
27.5,70.91,34.3,0,18.4,32,Partially cloudy
26.4,63.41,31.9,0,14.8,34.2,Partially cloudy
27,59.7,30.9,0,13,31.2,Partially cloudy
26.3,68.7,32,0,27.4,22.2,Clear
27.7,67.05,32.5,0,14.8,25.8,Partially cloudy
27.4,65.92,32,0,22.3,17.4,Clear
26.8,69.49,33.1,0,14.8,19,Clear
28.3,65.42,33.1,0,36.5,28.2,Partially cloudy
26.5,69.01,31.1,0,27.6,36.4,Partially cloudy
26.6,66.44,32.5,0,27.4,17.9,Clear
27.4,66.5,32.5,0,27.3,30,Partially cloudy
26.1,72.39,32.5,0,28.8,24.9,Clear
26.8,64.51,31.7,0,14.8,19.5,Clear
26.8,72.41,34.7,0,22.3,22.4,Clear
28.5,71.88,35.2,0,27.7,27,Partially cloudy
28.2,74.13,35.9,0,18.4,29.3,Partially cloudy
27.9,66.91,35,0,16.6,27.2,Partially cloudy
28.3,70.51,35,0,20.5,24.7,Clear
27.2,74.09,34.7,0,18.4,42.7,Partially cloudy
28.2,71.17,35.6,0,14.8,25.8,Partially cloudy
28.3,70.64,34.7,0,14.8,27.1,Partially cloudy
28,65.78,33.6,0,18.4,16.5,Clear
28.7,68.01,35.3,0,18.4,20.4,Clear
27.5,69.64,33.6,0.7,16.6,18.7,Rain
28.1,71.58,36.6,0,18.4,4.7,Clear
28.4,64.48,33.1,0,14.8,3.7,Clear
27.3,70.33,37.3,0,27.5,19.9,Clear
28,69.45,35,0,18.2,30.5,Partially cloudy
28.1,66.66,34.4,7.9,22.3,22.1,Rain
28.6,67.22,35.6,0,18.4,14.4,Clear
28.1,67.86,35,0,20.5,5.7,Clear
30.4,58.7,34.7,0,25.9,4.3,Clear
30,65.04,35.9,0,18.4,13.5,Clear
28.4,72.57,38.2,0,14.8,20.5,Clear
28.2,66.24,34.7,0,27.3,29.7,Partially cloudy
28.1,70.91,33.5,0,18.4,30.9,Partially cloudy
28.4,65.76,35,0,18.4,26.2,Partially cloudy
28.5,69.41,36.2,0,18.4,22,Clear
29.6,62.95,35.4,0,25.9,24.1,Clear
29.9,60.45,34.7,0,20.5,9.3,Clear
27.7,73.4,36.2,0,18.4,23,Clear
28.7,68.44,35.9,0,31.3,27.4,Partially cloudy
29.3,66.38,35.6,0,36.7,24.6,Clear
29.5,63.78,35.4,0.7,18.4,12.2,Rain
28.5,68.41,35.1,0,16.6,31.4,Partially cloudy
28.6,64.53,34.3,0.7,18.1,39.9,"Rain, Partially cloudy"
28.6,69.79,35.6,0,27.3,35.5,Partially cloudy
28.7,69.95,37.1,17,14.8,37.4,"Rain, Partially cloudy"
28.4,71.86,35.7,0,18.4,37.2,Partially cloudy
29,68.68,36.2,9,14.8,32.4,"Rain, Partially cloudy"
28.9,68.35,35.9,0,27.3,35,Partially cloudy
29.5,61.71,35.9,199.9,13,17.8,Rain
29.5,66.26,39.4,0,18.4,39.9,Partially cloudy
27.4,75.59,36.2,5,27.3,46.9,"Rain, Partially cloudy"
26.2,81.61,32.9,0.4,27,45,"Rain, Partially cloudy"
26.5,80.01,32.9,1.63,18.1,59.3,"Rain, Partially cloudy"
27.9,71.5,35.9,3,18.3,43,"Rain, Partially cloudy"
28.7,63.99,34.9,0,16.6,43.6,Partially cloudy
26.7,74.2,32.5,0.8,9.4,47.6,"Rain, Partially cloudy"
28.7,73.14,35.6,0,13,36.8,Partially cloudy
28.6,76.42,36,31.7,18.2,36.4,"Rain, Partially cloudy"
29,71.14,37.1,14.3,18.3,31,"Rain, Partially cloudy"
29.9,64.92,38.2,0,20.5,23.6,Clear
29.3,70.26,38.1,0.7,18.4,43.9,"Rain, Partially cloudy"
28.7,73.98,37.1,0,18.2,39.4,Partially cloudy
27.8,74.31,37.1,0,29,36.3,Partially cloudy
27.8,77.53,35.6,8.9,14.8,50,"Rain, Partially cloudy"
28.3,77.45,38,4.97,14.8,38,"Rain, Partially cloudy"
26.5,84.22,38,9.69,27.5,58.7,"Rain, Partially cloudy"
28.5,72.93,36.9,3.95,22.1,49.1,"Rain, Partially cloudy"
27.1,83.92,36.7,17,27.3,55.5,"Rain, Partially cloudy"
27.9,78.88,38.2,7.06,27.3,43.2,"Rain, Partially cloudy"
30.6,66.39,39.4,3,27.3,29.9,"Rain, Partially cloudy"
30.3,64.12,36.9,5.1,18.1,36,"Rain, Partially cloudy"
30.3,63.96,37.1,0,13,39.4,Partially cloudy
29.4,65.98,36.4,0,36.5,27.7,Partially cloudy
27.3,74.31,35,0.7,22.3,42.5,"Rain, Partially cloudy"
28,75.64,36.9,0,13,45.6,Partially cloudy
28.6,73.54,38.2,0,11.2,51.7,Partially cloudy
29.2,72.3,38.2,4.3,13,45.7,"Rain, Partially cloudy"
29.8,69.61,37.5,0,22.3,43.2,Partially cloudy
29.9,69.99,39.3,0,14.8,44.4,Partially cloudy
29.7,68.71,38.2,34.1,13,42.2,"Rain, Partially cloudy"
28.7,75.4,38,41.9,11.2,49.9,"Rain, Partially cloudy"
28.7,75.28,38.2,6.1,14.6,37.8,"Rain, Partially cloudy"
30.7,66.2,40.7,0,14.8,49.1,Partially cloudy
29.5,69.27,38.2,0,31.3,33.6,Partially cloudy
29.8,69.43,38.2,0,9.4,38.2,Partially cloudy
29.3,67.91,38,0,29.5,42.1,Partially cloudy
30.2,64.17,37.1,0,16.6,42.7,Partially cloudy
27.9,81.15,38.1,6.7,13,50,"Rain, Partially cloudy"
26.5,87.08,37.9,10.1,18.4,59,"Rain, Partially cloudy"
27.2,79.28,35.9,10.9,18.3,55.2,"Rain, Partially cloudy"
26.2,85.26,36.7,25.5,14.8,50.6,"Rain, Partially cloudy"
26.6,86.96,36.3,19.6,17.9,47.6,"Rain, Partially cloudy"
27.2,82.98,36.3,4,27.3,54.8,"Rain, Partially cloudy"
28.2,79.06,37.9,7.9,18.1,45.2,"Rain, Partially cloudy"
29.5,74.65,39.3,0,14.8,32.4,Partially cloudy
28.7,77.1,39.4,0,23.7,57.4,Partially cloudy
29.4,74.36,41,0.7,11.2,54.4,"Rain, Partially cloudy"
27.7,80.85,39.6,23,31.3,49.3,"Rain, Partially cloudy"
27.7,79.18,38,0,9.4,47.5,Partially cloudy
27.3,78.35,38,0,18.1,47.4,Partially cloudy
28.5,75.24,36.9,35,18.4,59.1,"Rain, Partially cloudy"
27.5,78.38,34.7,8.53,11.2,61.9,"Rain, Partially cloudy"
26.8,81.49,36.9,2,11.2,58,"Rain, Partially cloudy"
26.2,84.54,35.2,12.3,27,61.4,"Rain, Partially cloudy"
25.6,88.89,35.2,51,18.4,54.2,"Rain, Partially cloudy"
26.1,81.99,34.3,17,27.2,70.6,"Rain, Partially cloudy"
27.4,76.16,35.9,0.9,27.3,62.6,"Rain, Partially cloudy"
28.2,74.36,40.7,1,27.3,60,"Rain, Partially cloudy"
28.3,70.62,37.1,0,27.7,50,Partially cloudy
28,71.12,36.9,1.8,35.1,62.4,"Rain, Partially cloudy"
27.6,72.34,36.2,0,27.4,38.9,Partially cloudy
26.3,75.94,34.7,0.7,21.9,40.9,"Rain, Partially cloudy"
27.6,70.27,35,0,21.9,50.1,Partially cloudy
28.3,71.04,35.9,0.2,14.8,57.4,"Rain, Partially cloudy"
28.1,70.64,35.6,0,18.1,46.8,Partially cloudy
27.4,79.64,35.6,18,18.2,63.7,"Rain, Partially cloudy"
27,82.03,34.3,0.4,11.2,62.7,"Rain, Partially cloudy"
26.4,83.03,34.6,0,18.2,70.9,Partially cloudy
27.6,81.95,38,22,9.4,61.5,"Rain, Partially cloudy"
26.7,86.87,37.9,67.7,9.4,60,"Rain, Partially cloudy"
26,85.47,36.9,62.2,35.1,64.1,"Rain, Partially cloudy"
26.6,82.06,36.7,2,14.8,55.7,"Rain, Partially cloudy"
26.7,84.18,38,98.8,27.4,69.9,"Rain, Partially cloudy"
27.3,80.12,35.6,112,17.9,56,"Rain, Partially cloudy"
27.3,78.55,35.6,6,14.6,49.5,"Rain, Partially cloudy"
28.3,75.19,36.9,21,13,46.9,"Rain, Partially cloudy"
27.5,79.26,36.9,0,14.6,44.1,Partially cloudy
28.7,74.33,38,7.1,13,48.6,"Rain, Partially cloudy"
27.8,78.64,36.7,2,22.1,45.3,"Rain, Partially cloudy"
27.7,76.76,38,0,18,61.3,Partially cloudy
27.4,79.51,36.5,39.87,27.3,46,"Rain, Partially cloudy"
27.1,82.81,36.7,7,18.2,49.5,"Rain, Partially cloudy"
27.4,81.44,36.9,28.5,22,68.5,"Rain, Partially cloudy"
28.2,77.22,38.2,0.7,13,56.4,"Rain, Partially cloudy"
27.3,81.77,35.6,22.7,27.4,68.9,"Rain, Partially cloudy"
25.2,89.1,35,62.9,14.8,61.4,"Rain, Partially cloudy"
25.5,86.41,34.7,14.7,18.1,60.7,"Rain, Partially cloudy"
28.1,76.63,38,91.1,18.4,51.3,"Rain, Partially cloudy"
27.7,79,38,8,18.3,58.9,"Rain, Partially cloudy"
26.5,84.69,38,51,22.3,58.6,"Rain, Partially cloudy"
27.7,80.24,37.2,9,14.8,56,"Rain, Partially cloudy"
26.9,80.76,36.2,2.08,18.1,57.9,"Rain, Partially cloudy"
28,75.37,38,0,13,43.8,Partially cloudy
27.5,80.5,34.9,3,94.3,46.4,"Rain, Partially cloudy"
29.3,70.51,36.9,14,13,53.1,"Rain, Partially cloudy"
27.2,79.18,36.9,0,14.8,36.8,Partially cloudy
28.8,73.23,38,0,13,35.2,Partially cloudy
28.3,76.77,38,2,9.4,50,"Rain, Partially cloudy"
27,82.72,36.7,41.2,13,40,"Rain, Partially cloudy"
26.8,84.86,38.5,0.1,27.2,55,"Rain, Partially cloudy"
27.7,81.87,37.9,8.6,13,52.6,"Rain, Partially cloudy"
27.6,82.31,39.3,0,18.4,53.2,Partially cloudy
27.9,84.18,36.3,95,18,65.4,"Rain, Partially cloudy"
27.3,82.44,36.7,26,22.3,50.7,"Rain, Partially cloudy"
28.6,77.77,39.3,10.1,14.8,45.3,"Rain, Partially cloudy"
26.3,84.21,36.3,43.85,27.1,54.7,"Rain, Partially cloudy"
26.5,82.7,38,19.36,18.2,57.2,"Rain, Partially cloudy"
26.5,84.59,38,70.9,21.9,52.7,"Rain, Partially cloudy"
27.2,82.44,37.9,72.1,14.8,49.4,"Rain, Partially cloudy"
26.2,90.91,35.8,11.7,11.2,66.1,"Rain, Partially cloudy"
25.9,90.13,33.7,30,13,66.9,"Rain, Partially cloudy"
26.7,85.14,36.9,1,27.3,48.4,"Rain, Partially cloudy"
27,84.19,36.7,28,36.4,61.3,"Rain, Partially cloudy"
26.2,84.3,38,55.47,25.9,68.3,"Rain, Partially cloudy"
24.4,90.33,32.3,10,16.6,73.1,"Rain, Partially cloudy"
27,76.13,35.8,7.1,17.8,57.9,"Rain, Partially cloudy"
26.8,82.79,44.3,11,9.4,62.2,"Rain, Partially cloudy"
26.9,81.47,34.3,0,33,58.8,Partially cloudy
27,83.61,36.7,5,27.7,60,"Rain, Partially cloudy"
26.6,82.47,35.2,67.9,24.1,64.2,"Rain, Partially cloudy"
26.3,83.85,34.5,9.7,18.4,64.1,"Rain, Partially cloudy"
26,83.9,35.6,21.9,25.9,58.6,"Rain, Partially cloudy"
27.4,72.92,36.9,9.3,35.3,56.7,"Rain, Partially cloudy"
26.1,81.73,35.6,2,33.2,46.5,"Rain, Partially cloudy"
26.1,83.83,32.6,28.5,22.3,64.2,"Rain, Partially cloudy"
25.4,87.99,31.6,12.95,31.3,86.3,"Rain, Overcast"
27.4,78.69,35.2,5.28,29.5,58.7,"Rain, Partially cloudy"
28,73.19,38.2,3,25.9,59.9,"Rain, Partially cloudy"
26.8,79.21,37.6,34.2,31.3,60,"Rain, Partially cloudy"
26,83.43,31.4,29.99,27.5,62.3,"Rain, Partially cloudy"
26.9,80.12,39.3,11.6,36.8,66.7,"Rain, Partially cloudy"
25.7,88.98,35.6,0,22.3,34.6,Partially cloudy
28.2,76.47,35.2,0,31.3,46.4,Partially cloudy
27.4,79.43,35.9,58.9,25.9,51.3,"Rain, Partially cloudy"
29,71.27,37.1,0,25.9,56.9,Partially cloudy
27.5,78.3,37.8,22,24.1,66.4,"Rain, Partially cloudy"
27.8,76.9,36.9,0.3,27.7,60.5,"Rain, Partially cloudy"
25.6,83.59,32.1,9.49,37.1,66.3,"Rain, Partially cloudy"
27.7,77.86,37.6,12,29.5,55.3,"Rain, Partially cloudy"
27.2,81.39,38,8.4,27.4,54.7,"Rain, Partially cloudy"
26.7,85.17,35.2,30.7,18.1,52.9,"Rain, Partially cloudy"
26.8,81.05,35.2,2.5,18.4,43.4,"Rain, Partially cloudy"
28.3,78.53,36.7,0,27.4,49.3,Partially cloudy
28.3,79.27,37.3,11.61,18.4,49.3,"Rain, Partially cloudy"
27.5,81.19,39.3,32,18.4,54.5,"Rain, Partially cloudy"
26.9,80.99,36.5,0,14.8,60.1,Partially cloudy
28.7,75.09,41.7,0,36.5,40.5,Partially cloudy
29.2,69.89,38,0.7,13,39.4,"Rain, Partially cloudy"
27.8,77.36,36.8,3,46,46.9,"Rain, Partially cloudy"
26.7,84.29,38,5.9,18.4,44.8,"Rain, Partially cloudy"
26.8,86.13,34.7,0,13,48.6,Partially cloudy
26.1,89.94,37.9,6,22.3,50.6,"Rain, Partially cloudy"
26.9,82.01,36.6,60.7,18.4,60.6,"Rain, Partially cloudy"
25.8,89.01,34.7,12.88,18.1,63.9,"Rain, Partially cloudy"
26.2,84.88,39.3,28.6,22.3,52.4,"Rain, Partially cloudy"
27.8,79.82,38,0.3,22.3,34.4,"Rain, Partially cloudy"
28.9,74.94,36.8,0,27.2,47,Partially cloudy
29.3,74.43,39.9,0,27.3,34.5,Partially cloudy
28.2,79.09,36.7,32,18.4,34.1,"Rain, Partially cloudy"
28.3,78.58,36.7,0,14.8,40,Partially cloudy
27.2,80.55,38.2,0.3,18.4,42.1,"Rain, Partially cloudy"
27.6,81.75,36.7,9.39,36.6,42.5,"Rain, Partially cloudy"
27.7,81.2,36.7,9.4,45.6,54.3,"Rain, Partially cloudy"
27.5,80.1,37.9,15.34,18.3,46.9,"Rain, Partially cloudy"
27.7,75.74,35.9,0,14.8,26.5,Partially cloudy
28.9,76.23,39.3,0,13,35,Partially cloudy
29.3,74.79,39.4,1,27,37.1,"Rain, Partially cloudy"
29.2,73.15,38,0,22.3,38.4,Partially cloudy
28.5,78.29,38.2,1,22.1,47.4,"Rain, Partially cloudy"
28.2,82.64,39.3,3.08,33.5,45.4,"Rain, Partially cloudy"
26.7,84.28,37.9,56.9,37.1,65.4,"Rain, Partially cloudy"
27.3,83.04,37.9,0.5,14.8,57.5,"Rain, Partially cloudy"
27.5,82.32,36.7,3.5,45.4,60.8,"Rain, Partially cloudy"
27,85.99,36.7,13.9,27.3,48.8,"Rain, Partially cloudy"
27.1,85.81,35.8,4,45.3,56.7,"Rain, Partially cloudy"
28,76.36,36.9,25.9,24.1,53.1,"Rain, Partially cloudy"
27.4,80.52,36.7,3.7,27.4,60,"Rain, Partially cloudy"
27.5,79.62,36.7,21.3,27.4,53.8,"Rain, Partially cloudy"
26.2,82.34,36.9,17.9,36.5,41.8,"Rain, Partially cloudy"
28,80.38,37.9,1,22.3,49,"Rain, Partially cloudy"
28.7,74.42,38,27.9,33.1,46.3,"Rain, Partially cloudy"
30.1,67.5,40.7,0,22.3,37.5,Partially cloudy
29.5,67.37,37.1,1.09,18.4,29.9,"Rain, Partially cloudy"
28.2,74.52,38.2,0,22.3,39.3,Partially cloudy
27.5,80.23,38,7.9,27.4,34.1,"Rain, Partially cloudy"
27.9,81.71,38,0,11.2,34,Partially cloudy
27.9,83.56,36.8,0,13,65,Partially cloudy
27.2,80.22,35.6,14,17.9,47.7,"Rain, Partially cloudy"
29.2,75.18,38,0,14.8,30,Partially cloudy
28.7,75.12,38.1,13.1,18.4,41,"Rain, Partially cloudy"
27.4,80.9,38,10,18.4,49,"Rain, Partially cloudy"
26.4,85.71,35.3,3,27.7,61.6,"Rain, Partially cloudy"
28.1,79.86,36.3,0,18.4,50.6,Partially cloudy
27.5,79.45,36.7,24.9,22.3,55.4,"Rain, Partially cloudy"
26.9,83.26,36.3,9.4,33.5,55.2,"Rain, Partially cloudy"
27.8,77.84,35.6,0.6,18.4,45.7,"Rain, Partially cloudy"
28,79.93,37.5,36.1,14.8,44.8,"Rain, Partially cloudy"
28.9,73.94,36.9,0,18.4,35,Partially cloudy
29.3,73.2,37.9,4,14.8,45.4,"Rain, Partially cloudy"
29.4,72.04,37.1,0.7,27.7,29.9,"Rain, Partially cloudy"
28.4,74.41,37.1,0,18.4,44.9,Partially cloudy
29.5,68.83,37.9,0,27.6,25.8,Partially cloudy
28.7,73.22,39.3,0,22.3,45.8,Partially cloudy
29.1,68.26,35.9,0,18.4,27.9,Partially cloudy
29.5,68.35,37.9,0,29.1,26.4,Partially cloudy
29,70.74,37.1,0,18.3,22.1,Clear
29.3,72.73,38,0,18.4,37.2,Partially cloudy
29.1,74.43,38.2,1.7,31.3,43.3,"Rain, Partially cloudy"
29.4,74.04,38,0,22.3,33.4,Partially cloudy
29.8,74.31,39.3,0,22.3,27.1,Partially cloudy
29.4,73.51,39.8,14,18.4,27,"Rain, Partially cloudy"
28.8,76.4,38,0,36.6,39.5,Partially cloudy
