,var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t)
64,0.23754787,0.7910959,0.32222223,0.47761196,0.0,0.019872556,0.8609706,0.23322685,0.44388267,0.80513954,0.4,0.3141762,0.8561644,0.42222214,0.5006785,0.07305195,0.029916838,0.8210883,0.1629393,0.5227502,0.68089366,1.0
65,0.3141762,0.8561644,0.42222214,0.5006785,0.07305195,0.029916838,0.8210883,0.1629393,0.5227502,0.68089366,1.0,0.3141762,0.8253425,0.41111112,0.5006785,0.0,0.026028728,0.7710001,0.17252396,0.4610718,0.70569813,0.4
66,0.3141762,0.8253425,0.41111112,0.5006785,0.0,0.026028728,0.7710001,0.17252396,0.4610718,0.70569813,0.4,0.29885054,0.8253425,0.35555553,0.49525103,0.020292208,0.029916838,0.6911765,0.15974441,0.39332658,0.7481563,1.0
67,0.29885054,0.8253425,0.35555553,0.49525103,0.020292208,0.029916838,0.6911765,0.15974441,0.39332658,0.7481563,1.0,0.3141762,0.7260274,0.44444442,0.5006785,0.028814934,0.019872556,0.81567645,0.22683708,0.4175935,0.6301675,1.0
68,0.3141762,0.7260274,0.44444442,0.5006785,0.028814934,0.019872556,0.81567645,0.22683708,0.4175935,0.6301675,1.0,0.29885054,0.8561644,0.46666646,0.4938942,0.0,0.019872556,0.7836176,0.23003195,0.39332658,0.65743005,0.4
69,0.29885054,0.8561644,0.46666646,0.4938942,0.0,0.019872556,0.7836176,0.23003195,0.39332658,0.65743005,0.4,0.3141762,0.8253425,0.511111,0.5006785,0.0,0.015984448,0.8300589,0.21725242,0.4610718,0.6277094,0.4
70,0.3141762,0.8253425,0.511111,0.5006785,0.0,0.015984448,0.8300589,0.21725242,0.4610718,0.6277094,0.4,0.24137938,0.8561644,0.5,0.4789688,0.020292208,0.015984448,0.61273533,0.14696486,0.45702726,0.7001116,1.0
71,0.24137938,0.8561644,0.5,0.4789688,0.020292208,0.015984448,0.61273533,0.14696486,0.45702726,0.7001116,1.0,0.23754787,0.7260274,0.42222214,0.47761196,0.008116883,0.015984448,0.46079412,0.23003195,0.4883721,0.76938546,1.0
72,0.23754787,0.7260274,0.42222214,0.47761196,0.008116883,0.015984448,0.46079412,0.23003195,0.4883721,0.76938546,1.0,0.2758621,0.73630136,0.36666656,0.48303935,0.14484577,0.03186089,0.8431471,0.1661342,0.595551,0.7251396,1.0
73,0.2758621,0.73630136,0.36666656,0.48303935,0.14484577,0.03186089,0.8431471,0.1661342,0.595551,0.7251396,1.0,0.3563218,0.75684935,0.511111,0.5033921,0.04423701,0.026028728,0.82205886,0.22364219,0.4772497,0.544134,1.0
74,0.3563218,0.75684935,0.511111,0.5033921,0.04423701,0.026028728,0.82205886,0.22364219,0.4772497,0.544134,1.0,0.27969348,0.7671233,0.5,0.47218454,0.0028409092,0.029160816,0.7659412,0.21725242,0.6177957,0.48960888,1.0
75,0.27969348,0.7671233,0.5,0.47218454,0.0028409092,0.029160816,0.7659412,0.21725242,0.6177957,0.48960888,1.0,0.3524903,0.8458904,0.66666675,0.5345998,0.0,0.029916838,0.8621471,0.23642172,0.49443883,0.4388827,0.4
76,0.3524903,0.8458904,0.66666675,0.5345998,0.0,0.029916838,0.8621471,0.23642172,0.49443883,0.4388827,0.4,0.3524903,0.7465753,0.5999999,0.5183175,0.0,0.04006912,0.78905886,0.24600638,0.4721941,0.49385476,0.4
77,0.3524903,0.7465753,0.5999999,0.5183175,0.0,0.04006912,0.78905886,0.24600638,0.4721941,0.49385476,0.4,0.3524903,0.69178087,0.45555544,0.5183175,0.06047078,0.029916838,0.6875,0.22364219,0.45197165,0.633296,1.0
78,0.3524903,0.69178087,0.45555544,0.5183175,0.06047078,0.029916838,0.6875,0.22364219,0.45197165,0.633296,1.0,0.2758621,0.84246576,0.511111,0.49796474,0.02435065,0.015984448,0.6299118,0.18530352,0.58847314,0.6759776,1.0
79,0.2758621,0.84246576,0.511111,0.49796474,0.02435065,0.015984448,0.6299118,0.18530352,0.58847314,0.6759776,1.0,0.29501915,0.8527397,0.5777776,0.49796474,0.0,0.015984448,0.4019706,0.19808306,0.45197165,0.5794413,0.4
80,0.29501915,0.8527397,0.5777776,0.49796474,0.0,0.015984448,0.4019706,0.19808306,0.45197165,0.5794413,0.4,0.3180077,0.8253425,0.45555544,0.5006785,0.0008116883,0.015984448,0.61764705,0.1661342,0.45096055,0.66167593,1.0
81,0.3180077,0.8253425,0.45555544,0.5006785,0.0008116883,0.015984448,0.61764705,0.1661342,0.45096055,0.66167593,1.0,0.2758621,0.7910959,0.42222214,0.49796474,0.31655845,0.015984448,0.34491175,0.19169329,0.44084933,0.71843565,1.0
82,0.2758621,0.7910959,0.42222214,0.49796474,0.31655845,0.015984448,0.34491175,0.19169329,0.44084933,0.71843565,1.0,0.23754787,0.7910959,0.46666646,0.47761196,0.0,0.015984448,0.37255883,0.22044729,0.23053588,0.676648,0.0
83,0.23754787,0.7910959,0.46666646,0.47761196,0.0,0.015984448,0.37255883,0.22044729,0.23053588,0.676648,0.0,0.2758621,0.8561644,0.48888898,0.48303935,0.0,0.015984448,0.3505,0.22044729,0.34277046,0.73586595,0.4
84,0.2758621,0.8561644,0.48888898,0.48303935,0.0,0.015984448,0.3505,0.22044729,0.34277046,0.73586595,0.4,0.24904215,0.8458904,0.45555544,0.4816825,0.0028409092,0.019872556,0.8161765,0.22683708,0.55510616,0.6558659,1.0
85,0.24904215,0.8458904,0.45555544,0.4816825,0.0028409092,0.019872556,0.8161765,0.22683708,0.55510616,0.6558659,1.0,0.3141762,0.8253425,0.52222204,0.48710993,0.04464286,0.017928502,0.4241471,0.21086265,0.42871585,0.59955287,1.0
86,0.3141762,0.8253425,0.52222204,0.48710993,0.04464286,0.017928502,0.4241471,0.21086265,0.42871585,0.59955287,1.0,0.23754787,0.8253425,0.31111097,0.47761196,0.023133116,0.029484825,0.6798235,0.15654953,0.5844287,0.8022344,1.0
87,0.23754787,0.8253425,0.31111097,0.47761196,0.023133116,0.029484825,0.6798235,0.15654953,0.5844287,0.8022344,1.0,0.27969348,0.65753424,0.33333325,0.4938942,0.09659091,0.035208985,0.7,0.20766775,0.44287157,0.7602234,1.0
88,0.27969348,0.65753424,0.33333325,0.4938942,0.09659091,0.035208985,0.7,0.20766775,0.44287157,0.7602234,1.0,0.3141762,0.69178087,0.4333334,0.51560384,0.002435065,0.017928502,0.55638236,0.20766775,0.45702726,0.7144133,1.0
89,0.3141762,0.69178087,0.4333334,0.51560384,0.002435065,0.017928502,0.55638236,0.20766775,0.45702726,0.7144133,1.0,0.3141762,0.760274,0.5666666,0.51560384,0.0,0.015984448,0.37255883,0.15015975,0.44084933,0.59620106,0.4
90,0.3141762,0.760274,0.5666666,0.51560384,0.0,0.015984448,0.37255883,0.15015975,0.44084933,0.59620106,0.4,0.3141762,0.88698626,0.6333332,0.51560384,0.0008116883,0.015984448,0.6199118,0.19169329,0.55106163,0.5669272,1.0
91,0.3141762,0.88698626,0.6333332,0.51560384,0.0008116883,0.015984448,0.6199118,0.19169329,0.55106163,0.5669272,1.0,0.23754787,0.7671233,0.46666646,0.47761196,0.060876623,0.0393131,0.5441176,0.15654953,0.4772497,0.7372066,1.0
92,0.23754787,0.7671233,0.46666646,0.47761196,0.060876623,0.0393131,0.5441176,0.15654953,0.4772497,0.7372066,1.0,0.3180077,0.8527397,0.6333332,0.5332429,0.05275974,0.019872556,0.3844412,0.15974441,0.43276036,0.5888268,1.0
93,0.3180077,0.8527397,0.6333332,0.5332429,0.05275974,0.019872556,0.3844412,0.15974441,0.43276036,0.5888268,1.0,0.3141762,0.7465753,0.5777776,0.5033921,0.1258117,0.019872556,0.52994114,0.20127799,0.48331648,0.5955306,1.0
94,0.3141762,0.7465753,0.5777776,0.5033921,0.1258117,0.019872556,0.52994114,0.20127799,0.48331648,0.5955306,1.0,0.3141762,0.739726,0.36666656,0.5332429,0.15941559,0.012096338,0.59558827,0.14696486,0.5490394,0.77251387,1.0
95,0.3141762,0.739726,0.36666656,0.5332429,0.15941559,0.012096338,0.59558827,0.14696486,0.5490394,0.77251387,1.0,0.29885054,0.7260274,0.5333333,0.50610584,0.0,0.012096338,0.5349412,0.19169329,0.4883721,0.6138545,0.4
96,0.29885054,0.7260274,0.5333333,0.50610584,0.0,0.012096338,0.5349412,0.19169329,0.4883721,0.6138545,0.4,0.23754787,0.8458904,0.48888898,0.49253732,0.018262988,0.019872556,0.8058824,0.15974441,0.595551,0.72067034,1.0
97,0.23754787,0.8458904,0.48888898,0.49253732,0.018262988,0.019872556,0.8058824,0.15974441,0.595551,0.72067034,1.0,0.25670493,0.8253425,0.5,0.47761196,0.0040584416,0.019872556,0.43314707,0.18210863,0.5753286,0.7043574,1.0
98,0.25670493,0.8253425,0.5,0.47761196,0.0040584416,0.019872556,0.43314707,0.18210863,0.5753286,0.7043574,1.0,0.29885054,0.7705479,0.511111,0.49796474,0.011485389,0.024084672,0.5882353,0.1884984,0.570273,0.7199998,1.0
99,0.29885054,0.7705479,0.511111,0.49796474,0.011485389,0.024084672,0.5882353,0.1884984,0.570273,0.7199998,1.0,0.28735626,0.81164384,0.5333333,0.5033921,0.023133116,0.019872556,0.89705884,0.21086265,0.49443883,0.6967597,1.0
100,0.28735626,0.81164384,0.5333333,0.5033921,0.023133116,0.019872556,0.89705884,0.21086265,0.49443883,0.6967597,1.0,0.3141762,0.8561644,0.5888889,0.5020353,0.25974026,0.024084672,0.35620588,0.15335464,0.4610718,0.6437988,1.0
101,0.3141762,0.8561644,0.5888889,0.5020353,0.25974026,0.024084672,0.35620588,0.15335464,0.4610718,0.6437988,1.0,0.2758621,0.760274,0.39999986,0.49796474,0.09902597,0.012096338,0.7537353,0.15654953,0.5581395,0.7526257,1.0
102,0.2758621,0.760274,0.39999986,0.49796474,0.09902597,0.012096338,0.7537353,0.15654953,0.5581395,0.7526257,1.0,0.2758621,0.8253425,0.41111112,0.514247,0.064935066,0.019872556,0.5588235,0.1086262,0.43174922,0.7966479,1.0
103,0.2758621,0.8253425,0.41111112,0.514247,0.064935066,0.019872556,0.5588235,0.1086262,0.43174922,0.7966479,1.0,0.2758621,0.8561644,0.5333333,0.49796474,0.0,0.019872556,0.3505,0.15654953,0.4883721,0.6837988,0.4
104,0.2758621,0.8561644,0.5333333,0.49796474,0.0,0.019872556,0.3505,0.15654953,0.4883721,0.6837988,0.4,0.23754787,0.75,0.44444442,0.49253732,0.0028409092,0.015984448,0.5117647,0.1629393,0.5257836,0.7325139,1.0
105,0.23754787,0.75,0.44444442,0.49253732,0.0028409092,0.015984448,0.5117647,0.1629393,0.5257836,0.7325139,1.0,0.2758621,0.8458904,0.41111112,0.49796474,0.00040584416,0.015984448,0.4839706,0.17252396,0.47017184,0.7577653,1.0
