,var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t)
1422,0.3141762,0.8938356,0.6555555,0.51560384,0.0,0.024084672,0.39523533,0.1629393,0.619818,0.56022346,0.4,0.3141762,0.8561644,0.47777772,0.51560384,0.07670455,0.015984448,0.7058824,0.21725242,0.55207276,0.62413406,1.0
1423,0.3141762,0.8561644,0.47777772,0.51560384,0.07670455,0.015984448,0.7058824,0.21725242,0.55207276,0.62413406,1.0,0.3141762,0.84246576,0.5999999,0.5006785,0.0,0.024084672,0.48285294,0.20127799,0.43276036,0.53988814,0.4
1424,0.3141762,0.84246576,0.5999999,0.5006785,0.0,0.024084672,0.48285294,0.20127799,0.43276036,0.53988814,0.4,0.39080453,0.80136985,0.52222204,0.5359566,0.17857143,0.019872556,0.6310294,0.17891376,0.66936296,0.6330725,1.0
1425,0.39080453,0.80136985,0.52222204,0.5359566,0.17857143,0.019872556,0.6310294,0.17891376,0.66936296,0.6330725,1.0,0.27969348,0.8287671,0.48888898,0.5088196,0.0040584416,0.015984448,0.61111766,0.18210863,0.5025278,0.69564235,1.0
1426,0.27969348,0.8287671,0.48888898,0.5088196,0.0040584416,0.015984448,0.61111766,0.18210863,0.5025278,0.69564235,1.0,0.3524903,0.75,0.511111,0.5183175,0.32467532,0.019872556,0.71435297,0.19488819,0.6663296,0.5941899,1.0
1427,0.3524903,0.75,0.511111,0.5183175,0.32467532,0.019872556,0.71435297,0.19488819,0.6663296,0.5941899,1.0,0.3180077,0.75,0.70000005,0.5278155,0.06899351,0.014040393,0.4779412,0.22364219,0.5257836,0.45765352,1.0
1428,0.3180077,0.75,0.70000005,0.5278155,0.06899351,0.014040393,0.4779412,0.22364219,0.5257836,0.45765352,1.0,0.3524903,0.8527397,0.76666665,0.5332429,0.0,0.026028728,0.32058823,0.22683708,0.37815973,0.38078213,0.4
1429,0.3524903,0.8527397,0.76666665,0.5332429,0.0,0.026028728,0.32058823,0.22683708,0.37815973,0.38078213,0.4,0.3141762,0.8938356,0.7333331,0.5006785,0.0,0.026028728,0.33155885,0.23322685,0.37007076,0.4489385,0.4
1430,0.3141762,0.8938356,0.7333331,0.5006785,0.0,0.026028728,0.33155885,0.23322685,0.37007076,0.4489385,0.4,0.3563218,0.7705479,0.5333333,0.5522388,0.0020292208,0.027972782,0.5802059,0.17571886,0.5278058,0.6357541,1.0
1431,0.3563218,0.7705479,0.5333333,0.5522388,0.0020292208,0.027972782,0.5802059,0.17571886,0.5278058,0.6357541,1.0,0.3524903,0.78424656,0.7444444,0.51560384,0.21112013,0.019872556,0.32352942,0.20127799,0.44691604,0.46033514,1.0
1432,0.3524903,0.78424656,0.7444444,0.51560384,0.21112013,0.019872556,0.32352942,0.20127799,0.44691604,0.46033514,1.0,0.3524903,0.8082192,0.5555556,0.5522388,0.0028409092,0.024084672,0.60588235,0.18210863,0.570273,0.63955295,1.0
1433,0.3524903,0.8082192,0.5555556,0.5522388,0.0028409092,0.024084672,0.60588235,0.18210863,0.570273,0.63955295,1.0,0.3256706,0.8458904,0.5555556,0.5006785,0.0,0.029916838,0.3529412,0.19488819,0.5257836,0.608268,0.4
1434,0.3256706,0.8458904,0.5555556,0.5006785,0.0,0.029916838,0.3529412,0.19488819,0.5257836,0.608268,0.4,0.3524903,0.8938356,0.6333332,0.5183175,0.0028409092,0.019872556,0.48108828,0.20766775,0.60161775,0.580335,1.0
1435,0.3524903,0.8938356,0.6333332,0.5183175,0.0028409092,0.019872556,0.48108828,0.20766775,0.60161775,0.580335,1.0,0.3256706,0.8458904,0.5333333,0.5033921,0.012175325,0.014040393,0.42482355,0.19169329,0.60364,0.6455866,1.0
1436,0.3256706,0.8458904,0.5333333,0.5033921,0.012175325,0.014040393,0.42482355,0.19169329,0.60364,0.6455866,1.0,0.3180077,0.78424656,0.71111107,0.54138404,0.032467533,0.024084672,0.3995,0.19169329,0.562184,0.5224581,1.0
1437,0.3180077,0.78424656,0.71111107,0.54138404,0.032467533,0.024084672,0.3995,0.19169329,0.562184,0.5224581,1.0,0.28735626,0.7910959,0.61111116,0.5033921,0.077516235,0.024084672,0.3259706,0.20766775,0.5328615,0.6274859,1.0
1438,0.28735626,0.7910959,0.61111116,0.5033921,0.077516235,0.024084672,0.3259706,0.20766775,0.5328615,0.6274859,1.0,0.2758621,0.7636986,0.5,0.49253732,0.064935066,0.015984448,0.43314707,0.20447285,0.55207276,0.6717317,1.0
1439,0.2758621,0.7636986,0.5,0.49253732,0.064935066,0.015984448,0.43314707,0.20447285,0.55207276,0.6717317,1.0,0.3524903,0.8458904,0.5666666,0.5183175,0.012175325,0.029916838,0.66176474,0.15974441,0.5480283,0.5892736,1.0
1440,0.3524903,0.8458904,0.5666666,0.5183175,0.012175325,0.029916838,0.66176474,0.15974441,0.5480283,0.5892736,1.0,0.3256706,0.8356164,0.5666666,0.5223881,0.016233766,0.019872556,0.44117647,0.18530352,0.627907,0.66525126,1.0
1441,0.3256706,0.8356164,0.5666666,0.5223881,0.016233766,0.019872556,0.44117647,0.18530352,0.627907,0.66525126,1.0,0.3141762,0.760274,0.511111,0.52103126,0.028814934,0.017928502,0.3911765,0.121405765,0.570273,0.7153071,1.0
1442,0.3141762,0.760274,0.511111,0.52103126,0.028814934,0.017928502,0.3911765,0.121405765,0.570273,0.7153071,1.0,0.3141762,0.8527397,0.5777776,0.51560384,0.0,0.019872556,0.59558827,0.19808306,0.52679473,0.5970948,0.4
1443,0.3141762,0.8527397,0.5777776,0.51560384,0.0,0.019872556,0.59558827,0.19808306,0.52679473,0.5970948,0.4,0.3141762,0.8938356,0.71111107,0.5006785,0.0,0.019872556,0.78052944,0.22044729,0.5682507,0.396201,0.4
1444,0.3141762,0.8938356,0.71111107,0.5006785,0.0,0.019872556,0.78052944,0.22044729,0.5682507,0.396201,0.4,0.3524903,0.7773973,0.5777776,0.5183175,0.0,0.024084672,0.6199118,0.19488819,0.5005055,0.50972056,0.4
1445,0.3524903,0.7773973,0.5777776,0.5183175,0.0,0.024084672,0.6199118,0.19488819,0.5005055,0.50972056,0.4,0.3256706,0.8561644,0.5777776,0.51560384,0.0,0.019872556,0.5862647,0.1118211,0.55611724,0.5439105,0.4
1446,0.3256706,0.8561644,0.5777776,0.51560384,0.0,0.019872556,0.5862647,0.1118211,0.55611724,0.5439105,0.4,0.29885054,0.75342464,0.3777778,0.49796474,0.0487013,0.015984448,0.46014705,0.1629393,0.60161775,0.7036871,1.0
1447,0.29885054,0.75342464,0.3777778,0.49796474,0.0487013,0.015984448,0.46014705,0.1629393,0.60161775,0.7036871,1.0,0.16091955,0.7260274,0.2555554,0.43554953,0.012175325,0.017928502,0.64011765,0.13738021,0.595551,0.78793275,1.0
1448,0.16091955,0.7260274,0.2555554,0.43554953,0.012175325,0.017928502,0.64011765,0.13738021,0.595551,0.78793275,1.0,0.33716476,0.760274,0.47777772,0.49525103,0.15056817,0.024084672,0.79882354,0.17571886,0.65116274,0.59843576,1.0
1449,0.33716476,0.760274,0.47777772,0.49525103,0.15056817,0.024084672,0.79882354,0.17571886,0.65116274,0.59843576,1.0,0.23754787,0.760274,0.42222214,0.46540028,0.044358768,0.024084672,0.83235294,0.19808306,0.6026289,0.65497196,1.0
1450,0.23754787,0.760274,0.42222214,0.46540028,0.044358768,0.024084672,0.83235294,0.19808306,0.6026289,0.65497196,1.0,0.3141762,0.7671233,0.511111,0.47761196,0.04423701,0.024084672,0.7384706,0.23003195,0.62386245,0.5001117,1.0
1451,0.3141762,0.7671233,0.511111,0.47761196,0.04423701,0.024084672,0.7384706,0.23003195,0.62386245,0.5001117,1.0,0.3639847,0.8458904,0.70000005,0.48575306,0.0,0.04006912,0.81373537,0.22364219,0.3579373,0.2784357,0.4
1452,0.3639847,0.8458904,0.70000005,0.48575306,0.0,0.04006912,0.81373537,0.22364219,0.3579373,0.2784357,0.4,0.3141762,0.8561644,0.46666646,0.4816825,0.002435065,0.027972782,0.86632353,0.18530352,0.40647116,0.59150827,1.0
1453,0.3141762,0.8561644,0.46666646,0.4816825,0.002435065,0.027972782,0.86632353,0.18530352,0.40647116,0.59150827,1.0,0.3563218,0.8253425,0.5444443,0.49660787,0.0032467532,0.03186089,0.862,0.18530352,0.49443883,0.43530715,1.0
1454,0.3563218,0.8253425,0.5444443,0.49660787,0.0032467532,0.03186089,0.862,0.18530352,0.49443883,0.43530715,1.0,0.27969348,0.81164384,0.5,0.48303935,0.012175325,0.04006912,0.84429413,0.17571886,0.56926185,0.6227932,1.0
1455,0.27969348,0.81164384,0.5,0.48303935,0.012175325,0.04006912,0.84429413,0.17571886,0.56926185,0.6227932,1.0,0.3639847,0.8561644,0.76666665,0.5033921,0.0,0.036181014,0.8781471,0.23322685,0.50151664,0.33944118,0.4
1456,0.3639847,0.8561644,0.76666665,0.5033921,0.0,0.036181014,0.8781471,0.23322685,0.50151664,0.33944118,0.4,0.3563218,0.8253425,0.5888889,0.5006785,0.028409092,0.029916838,0.8138529,0.23003195,0.5358948,0.44268155,1.0
1457,0.3563218,0.8253425,0.5888889,0.5006785,0.028409092,0.029916838,0.8138529,0.23003195,0.5358948,0.44268155,1.0,0.3524903,0.7910959,0.5666666,0.5088196,0.0,0.026028728,0.8466177,0.18210863,0.5338726,0.5506145,0.4
1458,0.3524903,0.7910959,0.5666666,0.5088196,0.0,0.026028728,0.8466177,0.18210863,0.5338726,0.5506145,0.4,0.2758621,0.7671233,0.5888889,0.49796474,0.19074675,0.026028728,0.6709706,0.21725242,0.570273,0.5622345,1.0
1459,0.2758621,0.7671233,0.5888889,0.49796474,0.19074675,0.026028728,0.6709706,0.21725242,0.570273,0.5622345,1.0,0.3141762,0.7773973,0.66666675,0.51560384,0.24310066,0.019872556,0.66741174,0.18530352,0.6076845,0.4185474,1.0
1460,0.3141762,0.7773973,0.66666675,0.51560384,0.24310066,0.019872556,0.66741174,0.18530352,0.6076845,0.4185474,1.0,0.3141762,0.7705479,0.7222223,0.51560384,0.08116883,0.027972782,0.82020587,0.21086265,0.49949443,0.36536312,1.0
1461,0.3141762,0.7705479,0.7222223,0.51560384,0.08116883,0.027972782,0.82020587,0.21086265,0.49949443,0.36536312,1.0,0.42911875,0.8184931,0.7222223,0.5251018,0.08279221,0.029916838,0.6974706,0.23003195,0.4266936,0.4261452,1.0
1462,0.42911875,0.8184931,0.7222223,0.5251018,0.08279221,0.029916838,0.6974706,0.23003195,0.4266936,0.4261452,1.0,0.3141762,0.8561644,0.6555555,0.51560384,0.0,0.04006912,0.8996471,0.23961662,0.27704751,0.4697206,0.4
1463,0.3141762,0.8561644,0.6555555,0.51560384,0.0,0.04006912,0.8996471,0.23961662,0.27704751,0.4697206,0.4,0.3524903,0.8253425,0.6777775,0.5088196,0.0,0.029916838,0.84464705,0.23642172,0.42163798,0.40156412,0.4
1464,0.3524903,0.8253425,0.6777775,0.5088196,0.0,0.029916838,0.84464705,0.23642172,0.42163798,0.40156412,0.4,0.39080453,0.78082186,0.64444447,0.5359566,0.012175325,0.027972782,0.8247059,0.21086265,0.61172897,0.47396648,1.0
1465,0.39080453,0.78082186,0.64444447,0.5359566,0.012175325,0.027972782,0.8247059,0.21086265,0.61172897,0.47396648,1.0,0.3524903,0.8253425,0.42222214,0.5345998,0.08887987,0.019872556,0.61764705,0.13738021,0.58948433,0.71329606,1.0
1466,0.3524903,0.8253425,0.42222214,0.5345998,0.08887987,0.019872556,0.61764705,0.13738021,0.58948433,0.71329606,1.0,0.2758621,0.75,0.32222223,0.5332429,0.06858766,0.027972782,0.8325882,0.11821087,0.5399393,0.8502792,1.0
1467,0.2758621,0.75,0.32222223,0.5332429,0.06858766,0.027972782,0.8325882,0.11821087,0.5399393,0.8502792,1.0,0.2758621,0.7910959,0.33333325,0.514247,0.27232143,0.026028728,0.5882353,0.13738021,0.45702726,0.8728491,1.0
1468,0.2758621,0.7910959,0.33333325,0.514247,0.27232143,0.026028728,0.5882353,0.13738021,0.45702726,0.8728491,1.0,0.2758621,0.8253425,0.4333334,0.5006785,0.027191559,0.019872556,0.68014705,0.14696486,0.57128406,0.82212293,1.0
1469,0.2758621,0.8253425,0.4333334,0.5006785,0.027191559,0.019872556,0.68014705,0.14696486,0.57128406,0.82212293,1.0,0.2758621,0.8253425,0.35555553,0.49796474,0.020292208,0.024084672,0.6433824,0.13738021,0.5298281,0.82837987,1.0
1470,0.2758621,0.8253425,0.35555553,0.49796474,0.020292208,0.024084672,0.6433824,0.13738021,0.5298281,0.82837987,1.0,0.27969348,0.8287671,0.42222214,0.514247,0.0,0.019872556,0.6344412,0.1405751,0.6026289,0.7785474,0.4
1471,0.27969348,0.8287671,0.42222214,0.514247,0.0,0.019872556,0.6344412,0.1405751,0.6026289,0.7785474,0.4,0.39080453,0.8253425,0.511111,0.56309366,0.04586039,0.014040393,0.4264706,0.15974441,0.5237614,0.70837975,1.0
1472,0.39080453,0.8253425,0.511111,0.56309366,0.04586039,0.014040393,0.4264706,0.15974441,0.5237614,0.70837975,1.0,0.24904215,0.8287671,0.45555544,0.49253732,0.4805195,0.010152284,0.49020588,0.15654953,0.6632962,0.80290496,1.0
1473,0.24904215,0.8287671,0.45555544,0.49253732,0.4805195,0.010152284,0.49020588,0.15654953,0.6632962,0.80290496,1.0,0.24904215,0.7260274,0.35555553,0.49253732,0.13149351,0.026028728,0.67058825,0.14376998,0.56420624,0.87150836,1.0
1474,0.24904215,0.7260274,0.35555553,0.49253732,0.13149351,0.026028728,0.67058825,0.14376998,0.56420624,0.87150836,1.0,0.3141762,0.7431507,0.44444442,0.51560384,0.09143669,0.024084672,0.70882356,0.20766775,0.5116279,0.7220111,1.0
1475,0.3141762,0.7431507,0.44444442,0.51560384,0.09143669,0.024084672,0.70882356,0.20766775,0.5116279,0.7220111,1.0,0.3141762,0.8561644,0.5777776,0.5006785,0.0032467532,0.019872556,0.2867647,0.20127799,0.4307381,0.6739664,1.0
1476,0.3141762,0.8561644,0.5777776,0.5006785,0.0032467532,0.019872556,0.2867647,0.20127799,0.4307381,0.6739664,1.0,0.28735626,0.8047945,0.47777772,0.5251018,0.121753246,0.019872556,0.6264706,0.12460065,0.61172897,0.8013407,1.0
1477,0.28735626,0.8047945,0.47777772,0.5251018,0.121753246,0.019872556,0.6264706,0.12460065,0.61172897,0.8013407,1.0,0.3256706,0.8527397,0.6888888,0.5332429,0.0040584416,0.027972782,0.4387353,0.16932909,0.39332658,0.60312843,1.0
1478,0.3256706,0.8527397,0.6888888,0.5332429,0.0040584416,0.027972782,0.4387353,0.16932909,0.39332658,0.60312843,1.0,0.3524903,0.8458904,0.70000005,0.5373134,0.028409092,0.019872556,0.38235295,0.19488819,0.4883721,0.57162,1.0
1479,0.3524903,0.8458904,0.70000005,0.5373134,0.028409092,0.019872556,0.38235295,0.19488819,0.4883721,0.57162,1.0,0.3141762,0.8561644,0.6222222,0.5006785,0.0008116883,0.015984448,0.4467059,0.20127799,0.5803842,0.6096089,1.0
1480,0.3141762,0.8561644,0.6222222,0.5006785,0.0008116883,0.015984448,0.4467059,0.20127799,0.5803842,0.6096089,1.0,0.3141762,0.880137,0.5999999,0.578019,0.09375,0.024084672,0.75735295,0.1661342,0.51466125,0.7271508,1.0
1481,0.3141762,0.880137,0.5999999,0.578019,0.09375,0.024084672,0.75735295,0.1661342,0.51466125,0.7271508,1.0,0.3141762,0.8527397,0.5333333,0.5006785,0.0487013,0.024084672,0.39411765,0.21086265,0.5237614,0.7220111,1.0
1482,0.3141762,0.8527397,0.5333333,0.5006785,0.0487013,0.024084672,0.39411765,0.21086265,0.5237614,0.7220111,1.0,0.3141762,0.8527397,0.5333333,0.51560384,0.00040584416,0.024084672,0.50735295,0.15015975,0.55712837,0.70614517,1.0
1483,0.3141762,0.8527397,0.5333333,0.51560384,0.00040584416,0.024084672,0.50735295,0.15015975,0.55712837,0.70614517,1.0,0.30651343,0.8458904,0.5555556,0.514247,0.0040584416,0.017928502,0.40641174,0.12460065,0.5379171,0.7135196,1.0
1484,0.30651343,0.8458904,0.5555556,0.514247,0.0040584416,0.017928502,0.40641174,0.12460065,0.5379171,0.7135196,1.0,0.3141762,0.86301374,0.61111116,0.5223881,0.0,0.019872556,0.3907647,0.1629393,0.43781596,0.66033506,0.4
1485,0.3141762,0.86301374,0.61111116,0.5223881,0.0,0.019872556,0.3907647,0.1629393,0.43781596,0.66033506,0.4,0.3524903,0.8561644,0.5777776,0.5522388,0.15016234,0.019872556,0.43697062,0.1661342,0.57431746,0.6963128,1.0
1486,0.3524903,0.8561644,0.5777776,0.5522388,0.15016234,0.019872556,0.43697062,0.1661342,0.57431746,0.6963128,1.0,0.3524903,0.760274,0.511111,0.5522388,0.077516235,0.027972782,0.7836176,0.16932909,0.4762386,0.69787693,1.0
1487,0.3524903,0.760274,0.511111,0.5522388,0.077516235,0.027972782,0.7836176,0.16932909,0.4762386,0.69787693,1.0,0.2758621,0.8527397,0.42222214,0.51560384,0.012175325,0.017928502,0.8063824,0.09265177,0.5389282,0.8442458,1.0
1488,0.2758621,0.8527397,0.42222214,0.51560384,0.012175325,0.017928502,0.8063824,0.09265177,0.5389282,0.8442458,1.0,0.30651343,0.86301374,0.5555556,0.54138404,0.020292208,0.014040393,0.57188237,0.10223642,0.5682507,0.77765346,1.0
1489,0.30651343,0.86301374,0.5555556,0.54138404,0.020292208,0.014040393,0.57188237,0.10223642,0.5682507,0.77765346,1.0,0.28735626,0.79452056,0.4333334,0.5169606,0.25308442,0.015984448,0.8382353,0.1405751,0.7098079,0.849162,1.0
1490,0.28735626,0.79452056,0.4333334,0.5169606,0.25308442,0.015984448,0.8382353,0.1405751,0.7098079,0.849162,1.0,0.29885054,0.7431507,0.41111112,0.514247,0.096996754,0.03186089,0.4264706,0.17891376,0.55611724,0.7530725,1.0
1491,0.29885054,0.7431507,0.41111112,0.514247,0.096996754,0.03186089,0.4264706,0.17891376,0.55611724,0.7530725,1.0,0.2758621,0.8253425,0.46666646,0.514247,0.07913961,0.019872556,0.59214705,0.1405751,0.55106163,0.7705027,1.0
1492,0.2758621,0.8253425,0.46666646,0.514247,0.07913961,0.019872556,0.59214705,0.1405751,0.55106163,0.7705027,1.0,0.29885054,0.8527397,0.48888898,0.51017636,0.028409092,0.019872556,0.8846176,0.18530352,0.6653185,0.7555306,1.0
1493,0.29885054,0.8527397,0.48888898,0.51017636,0.028409092,0.019872556,0.8846176,0.18530352,0.6653185,0.7555306,1.0,0.3256706,0.78424656,0.6555555,0.54138404,0.0040584416,0.027972782,0.66741174,0.22364219,0.6208291,0.62882674,1.0
1494,0.3256706,0.78424656,0.6555555,0.54138404,0.0040584416,0.027972782,0.66741174,0.22364219,0.6208291,0.62882674,1.0,0.23754787,0.7773973,0.34444427,0.51017636,0.17426948,0.050113402,0.6449706,0.089456886,0.70273,0.91262555,1.0
1495,0.23754787,0.7773973,0.34444427,0.51017636,0.17426948,0.050113402,0.6449706,0.089456886,0.70273,0.91262555,1.0,0.21072793,0.8184931,0.3777778,0.44640437,0.03733766,0.027972782,0.8300589,0.20447285,0.6177957,0.67776525,1.0
1496,0.21072793,0.8184931,0.3777778,0.44640437,0.03733766,0.027972782,0.8300589,0.20447285,0.6177957,0.67776525,1.0,0.3141762,0.8253425,0.5666666,0.5006785,0.0012175326,0.029916838,0.9140294,0.19169329,0.595551,0.5772066,1.0
1497,0.3141762,0.8253425,0.5666666,0.5006785,0.0012175326,0.029916838,0.9140294,0.19169329,0.595551,0.5772066,1.0,0.19923377,0.8561644,0.4333334,0.4708277,0.0,0.027972782,0.83235294,0.10223642,0.595551,0.7579887,0.4
1498,0.19923377,0.8561644,0.4333334,0.4708277,0.0,0.027972782,0.83235294,0.10223642,0.595551,0.7579887,0.4,0.2758621,0.78424656,0.2888887,0.4708277,0.13189936,0.027972782,0.8106471,0.1341853,0.60161775,0.7993295,1.0
1499,0.2758621,0.78424656,0.2888887,0.4708277,0.13189936,0.027972782,0.8106471,0.1341853,0.60161775,0.7993295,1.0,0.33716476,0.80136985,0.38888884,0.5033921,0.036525976,0.04395723,0.83920586,0.16932909,0.5682507,0.67508376,1.0
1500,0.33716476,0.80136985,0.38888884,0.5033921,0.036525976,0.04395723,0.83920586,0.16932909,0.5682507,0.67508376,1.0,0.3524903,0.7431507,0.5888889,0.5183175,0.020698052,0.047845338,0.8262647,0.22683708,0.55207276,0.45027924,1.0
1501,0.3524903,0.7431507,0.5888889,0.5183175,0.020698052,0.047845338,0.8262647,0.22683708,0.55207276,0.45027924,1.0,0.39080453,0.79452056,0.76666665,0.514247,0.0,0.05400151,0.84455884,0.21405752,0.46814963,0.3470391,0.4
1502,0.39080453,0.79452056,0.76666665,0.514247,0.0,0.05400151,0.84455884,0.21405752,0.46814963,0.3470391,0.4,0.37164748,0.880137,0.66666675,0.5345998,0.0020292208,0.050113402,0.85547054,0.23322685,0.59453994,0.48849165,1.0
1503,0.37164748,0.880137,0.66666675,0.5345998,0.0020292208,0.050113402,0.85547054,0.23322685,0.59453994,0.48849165,1.0,0.3256706,0.7636986,0.5333333,0.5033921,0.028814934,0.050113402,0.84758824,0.22683708,0.45904952,0.5086032,1.0
1504,0.3256706,0.7636986,0.5333333,0.5033921,0.028814934,0.050113402,0.84758824,0.22683708,0.45904952,0.5086032,1.0,0.2758621,0.8561644,0.5999999,0.48303935,0.0,0.036181014,0.85923535,0.24281152,0.44388267,0.46368718,0.4
1505,0.2758621,0.8561644,0.5999999,0.48303935,0.0,0.036181014,0.85923535,0.24281152,0.44388267,0.46368718,0.4,0.3141762,0.7773973,0.52222204,0.51560384,0.17857143,0.04006912,0.86085296,0.19169329,0.6268958,0.61541903,1.0
1506,0.3141762,0.7773973,0.52222204,0.51560384,0.17857143,0.04006912,0.86085296,0.19169329,0.6268958,0.61541903,1.0,0.23754787,0.78424656,0.41111112,0.5766622,0.16193183,0.029916838,0.84705883,0.15974441,0.72699696,0.8406702,1.0
1507,0.23754787,0.78424656,0.41111112,0.5766622,0.16193183,0.029916838,0.84705883,0.15974441,0.72699696,0.8406702,1.0,0.2681992,0.8561644,0.38888884,0.51017636,0.0040584416,0.03186089,0.83935297,0.18210863,0.69666326,0.7816758,1.0
1508,0.2681992,0.8561644,0.38888884,0.51017636,0.0040584416,0.03186089,0.83935297,0.18210863,0.69666326,0.7816758,1.0,0.25670493,0.78424656,0.35555553,0.5006785,0.028409092,0.04395723,0.85673535,0.15015975,0.6673407,0.81854737,1.0
1509,0.25670493,0.78424656,0.35555553,0.5006785,0.028409092,0.04395723,0.85673535,0.15015975,0.6673407,0.81854737,1.0,0.3256706,0.75342464,0.4333334,0.51560384,0.060876623,0.024084672,0.79499996,0.17891376,0.6622851,0.81586576,1.0
1510,0.3256706,0.75342464,0.4333334,0.51560384,0.060876623,0.024084672,0.79499996,0.17891376,0.6622851,0.81586576,1.0,0.33716476,0.760274,0.41111112,0.51560384,0.31209415,0.024084672,0.8128235,0.15335464,0.68149644,0.7734078,1.0
1511,0.33716476,0.760274,0.41111112,0.51560384,0.31209415,0.024084672,0.8128235,0.15335464,0.68149644,0.7734078,1.0,0.3256706,0.75,0.45555544,0.5183175,0.21875001,0.027972782,0.82026476,0.15015975,0.63700706,0.76201105,1.0
1512,0.3256706,0.75,0.45555544,0.5183175,0.21875001,0.027972782,0.82026476,0.15015975,0.63700706,0.76201105,1.0,0.2758621,0.81164384,0.36666656,0.49796474,0.19034092,0.029916838,0.505353,0.11821087,0.5844287,0.84648037,1.0
1513,0.2758621,0.81164384,0.36666656,0.49796474,0.19034092,0.029916838,0.505353,0.11821087,0.5844287,0.84648037,1.0,0.2758621,0.8253425,0.48888898,0.514247,0.27597404,0.019872556,0.49579415,0.1661342,0.5055611,0.7548603,1.0
1514,0.2758621,0.8253425,0.48888898,0.514247,0.27597404,0.019872556,0.49579415,0.1661342,0.5055611,0.7548603,1.0,0.29885054,0.760274,0.41111112,0.5223881,0.24756494,0.026028728,0.54620594,0.13738021,0.60161775,0.8364246,1.0
1515,0.29885054,0.760274,0.41111112,0.5223881,0.24756494,0.026028728,0.54620594,0.13738021,0.60161775,0.8364246,1.0,0.3524903,0.8253425,0.4333334,0.5359566,0.29626623,0.015984448,0.73285294,0.1341853,0.6319514,0.83106124,1.0
1516,0.3524903,0.8253425,0.4333334,0.5359566,0.29626623,0.015984448,0.73285294,0.1341853,0.6319514,0.83106124,1.0,0.24904215,0.75,0.2777779,0.504749,0.49107143,0.010152284,0.74264705,0.09904154,0.74317485,0.93519545,1.0
1517,0.24904215,0.75,0.2777779,0.504749,0.49107143,0.010152284,0.74264705,0.09904154,0.74317485,0.93519545,1.0,0.3256706,0.8184931,0.5,0.5237449,0.09334416,0.024084672,0.7780882,0.15015975,0.68857425,0.716648,1.0
1518,0.3256706,0.8184931,0.5,0.5237449,0.09334416,0.024084672,0.7780882,0.15015975,0.68857425,0.716648,1.0,0.29885054,0.8253425,0.41111112,0.5278155,0.02435065,0.026028728,0.7058824,0.15335464,0.57735085,0.8163128,1.0
1519,0.29885054,0.8253425,0.41111112,0.5278155,0.02435065,0.026028728,0.7058824,0.15335464,0.57735085,0.8163128,1.0,0.37547898,0.81164384,0.66666675,0.5427409,0.05275974,0.024084672,0.81741184,0.16932909,0.57229525,0.5745251,1.0
1520,0.37547898,0.81164384,0.66666675,0.5427409,0.05275974,0.024084672,0.81741184,0.16932909,0.57229525,0.5745251,1.0,0.3524903,0.8458904,0.5444443,0.5359566,0.2601461,0.019872556,0.7239706,0.17571886,0.68351865,0.6972066,1.0
1521,0.3524903,0.8458904,0.5444443,0.5359566,0.2601461,0.019872556,0.7239706,0.17571886,0.68351865,0.6972066,1.0,0.3524903,0.7910959,0.511111,0.5332429,0.48482144,0.029916838,0.70855886,0.1629393,0.6268958,0.7535194,1.0
1522,0.3524903,0.7910959,0.511111,0.5332429,0.48482144,0.029916838,0.70855886,0.1629393,0.6268958,0.7535194,1.0,0.3141762,0.8458904,0.44444442,0.51560384,0.07426948,0.027972782,0.6372647,0.14696486,0.5480283,0.8471507,1.0
1523,0.3141762,0.8458904,0.44444442,0.51560384,0.07426948,0.027972782,0.6372647,0.14696486,0.5480283,0.8471507,1.0,0.28735626,0.8184931,0.47777772,0.514247,0.18222404,0.015984448,0.46176472,0.16932909,0.53690594,0.76916194,1.0
1524,0.28735626,0.8184931,0.47777772,0.514247,0.18222404,0.015984448,0.46176472,0.16932909,0.53690594,0.76916194,1.0,0.2758621,0.7773973,0.3777778,0.514247,0.23498377,0.029916838,0.6865882,0.11821087,0.57229525,0.8297206,1.0
1525,0.2758621,0.7773973,0.3777778,0.514247,0.23498377,0.029916838,0.6865882,0.11821087,0.57229525,0.8297206,1.0,0.2758621,0.79452056,0.2888887,0.49796474,0.15422077,0.023652662,0.79491174,0.1405751,0.70475227,0.85407805,1.0
1526,0.2758621,0.79452056,0.2888887,0.49796474,0.15422077,0.023652662,0.79491174,0.1405751,0.70475227,0.85407805,1.0,0.2758621,0.81164384,0.44444442,0.49796474,0.4253247,0.029376823,0.45667648,0.1405751,0.5358948,0.7072624,1.0
1527,0.2758621,0.81164384,0.44444442,0.49796474,0.4253247,0.029376823,0.45667648,0.1405751,0.5358948,0.7072624,1.0,0.23754787,0.84246576,0.48888898,0.49253732,0.008116883,0.019872556,0.89100003,0.19808306,0.6006066,0.7494972,1.0
1528,0.23754787,0.84246576,0.48888898,0.49253732,0.008116883,0.019872556,0.89100003,0.19808306,0.6006066,0.7494972,1.0,0.2758621,0.8938356,0.511111,0.514247,0.0008116883,0.029916838,0.86861765,0.19808306,0.5652174,0.75396645,1.0
