Date,MaxTemp,MinTemp,Temperature,HeatIndex,Precipitation,WindSpeed,Visibility,CloudCover,RelativeHumidity,Conditions
1/1/1973,32.1,32.1,32.1,38,0,9,14,30,62.73,Partially cloudy
1/4/1973,31.1,31.1,31.1,37.9,0,9,16,80,70.48,Overcast
1/6/1973,33.1,33.1,33.1,40.7,0,13,15,40,62.94,Partially cloudy
1/11/1973,32.1,32.1,32.1,38,0,16.6,12,90,62.73,Overcast
1/12/1973,30.1,23.1,26.6,35.2,0,10.8,15,95,79.41,Overcast
1/13/1973,29.1,21.1,26.1,33.7,0,14.8,14.3,93.3,84.47,Overcast
1/14/1973,30.1,23.1,27.3,36.3,0,7.2,11.7,88,82.15,Overcast
1/15/1973,28.1,22.1,26.1,32.8,0,17.9,19,69.8,81.52,Partially cloudy
1/16/1973,29.1,22.2,26.4,29.9,0,25.3,17.3,52,78.61,Partially cloudy
1/17/1973,28.1,22.1,25.7,30.9,0,18.1,16.6,57,76.53,Partially cloudy
1/18/1973,29.1,23.1,25.7,32.9,0,18.4,11.2,76.8,62.35,Overcast
1/19/1973,31.1,25.1,28.1,36.7,0,10.8,10.5,40,80.29,Partially cloudy
1/22/1973,27.2,22.1,25.6,30.4,0,10.8,16.9,87.5,81.96,Overcast
1/24/1973,30.1,25.1,27.3,35.2,0,18.4,14.3,95,76.88,Overcast
1/25/1973,33.1,26.1,29.1,39.4,0,14.8,14.6,76.7,75.55,Overcast
1/26/1973,33.1,25.1,28.1,39.4,0,13,9.3,80,82.57,Overcast
1/27/1973,29.1,22.1,25.1,32.1,0,10.8,9,90,88.66,Overcast
1/28/1973,27.1,23.1,25.1,28.7,0,14.8,13.3,90.1,81.12,Overcast
1/29/1973,32.1,22.1,27.1,39.3,0,27.3,13.9,69.8,81.25,Partially cloudy
1/30/1973,31.1,24.1,27.3,37.9,0,18.4,9.8,82.5,78.61,Overcast
1/31/1973,30.1,23.1,26.7,35.2,0,22,13.3,76.6,80.79,Overcast
2/1/1973,28.1,25.1,26.6,30.9,0,15,12.9,79.9,82.02,Overcast
2/2/1973,32.1,25.1,29.1,39.3,0,24.1,16,60,71.68,Partially cloudy
2/3/1973,33.1,23.1,28.1,39.4,0,22,16,60,73.9,Partially cloudy
2/4/1973,33.1,26.1,27.8,39.4,0,18.4,10.5,67.5,81.39,Partially cloudy
2/5/1973,32.1,23.1,27.6,38,0,25.9,11.5,67.5,80.33,Partially cloudy
2/6/1973,27.1,24.1,25.6,28.9,0,7.2,20,85,74.05,Overcast
2/7/1973,27.1,23.1,25.1,28.7,0,14.8,15.9,92.9,82.84,Overcast
2/8/1973,29.1,22.1,25.6,33.7,0,25.3,11,69.9,81.53,Partially cloudy
2/9/1973,27.1,22.1,24.6,30.8,0,0,11.9,84.7,91.53,Overcast
2/10/1973,28.1,23.1,25.6,32.8,0,7.2,12.5,60,86.16,Partially cloudy
2/11/1973,30.1,23.1,27.4,35.2,0,16.6,12.3,83,81.16,Overcast
2/12/1973,28.1,23.1,25.8,32.1,0,18.3,14.9,89.5,83.87,Overcast
2/13/1973,31.1,25.1,28.1,36.7,0,18.4,11.3,72.5,82.04,Partially cloudy
2/14/1973,31.1,24.1,28.1,36.7,0,13,15.5,53.4,76.36,Partially cloudy
2/15/1973,32.1,29.1,30.6,36.9,0,9,12,80,66.77,Overcast
2/16/1973,32.1,23.1,29.3,38,0,13,13.4,46,75.55,Partially cloudy
2/17/1973,29.1,21.1,25.1,33.7,0,7.2,15,35,74.47,Partially cloudy
2/18/1973,33.1,22.2,28.4,42.3,0,0.2,11,40.3,74.94,Partially cloudy
2/19/1973,28.1,22.1,25.4,32.8,0,24.1,11.3,83.3,88.82,Overcast
2/20/1973,31.1,23.1,28.4,36.7,0,10.8,12.9,73.3,73.82,Partially cloudy
2/21/1973,29.1,22.1,27.3,34.7,0,18.4,8.5,52.5,84.3,Partially cloudy
2/22/1973,33.1,29.1,31.1,39.4,0,10.8,12.7,56.7,69.61,Partially cloudy
2/23/1973,30.1,22.2,26.1,37.6,0,7.2,16.8,59.7,83.9,Partially cloudy
2/24/1973,27.1,27.1,27.1,28.9,0,3.6,19,90,69.74,Overcast
2/25/1973,32.1,21.1,27.9,36.9,0,10.8,12.4,70,77.47,Partially cloudy
2/26/1973,32.1,21.2,26.8,39.3,0,14.8,15.2,74.8,79.97,Partially cloudy
2/27/1973,30.1,23.1,27.7,36.3,0,18.3,14.1,68.1,74.38,Partially cloudy
2/28/1973,33.1,22.2,26.8,40.7,0,18.4,12.6,93.4,85.61,Overcast
3/1/1973,32.1,23.1,27.6,39.3,0,17.9,12,69.9,80.42,Partially cloudy
3/2/1973,31.1,23.1,28.1,36.7,0,9,15,67.2,73.87,Partially cloudy
3/3/1973,31.1,22.2,28.1,36.7,0,10.8,13.2,72.6,77.31,Partially cloudy
3/4/1973,30.1,23.1,26.7,35.2,0,14.8,13.7,80,84.42,Overcast
3/5/1973,28.1,23.1,25.6,33.7,0,0,13.9,100,88.86,Overcast
3/6/1973,30.1,23.1,26.6,36.3,0,10.8,13.4,69.5,81.58,Partially cloudy
3/7/1973,31.1,22.1,26.6,36.7,0,10.8,14.4,69.7,80.23,Partially cloudy
3/8/1973,32.1,22.1,27.4,39.3,0,10.8,13.6,76.7,79.86,Overcast
3/9/1973,27.1,22.1,25.8,30.2,0,18.4,13.3,52.8,81.6,Partially cloudy
3/10/1973,28.1,23.1,25.7,32.8,0,9,10.8,88.2,90.27,Overcast
3/11/1973,28.1,23.1,26.1,33.7,0,21.6,13.2,76.8,88.86,Overcast
3/12/1973,28.1,24.1,26.8,31.4,0,18.4,15.2,77.6,79.09,Overcast
3/13/1973,30.1,26.1,28.1,36.3,0,9,10.5,95,84.44,Overcast
3/14/1973,32.1,26.1,29.1,38,0,22,13.7,89.7,77.7,Overcast
3/20/1973,29.1,29.1,29.1,34.7,0,5.4,12,80,79.07,Overcast
3/21/1973,27.1,25.2,26.1,30.2,0,10.9,12,89.2,80.98,Overcast
3/22/1973,29.1,23.1,25.9,35.8,0,14.4,8,78,90.13,Overcast
3/23/1973,29.1,22.1,25.1,32.2,0,25.6,10.5,97.2,88.66,Overcast
3/24/1973,28.1,26.1,27.1,32.8,0,18.4,13.3,93.3,83.76,Overcast
3/25/1973,31.1,22.1,26.7,37.9,0,10.8,12.8,84,89.67,Overcast
3/26/1973,32.1,22.2,28.4,38,0,14.8,15.9,40.4,75.76,Partially cloudy
3/27/1973,29.1,22.1,26.1,34.7,0,18,18.1,49.9,82.52,Partially cloudy
3/28/1973,32.1,22.1,27.7,40.8,0,7.2,13.7,66.7,74.87,Partially cloudy
3/29/1973,28.1,22.1,25.1,33.7,0,0,12.5,35,91.49,Partially cloudy
3/30/1973,31.1,26.1,28.6,36.7,0,10.8,13,35,83.2,Partially cloudy
3/31/1973,29.1,23.1,26.7,35.8,0,14.8,15.3,36.7,79.4,Partially cloudy
4/1/1973,32.1,22.1,27.1,39.3,0,14.8,14.4,25,80.33,Clear
4/2/1973,32.1,29.1,30.6,40.8,0,9,13,50,74.87,Partially cloudy
4/3/1973,32.1,22.2,28.3,39.3,0,9,14.9,63.9,77.49,Partially cloudy
4/4/1973,32.1,22.1,27.3,39.3,0,21.6,13.2,72.5,81.32,Partially cloudy
4/5/1973,32.1,28.1,30.1,40.8,0,22,13.5,75,74.8,Partially cloudy
4/6/1973,30.1,21.2,25.6,36.3,0,14.8,11.9,69.6,87.24,Partially cloudy
4/7/1973,30.1,26.1,28.4,36.3,0,10.8,13.3,83.3,77.45,Overcast
4/9/1973,31.1,21.2,27.1,37.9,0,13,15.6,26.5,83.13,Partially cloudy
4/10/1973,31.1,22.2,26.6,36.7,0,7.2,8.5,54.9,80.23,Partially cloudy
4/11/1973,30.1,23.1,27.3,35.2,0,18,14.6,83.5,80.13,Overcast
4/13/1973,31.1,21.2,27.8,37.9,0,14.8,12,52.2,76.49,Partially cloudy
4/14/1973,32.1,23.1,27.8,36.9,0,14.8,17.4,29.9,72.99,Partially cloudy
4/15/1973,32.1,27.1,30.1,36.7,0,7.2,12.8,32.5,68.99,Partially cloudy
4/17/1973,30.1,22.2,26.4,36.3,0,18.4,13.7,72.5,79.39,Partially cloudy
4/18/1973,32.1,26.1,28.4,38,0,7.2,15.7,56.7,75.21,Partially cloudy
4/19/1973,29.1,22.1,27.1,34.7,0,0.1,13.4,54.9,84,Partially cloudy
4/20/1973,29.1,23.1,26.4,34.7,0,9,12.3,69.9,83.95,Partially cloudy
4/21/1973,30.1,24.1,27.6,35.2,0,22,15,42.7,76.78,Partially cloudy
4/22/1973,30.1,23.1,26.7,36.3,0,18.4,10.8,88,87.52,Overcast
4/24/1973,32.1,26.1,28.7,38,0,7.2,10,56.7,80.25,Partially cloudy
4/25/1973,29.1,25.1,27.8,34.7,0,10.8,9.8,70,84.26,Partially cloudy
4/26/1973,29.1,22.1,25.8,35.8,0,25.9,14,82.4,92.71,Overcast
4/27/1973,31.1,23.1,28.7,37.9,0,13,14,39.9,78.7,Partially cloudy
4/28/1973,30.1,25.1,27.1,36.3,0,10.8,9.5,57.7,85.76,Partially cloudy
4/29/1973,32.1,26.1,30.1,38,0,13,13.8,46,65.21,Partially cloudy
4/30/1973,29.1,22.1,26.5,34.7,0,14.8,13.8,76.2,85.92,Overcast
5/1/1973,29.1,23.1,27.1,33.7,0,9,9,86.7,81.02,Overcast
5/2/1973,30.1,23.1,26.6,35.2,0,14.8,15.4,74.6,85.07,Partially cloudy
5/3/1973,30.1,23.1,27.9,36.3,0,7.2,13.4,67.9,79.25,Partially cloudy
5/4/1973,31.1,22.1,27.8,36.7,0,14.8,14.8,55,71.78,Partially cloudy
5/6/1973,30.1,21.2,26.4,35.2,0,10.8,14.3,73.6,82.71,Partially cloudy
5/7/1973,31.1,25.1,27.5,35.6,0,9,13.2,58,78.61,Partially cloudy
5/8/1973,29.1,22.1,26.8,33.7,0,10.8,10.5,95,83.16,Overcast
5/9/1973,28.1,25.1,26.6,32.8,0,7.2,9.5,60,88.99,Partially cloudy
5/10/1973,32.1,25.1,28.6,36.9,0,9,12,30,76.62,Partially cloudy
5/11/1973,31.1,25.1,28.3,36.7,0,18.4,10.3,65,76.26,Partially cloudy
5/12/1973,30.1,30.1,30.1,35.2,0,20.2,12,90,70.3,Overcast
5/13/1973,29.1,25.1,27.1,33.7,0,9,9.5,70,84.33,Partially cloudy
5/14/1973,30.1,27.1,28.4,35.2,0,5.4,11,56.7,79.26,Partially cloudy
5/15/1973,30.1,30.1,30.1,36.3,0,10.8,12.5,75,74.64,Partially cloudy
5/16/1973,30.1,26.1,28.1,36.3,0,18.4,12,50,84.44,Partially cloudy
5/17/1973,28.1,21.2,25.4,32.8,0,7.2,10.3,79.7,92.64,Overcast
5/18/1973,30.1,24.1,28.1,36.3,0,14.8,10.7,76.7,81.65,Overcast
5/19/1973,31.1,24.1,28.1,36.7,0,13,10.7,70,81.82,Partially cloudy
5/20/1973,27.1,27.1,27.1,30.8,0,0,12,90,88.84,Overcast
5/22/1973,27.1,27.1,27.1,30.2,0,7.2,13,100,83.68,Overcast
5/23/1973,29.1,29.1,29.1,33.7,0,13,12,90,74.47,Overcast
5/24/1973,29.1,23.1,26.1,33.7,0,18,14.5,53.6,84.01,Partially cloudy
5/25/1973,30.1,26.1,28.1,34.3,0,10.8,11.3,60,79.58,Partially cloudy
5/26/1973,27.1,25.1,26.1,30.8,0,5.4,9.5,72.5,92.88,Partially cloudy
5/27/1973,30.1,25.1,28.3,36.3,0,14.8,12.8,64,79.34,Partially cloudy
5/28/1973,29.1,28.1,28.6,33.7,0,22,12,60,79.13,Partially cloudy
5/30/1973,30.1,24.1,26.1,35.2,0,25.9,14.6,66.4,75.68,Partially cloudy
5/31/1973,31.1,22.1,27.7,36.7,0,18.4,14.7,50,76.92,Partially cloudy
6/1/1973,30.1,23.1,27.1,35.2,0,18.4,14.7,40,84.7,Partially cloudy
6/2/1973,32.1,22.1,28.1,38,0,13,13.2,30,73.36,Partially cloudy
6/3/1973,32.1,22.2,28.6,38,0,11.2,13.2,49.7,73.37,Partially cloudy
6/4/1973,31.1,20.2,27.3,37.9,0,9.4,13,47.3,79.67,Partially cloudy
6/5/1973,30.1,25.1,28.1,35.2,0,13,11.2,56,79.59,Partially cloudy
6/6/1973,31.1,23.1,29.1,37.9,0,20.5,15,54,74.99,Partially cloudy
6/7/1973,32.1,22.2,28.4,39.3,0,24.1,12.6,33.2,77.66,Partially cloudy
6/8/1973,32.1,23.2,28.1,38,0,22.3,14.7,44.9,75.28,Partially cloudy
6/9/1973,32.1,21.2,27.8,38,0,16.6,13,43.4,77.13,Partially cloudy
6/10/1973,32.1,22.2,28.1,36.9,0,22.3,13.9,27.3,76.12,Partially cloudy
6/11/1973,31.1,21.1,28.1,35.6,0,14.8,14.2,64,76.41,Partially cloudy
6/12/1973,28.1,28.1,28.1,30.8,0,0,20,40,69.93,Partially cloudy
6/13/1973,30.1,27.1,28.4,35.2,0,18.4,10,70,76.01,Partially cloudy
6/15/1973,31.1,31.1,31.1,35.6,0,13,14.5,20,60.67,Clear
6/16/1973,32.1,20.2,27.8,36.9,0,10.9,16.6,16.8,75.1,Clear
6/17/1973,31.1,23.1,28.4,37.9,0,21.8,12.6,73.2,82.3,Partially cloudy
6/18/1973,31.1,21.2,26.4,37.9,0,14.7,16.3,20.7,78.21,Clear
6/19/1973,31.1,26.1,28.8,37.9,0,32.9,13.7,52.7,74.59,Partially cloudy
6/20/1973,31.1,21.2,27.9,32.8,0,16.6,13.5,41.8,89.2,Partially cloudy
6/21/1973,30.1,23.1,26.6,34.3,0,33.5,19.8,20.4,72.33,Clear
6/22/1973,31.1,25.1,27.3,33.8,0,11.2,12,50,73.42,Partially cloudy
6/23/1973,31.1,23.1,27.7,35.6,0,18.4,14.8,48.5,71.95,Partially cloudy
6/25/1973,27.1,20.2,23.6,30.8,0,3.6,11.9,25,94.26,Clear
6/26/1973,32.1,21.2,26.6,35.9,0,11.2,14.9,35,74.8,Partially cloudy
6/27/1973,32.1,20.2,27.6,35.9,0,11.2,11,7.7,75.23,Clear
6/28/1973,32.1,22.1,28.3,36.9,0,18.4,11.7,22.5,71.88,Clear
6/29/1973,28.1,22.1,25.1,31.4,0,14.8,12,57.2,81.2,Partially cloudy
6/30/1973,31.1,26.1,28.8,33.8,0,16.6,13,42.5,72.56,Partially cloudy
7/1/1973,31.1,24.1,27.6,35.6,0,5.4,9,95,78.33,Overcast
7/2/1973,33.1,21.1,29.1,37.9,0,7.4,13.4,53.8,68.18,Partially cloudy
7/3/1973,32.1,22.1,27.3,39,0,13,14.6,52.2,74.58,Partially cloudy
7/4/1973,31.1,20.2,25.1,34.7,0,18.4,16.2,49,80.46,Partially cloudy
7/5/1973,31.1,18.2,24.8,32.5,0,16.6,18.2,20,69.31,Clear
7/6/1973,31.1,18.1,26.5,34.7,0,14.8,13.4,44,68.48,Partially cloudy
7/7/1973,30.1,20.1,25.8,35.2,0,20.5,12.7,65.1,81.38,Partially cloudy
7/8/1973,29.1,25.1,27.6,32.1,0,7.6,11.5,50,81.29,Partially cloudy
7/10/1973,32.1,32.1,32.1,38,0,3.6,15,50,62.73,Partially cloudy
7/17/1973,30.1,25.1,27.1,35.2,0,14.5,14.3,49.7,84.24,Partially cloudy
7/18/1973,30.1,30.1,30.1,35.2,0,14.8,16,40,70.3,Partially cloudy
7/19/1973,31.1,20.1,26.3,36.7,0,22.3,15.2,27.2,77.22,Partially cloudy
7/20/1973,31.1,21.2,26.8,34.7,0,24.1,14.9,20.1,75.62,Clear
7/21/1973,31.1,25.1,28.3,35.6,0,16.6,15.3,45,70.32,Partially cloudy
7/22/1973,31.1,30.1,30.6,34.7,0,22.3,15.5,10,58.71,Clear
7/24/1973,31.1,17.1,25.3,36.7,0,24.1,16,52.2,75.98,Partially cloudy
7/26/1973,30.1,20.2,27.3,32,0,16.6,18.1,10,63.02,Clear
7/27/1973,32.1,17.2,27.3,33.6,0,14.8,13.5,17.5,65.76,Clear
7/28/1973,30.1,20.1,25.4,32.6,0,9.4,14.6,32.7,75.22,Partially cloudy
7/29/1973,31.1,20.1,27.1,33.1,0,14.8,19,16.7,65.13,Clear
7/30/1973,30.1,18.2,26.1,34.3,0,18.2,13.7,27.2,67.3,Partially cloudy
7/31/1973,30.1,18.1,24.8,32.6,0,11.2,17.5,25,69.75,Clear
8/1/1973,28.1,20.2,25.1,29.7,0,22.3,19.1,53.1,69.33,Partially cloudy
8/2/1973,28.1,24.1,26.1,31.4,0,11.2,11.8,64.7,78.31,Partially cloudy
8/3/1973,31.1,19.2,27.1,34.7,0,22.3,14.4,30,73.21,Partially cloudy
8/4/1973,31.1,19.1,26.7,34.7,0,14.8,17,33.3,73.71,Partially cloudy
8/6/1973,31.1,19.2,26.1,33.8,0,25.9,12.6,36.2,74.48,Partially cloudy
8/7/1973,32.1,22.1,28.1,35.6,0,18.4,17,21.8,60.78,Clear
8/8/1973,31.1,23.1,27.8,33.8,0,14.8,13.7,54.9,67,Partially cloudy
8/9/1973,32.1,20.2,26.6,31.4,0,11.2,12.5,35.1,74.74,Partially cloudy
8/11/1973,32.1,23.1,27.6,35,0,14.8,16.5,35,70.4,Partially cloudy
8/12/1973,31.1,27.1,29.6,34.7,0,20.5,15.5,10,65.09,Clear
8/13/1973,31.1,21.2,26.6,34.7,0,24.1,11.2,42.1,74.18,Partially cloudy
8/14/1973,31.1,31.1,31.1,34.7,0,9.4,19,20,58.83,Clear
8/15/1973,31.1,24.1,27.7,34.7,0,22.3,12.7,23.3,68.08,Clear
8/16/1973,31.1,23.1,27.4,33.8,0,18.4,16.5,6.8,66.97,Clear
8/19/1973,33.1,27.1,30.7,37.1,0,7.6,11.7,56.7,68.11,Partially cloudy
8/20/1973,30.1,21.1,27.1,33.4,0,14.8,13.4,57.5,71.77,Partially cloudy
8/21/1973,31.1,21.1,27.8,34.7,0,18.4,12.5,44.7,66.54,Partially cloudy
8/22/1973,28.1,23.1,25.6,28.8,0,14.6,13,69.1,73.03,Partially cloudy
8/23/1973,28.1,20.2,24.1,30.8,0,0,10.9,45,79.11,Partially cloudy
8/24/1973,32.1,20.1,29.1,34.7,0,11.2,13.8,54,63.22,Partially cloudy
8/25/1973,31.1,20.2,27.8,34.3,0,11.2,14.2,47.5,67.65,Partially cloudy
8/26/1973,31.1,25,28.7,36.7,0,22.3,12,40,73.76,Partially cloudy
8/27/1973,29.1,21.1,25.1,29.9,0,27.7,20.5,30,69.94,Partially cloudy
8/28/1973,32.1,23.2,29.1,38,0,24.1,15.9,14.1,69.78,Clear
8/29/1973,30.1,24.1,27.4,31.5,0,33.2,17.5,49.3,64.11,Partially cloudy
8/30/1973,33.1,21.1,28.1,35.4,0,25.9,16,26,62.11,Partially cloudy
8/31/1973,33.1,22.1,28.7,34.7,0,18.4,15.9,36.2,73.64,Partially cloudy
9/1/1973,32.1,25.1,29.5,35.6,0,20.5,13.4,31.7,62.84,Partially cloudy
9/2/1973,32.1,23.1,28.7,35.6,0,11.2,14.6,39.7,67.72,Partially cloudy
9/3/1973,33.1,21.2,28.4,35.4,0,24.1,16.3,42.7,65.22,Partially cloudy
9/4/1973,31.1,20.2,25.6,33.1,0,18.4,12.5,35.3,72.56,Partially cloudy
9/5/1973,31.1,25.1,28.3,33.8,0,18.4,12.8,35,64.84,Partially cloudy
9/6/1973,32.1,22.1,27.4,35.9,0,25.9,16.7,26.7,72.78,Partially cloudy
9/7/1973,32.1,26,29.3,40.8,0,22.3,13.4,15.8,70.92,Clear
9/8/1973,32.1,25.1,27.6,34.3,0,16.6,13.5,32.5,66.92,Partially cloudy
9/9/1973,32.1,28.1,30.4,33.8,0,13,13.3,10,60.56,Clear
9/11/1973,32.1,21.2,26.1,36.9,0,13,15.9,59.8,73.64,Partially cloudy
9/12/1973,33.1,25.1,28.7,33.8,0,18.4,12.5,48,67.53,Partially cloudy
9/13/1973,32.1,20.1,26.8,35.9,0,22.3,11.8,70,71.14,Partially cloudy
9/14/1973,30.1,24.1,26.8,34.3,0,9.4,12,53,73.29,Partially cloudy
9/15/1973,33.1,26.1,29.3,35.9,0,22.3,15.4,54.7,65.33,Partially cloudy
9/16/1973,31.1,25.1,27.4,34.7,0,13,10.7,70,77.03,Partially cloudy
9/17/1973,30.1,30.1,30.1,33.4,0,9.4,18,80,62.29,Overcast
9/18/1973,30.1,26.2,28.1,33.4,0,24.1,13.5,65.1,67.91,Partially cloudy
9/19/1973,29.1,21.1,25.1,32.9,0,22.3,7.7,76.7,84.53,Overcast
9/20/1973,31.1,22.2,28.3,35.2,0,22.3,14.4,74.5,82.04,Partially cloudy
9/21/1973,33.1,22.2,27.4,36.2,15,20.5,14.6,49.8,75.62,"Rain, Partially cloudy"
9/22/1973,29.1,29.1,29.1,32.1,0,13,14,90,65.99,Overcast
9/23/1973,30.1,24.1,27.1,34.3,0,13,8.5,89.7,74.7,Overcast
9/24/1973,31.1,24.1,28.3,36.7,0,16.6,10.7,71.6,79.44,Partially cloudy
9/25/1973,29.1,27.2,28.1,32.9,0,25.7,15.6,56.8,71.25,Partially cloudy
9/26/1973,31.1,27.2,29.1,34.7,0,22.3,14.3,29.7,67.4,Partially cloudy
9/27/1973,32.1,26.1,29.3,35.9,0,18.4,14.2,44,70.21,Partially cloudy
9/28/1973,29.1,26.1,28.1,32.1,0,16.6,12,16.7,73.58,Clear
9/29/1973,33.1,22.1,27.3,34.7,0,14.8,16.5,37.5,64.09,Partially cloudy
9/30/1973,32.1,25.2,28.6,36.9,0,11.2,16.5,34.9,64.12,Partially cloudy
10/1/1973,33.1,21.1,28.4,37.1,0,14.8,14.3,33.3,65.41,Partially cloudy
10/2/1973,32.1,21.1,26.4,33.6,0,9.3,17.6,29.7,67.9,Partially cloudy
10/3/1973,33.1,26.2,29.8,35.4,0,18.4,15.7,39.7,56.56,Partially cloudy
10/4/1973,33.1,24.1,30.3,36.2,0,16.6,14,25,66.38,Clear
10/5/1973,32.1,22.1,28.8,35.9,0,22.3,11.7,32.6,67.23,Partially cloudy
10/6/1973,31.1,20.2,26.3,35.6,0,22.3,17.9,42.2,67.99,Partially cloudy
10/7/1973,32.1,27.1,30.4,35,0,22.3,13.7,10,61.11,Clear
10/8/1973,33.1,26.1,28.8,35.4,0,22.3,13.7,37.6,62.34,Partially cloudy
10/9/1973,33.1,19.2,27.6,35.4,0,18.4,18.3,29.9,71.1,Partially cloudy
10/10/1973,33.1,24.1,29.3,34.7,0,25.9,13,37.5,70.76,Partially cloudy
10/11/1973,30.1,28.1,29.1,34.3,0,18.4,8.5,40,72.56,Partially cloudy
10/12/1973,34.1,21.2,27.9,37.4,0,13,17.4,47,67.56,Partially cloudy
10/13/1973,34.1,28.2,31.1,34.6,0,13,14.1,29.5,45.52,Partially cloudy
10/14/1973,33.1,29.1,31.4,35.4,0,16.6,15.3,20,54.91,Clear
10/15/1973,33.1,26.1,29.6,35.4,0,18.4,12,10,62.55,Clear
10/16/1973,32.1,28.1,30.4,35,0,18.4,14,16.7,59.18,Clear
10/17/1973,34.1,22.2,28.1,36.6,0,13,15.9,49.6,57.88,Partially cloudy
10/18/1973,32.1,25.1,29.3,36.9,0,18.4,12.5,67.4,66.43,Partially cloudy
10/19/1973,33.1,25.1,29.1,38.2,0,18.4,12,63.3,67.18,Partially cloudy
10/20/1973,33.1,23.2,27.6,37.1,0,20.5,11.5,64.4,70.14,Partially cloudy
10/21/1973,32.1,23.1,27.6,36.9,0,22.3,16,70,73.79,Partially cloudy
10/22/1973,33.1,23.1,28.1,36.2,0,18.4,15.3,30,70.54,Partially cloudy
10/23/1973,34.1,21.1,28.1,37.4,0,13,14,40,70.29,Partially cloudy
10/24/1973,34.1,22.2,30.1,38.4,0,18.4,13.7,69.8,65.59,Partially cloudy
10/25/1973,34.1,23.1,27.4,38.4,0,38.9,14,22.3,73.79,Clear
10/26/1973,28.2,27.1,27.8,31.4,0,16.8,14.9,57.6,72.24,Partially cloudy
10/27/1973,27.1,27.1,27.1,29.7,0,0,9.5,70,78.79,Partially cloudy
10/28/1973,34.1,23.2,28.9,38.4,0,14.8,12.9,65.5,68.22,Partially cloudy
10/29/1973,34.1,23.2,28.6,39.5,0,22.3,17.7,50,70.6,Partially cloudy
10/30/1973,34.1,23.2,28.4,38.4,0,11.2,15.6,33.1,74.14,Partially cloudy
10/31/1973,34.1,23.1,30.1,38.2,0,14.8,12,60,57.17,Partially cloudy
11/1/1973,34.1,34.1,34.1,38.4,0,18.4,17,50,49.67,Partially cloudy
11/2/1973,32.1,23.2,29.1,38,0,9.4,12.6,69.9,71.28,Partially cloudy
11/3/1973,27.1,22.2,25.4,30.2,0,7.4,10,53,87,Partially cloudy
11/4/1973,32.1,23.2,28.6,36.9,0,9.4,13.7,74.8,72.15,Partially cloudy
11/5/1973,33.1,27.1,29.6,39.4,0,11.2,12.3,62.4,73.52,Partially cloudy
11/6/1973,28.2,23.1,26.2,30.4,0,22.5,12.6,73.7,73.29,Partially cloudy
11/7/1973,32.1,26.1,30.1,35.9,0,14.8,12,46.7,66.64,Partially cloudy
11/8/1973,34.1,26.1,29.3,39.5,0,14.5,11.8,62.1,68.86,Partially cloudy
11/9/1973,27.1,25.1,25.9,30.2,0,18.4,11.2,84.8,82.5,Overcast
11/11/1973,33.1,23.1,29.3,39.4,0,13,14.2,62.8,72.61,Partially cloudy
11/12/1973,32.1,22.1,27.7,39.3,0,22.3,13,86.7,76.92,Overcast
11/13/1973,31.1,25.1,28.6,35.6,0,7.6,12.5,92.5,79.15,Overcast
11/14/1973,30.1,22.2,26.5,35.2,0,14.8,14.2,91.9,79.25,Overcast
11/15/1973,33.1,26.1,29.6,38.2,0,11.2,11.5,82.5,70.96,Overcast
11/16/1973,32.1,28.1,30.1,38,0,9.4,7.5,65,73.26,Partially cloudy
11/17/1973,33.1,26.1,30.1,37.1,0,13,11.3,63.3,71.05,Partially cloudy
11/19/1973,32.1,24.1,27.6,38,0,22,13,62.2,80.31,Partially cloudy
11/21/1973,34.1,26.1,30.6,38.4,0,18.4,14.3,70,66.57,Partially cloudy
11/22/1973,36.1,23.1,28.7,39,0,22.3,15.8,47.9,70.09,Partially cloudy
11/23/1973,33.1,23.1,29.7,37.1,0,30.9,15.3,53.2,60.14,Partially cloudy
11/25/1973,33.1,25,29.7,37.1,0,13,16.6,76.7,60.39,Overcast
11/26/1973,30.1,21.2,27.6,34.3,0,14.8,12,95,72.08,Overcast
11/27/1973,29.1,24.1,26.8,32.9,0,24.1,10,100,81.02,Overcast
11/28/1973,32.1,24.1,29.1,35.9,0,14.6,13.9,72.9,65.48,Partially cloudy
11/29/1973,31.1,22.1,27.4,35.6,0,30.9,14,90.1,70.63,Overcast
11/30/1973,32.1,22.2,28.8,38,0,11.2,16.6,53.2,68.78,Partially cloudy
12/1/1973,32.1,25.1,29.1,36.9,0,7.6,13.3,63.3,74.52,Partially cloudy
12/2/1973,31.1,31.1,31.1,36.7,0,22.3,14,80,66.39,Overcast
12/3/1973,31.1,26.1,29.1,36.7,0,11.2,12.7,56.7,76.98,Partially cloudy
12/4/1973,33.1,22.2,27.6,38.2,2,14.8,16.4,49.4,74.87,"Rain, Partially cloudy"
12/5/1973,32.1,27.1,29.8,36.9,0,14.8,11.5,77.5,70.9,Overcast
12/6/1973,31.1,22.1,27.1,35.6,0,20.5,11.3,76.7,78.55,Overcast
12/7/1973,32.1,22.1,26.4,36.9,0,9.4,10.7,73.3,76.99,Partially cloudy
12/8/1973,31.1,23.1,27.1,36.7,0,5.4,15.5,70,77.46,Partially cloudy
12/9/1973,30.1,26.1,28.1,35.2,0,18.4,11,72.5,80.6,Partially cloudy
12/10/1973,31.1,22.1,27.7,36.7,0,9.1,15.2,73.1,74.25,Partially cloudy
