Date,Temperature,HeatIndex,Precipitation,WindSpeed,WindDirection,Visibility,CloudCover,RelativeHumidity
2015-12-01 01:00:00,28.734097006917,32.27624264657497,-0.0025487784296274,7.49113949239254,198.97907495498657,7.227840900421143,33.48986804485321,73.76660320043564
2015-12-01 02:00:00,28.7481522873044,32.828699302673336,-0.0106412288732826,7.497334831953048,194.8382806777954,5.980088353157044,35.498884320259094,73.7249917757511
2015-12-01 03:00:00,29.34625994861126,33.48966715633869,-0.0103873782791197,7.303612715005874,199.7812056541443,6.200151085853577,34.04028415679932,71.2018683207035
2015-12-01 04:00:00,28.75220494419336,32.56324703097344,-0.0235588382929563,6.562136310338974,206.89148426055908,5.414633870124817,34.12517607212067,71.90615648388862
2015-12-01 05:00:00,28.605125123262404,32.503069177269936,-0.0207278039306402,6.629204839468002,194.81257438659668,5.495735287666321,35.127460956573486,74.70683811664581
2015-12-01 07:00:00,28.824785113334656,31.853442069888118,-0.164481196552515,6.625554755330086,205.6915283203125,6.18345034122467,28.887608647346497,70.46787393093109
2015-12-01 08:00:00,29.946141305565835,35.82638469934463,0.0175266223959624,8.495161592960358,123.30604076385498,5.938684642314911,41.67657494544983,70.65288703501224
2015-12-01 10:00:00,28.008222422003747,30.93927790522575,0.0591342663392424,7.739124065637588,131.20913743972778,6.494060456752777,34.48517918586731,74.96722783088684
2015-12-01 13:00:00,32.998792219161984,37.40137218236922,0.0204083696007728,11.713146901130676,198.84610176086423,8.36141049861908,41.966015100479126,57.72702702850103
2015-12-01 14:00:00,34.85139965415001,37.83816103339195,0.0068598799407482,17.87811119556427,84.51662600040436,10.237611830234528,38.10075521469116,44.87016526818275
2015-12-01 15:00:00,35.11371093392372,36.92071106433868,0.0044898735359311,19.653499352931973,79.20747220516205,10.194660127162932,42.01751351356506,40.87651466369629
2015-12-01 16:00:00,33.20127096176147,35.31400019228458,0.0083130691200494,19.0991553068161,91.39147639274596,9.900706827640532,37.65786588191986,46.81691250622272
2015-12-01 17:00:00,31.16192645430565,35.25713240802288,0.0210083369165658,18.26257152557373,85.02029657363892,9.385390639305117,42.32373535633087,61.97029549479484
2015-12-01 18:00:00,32.20987279415131,35.43537344932555,0.0272107869386672,13.563187372684478,91.16657853126526,9.520361006259918,33.89926552772522,54.0068209016323
2015-12-01 19:00:00,30.852573090791704,35.25422376692295,0.0175045989453792,11.734494763612746,231.82278871536252,8.647432386875153,40.90202748775482,63.87152238070964
2015-12-01 20:00:00,30.307173666357997,34.93041457533836,0.0056163175031542,10.755580955743788,209.06179904937744,7.862726211547852,44.55004632472992,67.863928129673
2015-12-01 21:00:00,29.954219180345536,34.30660389959812,0.0109972630161792,9.673974162340164,189.7372770309448,7.946012914180756,41.52182042598725,67.2412408542633
2015-12-01 22:00:00,28.72410824149847,32.47207321226597,-0.0037262612022459,8.841398406028746,189.15319919586184,6.594565212726593,39.465391635894775,72.18374710083008
2015-12-01 23:00:00,28.184383562207223,31.162948396801948,-0.0453323638066649,14.707971400022506,279.6441507339477,5.536942303180695,24.621498584747314,71.54615399837493
2015-12-02 01:00:00,27.900912103056907,30.546072250604627,-0.011762399226427,6.855266565084457,208.8445615768433,7.016780257225037,33.5508793592453,72.3840634125471
2015-12-02 02:00:00,28.004594238102435,31.013672441244125,-0.0216439226642251,6.947371798753738,212.46062994003296,5.702093601226807,34.99309420585632,74.4380953001976
2015-12-02 07:00:00,28.35592746734619,31.70020827353001,-0.0132236396893858,6.805681505799293,205.037841796875,5.818763434886932,33.43532681465149,75.09752000570298
2015-12-02 09:00:00,29.579962053894995,33.56739602684974,-0.0036182929761707,7.515468522906303,171.0067892074585,5.80741149187088,33.769869804382324,69.52185672163962
2015-12-02 10:00:00,33.93825252056122,37.84635945558547,0.0129805807955563,13.133227980136873,113.24095487594604,10.01524579524994,37.04262375831604,50.0388885256648
2015-12-02 11:00:00,33.58160541057587,38.42146015167236,0.0132013531401753,14.328881549835204,96.45358800888062,9.98550808429718,35.69484055042267,56.29210599094629
2015-12-02 12:00:00,34.768046629428866,38.339375704526894,0.0088942772708833,14.817185747623444,88.6658263206482,10.142149031162262,36.371394991874695,48.05018114119768
2015-12-02 13:00:00,35.93633154630661,39.23029553294181,0.0046387175098061,17.606962609291077,79.5896065235138,10.378732860088348,40.36324620246887,42.93231347575784
2015-12-02 14:00:00,34.45214837193489,37.69115069508552,0.0038861739449203,19.63139001131057,79.71885144710541,10.12624818086624,39.89568054676056,48.35235866844653
2015-12-02 15:00:00,33.920863956213,36.73000886440276,0.0048633106052875,22.479021048545835,79.60605382919312,10.029512763023376,40.49933850765228,48.62230579137802
2015-12-02 16:00:00,32.8266948223114,36.68115276694297,0.021880124695599,17.898276257514954,86.03240668773651,9.68458127975464,35.74606478214264,55.441056660413736
2015-12-02 17:00:00,31.593520832061767,34.62928107380867,0.0284633389674127,14.058484411239624,99.57617282867432,9.400151312351229,38.32838535308838,55.58637630939484
2015-12-02 18:00:00,30.451887220144272,33.95688701868057,0.0196535396389663,14.959500271081923,262.35952377319336,9.118830442428589,39.62867259979248,59.97921599149704
2015-12-02 19:00:00,31.724286782741547,35.04425775408745,0.0260289688594639,11.265170091390608,214.08873081207275,8.961170613765717,39.81959223747253,54.63301161408424
2015-12-02 20:00:00,30.115075179934504,34.21605886220932,0.0119619257748126,9.495347571372983,187.80885457992557,8.031952381134033,40.982452034950256,65.88369954943657
2015-12-02 21:00:00,31.067625546455385,34.74787492752075,0.0039927428588271,9.306352096796036,185.2663993835449,7.847884893417358,35.403212904930115,62.93434080719948
