Date,Conditions
2013-12-07 15:00:00,Partially cloudy
2013-12-07 16:00:00,Partially cloudy
2013-12-07 18:00:00,Partially cloudy
2013-12-08 08:00:00,Partially cloudy
2013-12-08 10:00:00,Partially cloudy
2013-12-08 13:00:00,Partially cloudy
2013-12-08 14:00:00,Partially cloudy
2013-12-08 15:00:00,Partially cloudy
2013-12-08 16:00:00,Partially cloudy
2013-12-08 17:00:00,Partially cloudy
2013-12-08 18:00:00,Partially cloudy
2013-12-08 19:00:00,Partially cloudy
2013-12-08 20:00:00,Partially cloudy
2013-12-09 10:00:00,"Rain, Partially cloudy"
2013-12-09 13:00:00,Partially cloudy
2013-12-09 14:00:00,Partially cloudy
2013-12-09 15:00:00,Partially cloudy
2013-12-09 16:00:00,Partially cloudy
2013-12-10 08:00:00,Partially cloudy
2013-12-10 09:00:00,Partially cloudy
2013-12-10 10:00:00,Partially cloudy
2013-12-10 11:00:00,Partially cloudy
2013-12-10 12:00:00,Partially cloudy
2013-12-10 13:00:00,Partially cloudy
2013-12-10 14:00:00,Partially cloudy
2013-12-10 15:00:00,Partially cloudy
2013-12-10 16:00:00,Partially cloudy
2013-12-10 17:00:00,Partially cloudy
2013-12-10 18:00:00,Partially cloudy
2013-12-10 19:00:00,Partially cloudy
2013-12-10 20:00:00,Partially cloudy
2013-12-10 21:00:00,Partially cloudy
2013-12-11 07:00:00,"Rain, Partially cloudy"
2013-12-11 08:00:00,Partially cloudy
2013-12-11 10:00:00,Partially cloudy
2013-12-11 11:00:00,Partially cloudy
2013-12-11 12:00:00,Partially cloudy
2013-12-11 13:00:00,"Rain, Partially cloudy"
2013-12-11 14:00:00,Partially cloudy
2013-12-11 15:00:00,Partially cloudy
2013-12-11 16:00:00,Partially cloudy
2013-12-11 17:00:00,Partially cloudy
2013-12-11 18:00:00,Partially cloudy
2013-12-11 19:00:00,Partially cloudy
2013-12-12 09:00:00,Partially cloudy
2013-12-12 10:00:00,Partially cloudy
2013-12-12 11:00:00,Partially cloudy
2013-12-12 13:00:00,Partially cloudy
2013-12-12 14:00:00,Partially cloudy
2013-12-13 09:00:00,Partially cloudy
2013-12-13 10:00:00,Partially cloudy
2013-12-13 11:00:00,Partially cloudy
2013-12-13 13:00:00,Partially cloudy
2013-12-13 14:00:00,Partially cloudy
2013-12-13 15:00:00,Partially cloudy
2013-12-13 16:00:00,Partially cloudy
2013-12-13 17:00:00,Partially cloudy
2013-12-14 08:00:00,Partially cloudy
2013-12-14 09:00:00,Partially cloudy
2013-12-14 10:00:00,Partially cloudy
2013-12-14 11:00:00,Partially cloudy
2013-12-14 12:00:00,Partially cloudy
2013-12-14 13:00:00,Partially cloudy
2013-12-14 14:00:00,Partially cloudy
2013-12-15 08:00:00,Partially cloudy
2013-12-15 10:00:00,Partially cloudy
2013-12-15 11:00:00,Partially cloudy
2013-12-15 12:00:00,Partially cloudy
2013-12-15 13:00:00,Partially cloudy
2013-12-16 09:00:00,Partially cloudy
2013-12-16 10:00:00,Partially cloudy
2013-12-16 12:00:00,Partially cloudy
2013-12-16 13:00:00,Overcast
2013-12-16 14:00:00,Overcast
2013-12-16 15:00:00,Partially cloudy
2013-12-16 16:00:00,Partially cloudy
2013-12-16 17:00:00,Partially cloudy
2013-12-16 18:00:00,Partially cloudy
2013-12-16 19:00:00,Partially cloudy
2013-12-16 20:00:00,Partially cloudy
2013-12-17 07:00:00,Partially cloudy
2013-12-17 10:00:00,"Rain, Partially cloudy"
2013-12-17 12:00:00,Partially cloudy
2013-12-17 13:00:00,"Rain, Partially cloudy"
2013-12-17 14:00:00,Partially cloudy
2013-12-18 08:00:00,Partially cloudy
2013-12-18 09:00:00,Partially cloudy
2013-12-18 10:00:00,Partially cloudy
2013-12-18 11:00:00,Partially cloudy
2013-12-18 12:00:00,Partially cloudy
2013-12-19 08:00:00,Partially cloudy
2013-12-19 09:00:00,Partially cloudy
2013-12-19 10:00:00,Partially cloudy
2013-12-19 12:00:00,Partially cloudy
2013-12-19 13:00:00,Partially cloudy
2013-12-19 14:00:00,Partially cloudy
2013-12-19 15:00:00,Overcast
2013-12-19 16:00:00,Partially cloudy
2013-12-19 17:00:00,Partially cloudy
2013-12-19 19:00:00,Partially cloudy
2013-12-19 20:00:00,Partially cloudy
2013-12-20 09:00:00,Partially cloudy
2013-12-20 10:00:00,Partially cloudy
2013-12-20 11:00:00,Partially cloudy
2013-12-20 13:00:00,Partially cloudy
2013-12-20 14:00:00,Partially cloudy
2013-12-21 09:00:00,Partially cloudy
2013-12-21 10:00:00,Partially cloudy
2013-12-21 11:00:00,Partially cloudy
2013-12-21 13:00:00,Partially cloudy
2013-12-21 14:00:00,Partially cloudy
2013-12-22 09:00:00,Partially cloudy
2013-12-22 10:00:00,Partially cloudy
2013-12-22 11:00:00,Partially cloudy
2013-12-22 13:00:00,Partially cloudy
2013-12-22 14:00:00,Partially cloudy
2013-12-23 13:00:00,Partially cloudy
2013-12-23 14:00:00,Partially cloudy
2013-12-23 15:00:00,Partially cloudy
2013-12-23 16:00:00,Partially cloudy
2013-12-23 17:00:00,Partially cloudy
2013-12-23 18:00:00,Partially cloudy
2013-12-24 08:00:00,Partially cloudy
2013-12-24 09:00:00,Clear
2013-12-24 10:00:00,Partially cloudy
2013-12-24 11:00:00,Partially cloudy
2013-12-24 12:00:00,Partially cloudy
2013-12-24 13:00:00,Partially cloudy
2013-12-24 14:00:00,Partially cloudy
2013-12-24 15:00:00,Partially cloudy
2013-12-24 16:00:00,Partially cloudy
2013-12-24 17:00:00,Partially cloudy
2013-12-24 18:00:00,Partially cloudy
2013-12-24 19:00:00,Partially cloudy
2013-12-24 20:00:00,Partially cloudy
2013-12-24 21:00:00,Partially cloudy
2013-12-24 22:00:00,Partially cloudy
2013-12-25 08:00:00,Partially cloudy
2013-12-25 09:00:00,Partially cloudy
2013-12-25 10:00:00,Partially cloudy
2013-12-25 11:00:00,Partially cloudy
2013-12-25 12:00:00,Partially cloudy
2013-12-25 13:00:00,Overcast
2013-12-25 14:00:00,Partially cloudy
2013-12-25 15:00:00,Partially cloudy
2013-12-25 16:00:00,Partially cloudy
2013-12-25 17:00:00,Partially cloudy
2013-12-26 08:00:00,Clear
2013-12-26 09:00:00,Partially cloudy
2013-12-26 10:00:00,Partially cloudy
2013-12-26 12:00:00,Partially cloudy
2013-12-26 13:00:00,Partially cloudy
2013-12-26 14:00:00,Partially cloudy
2013-12-26 15:00:00,Partially cloudy
2013-12-26 16:00:00,Partially cloudy
2013-12-26 17:00:00,Partially cloudy
2013-12-26 18:00:00,Overcast
2013-12-26 19:00:00,Partially cloudy
2013-12-26 20:00:00,Partially cloudy
2013-12-26 21:00:00,Partially cloudy
2013-12-27 08:00:00,Clear
2013-12-27 09:00:00,Clear
2013-12-27 10:00:00,Partially cloudy
2013-12-27 12:00:00,Partially cloudy
2013-12-27 13:00:00,Partially cloudy
2013-12-27 14:00:00,Partially cloudy
2013-12-27 15:00:00,Partially cloudy
2013-12-27 16:00:00,Partially cloudy
2013-12-27 18:00:00,Partially cloudy
2013-12-27 19:00:00,Partially cloudy
2013-12-27 20:00:00,Partially cloudy
2013-12-27 21:00:00,Partially cloudy
2013-12-27 22:00:00,Partially cloudy
2013-12-27 23:00:00,Clear
2013-12-28 01:00:00,Partially cloudy
2013-12-28 09:00:00,Partially cloudy
2013-12-28 10:00:00,Partially cloudy
2013-12-28 11:00:00,Partially cloudy
2013-12-28 13:00:00,Partially cloudy
2013-12-28 14:00:00,Partially cloudy
2013-12-28 15:00:00,Partially cloudy
2013-12-28 16:00:00,Partially cloudy
2013-12-28 17:00:00,Partially cloudy
2013-12-28 18:00:00,Partially cloudy
2013-12-28 19:00:00,Partially cloudy
2013-12-28 20:00:00,Partially cloudy
2013-12-28 22:00:00,Partially cloudy
2013-12-28 23:00:00,Clear
2013-12-29 00:00:00,Clear
2013-12-29 08:00:00,Partially cloudy
2013-12-29 09:00:00,Partially cloudy
2013-12-29 10:00:00,Partially cloudy
2013-12-29 11:00:00,Partially cloudy
2013-12-29 12:00:00,Partially cloudy
2013-12-29 13:00:00,Partially cloudy
2013-12-29 14:00:00,Partially cloudy
2013-12-29 15:00:00,Partially cloudy
2013-12-29 16:00:00,Partially cloudy
2013-12-29 17:00:00,Partially cloudy
2013-12-29 18:00:00,Partially cloudy
2013-12-29 19:00:00,Partially cloudy
2013-12-29 20:00:00,Partially cloudy
2013-12-29 21:00:00,Partially cloudy
2013-12-29 22:00:00,Clear
2013-12-29 23:00:00,Partially cloudy
2013-12-30 07:00:00,Partially cloudy
2013-12-30 08:00:00,Clear
2013-12-30 09:00:00,Partially cloudy
2013-12-30 10:00:00,Partially cloudy
2013-12-30 11:00:00,Partially cloudy
2013-12-30 12:00:00,Partially cloudy
2013-12-30 13:00:00,Partially cloudy
2013-12-30 14:00:00,Partially cloudy
2013-12-30 16:00:00,"Rain, Partially cloudy"
2013-12-30 17:00:00,Partially cloudy
2013-12-31 08:00:00,Partially cloudy
2013-12-31 09:00:00,Partially cloudy
2013-12-31 10:00:00,Partially cloudy
2013-12-31 11:00:00,Partially cloudy
2013-12-31 12:00:00,Partially cloudy
2013-12-31 13:00:00,Partially cloudy
2013-12-31 14:00:00,Partially cloudy
2013-12-31 15:00:00,Partially cloudy
2013-12-31 16:00:00,Partially cloudy
2013-12-31 18:00:00,Partially cloudy
2013-12-31 19:00:00,Partially cloudy
2013-12-31 22:00:00,Overcast
